epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1635413605332,2021-10-28T12.33.25.332,0.000,-0.945,0.000,-0.213
1635413605372,2021-10-28T12.33.25.372,0.040,-1.402,-0.061,0.152
1635413605412,2021-10-28T12.33.25.412,0.080,-0.579,-0.274,0.030
1635413605452,2021-10-28T12.33.25.452,0.120,-0.915,-0.122,0.122
1635413605492,2021-10-28T12.33.25.492,0.160,-1.189,-0.091,0.213
1635413605532,2021-10-28T12.33.25.532,0.200,-0.427,0.183,0.183
1635413605572,2021-10-28T12.33.25.572,0.240,-0.701,0.305,0.274
1635413605612,2021-10-28T12.33.25.612,0.280,-0.640,0.457,0.152
1635413605652,2021-10-28T12.33.25.652,0.320,-1.067,0.610,0.061
1635413605692,2021-10-28T12.33.25.692,0.360,-2.470,-1.677,0.183
1635413605732,2021-10-28T12.33.25.732,0.400,-1.799,-1.799,0.061
1635413605772,2021-10-28T12.33.25.772,0.440,0.305,-0.152,0.091
1635413605812,2021-10-28T12.33.25.812,0.480,0.061,-0.640,0.183
1635413605852,2021-10-28T12.33.25.852,0.520,0.030,-1.037,0.000
1635413605892,2021-10-28T12.33.25.892,0.560,0.915,-0.976,-0.091
1635413605932,2021-10-28T12.33.25.932,0.600,0.335,-0.793,0.122
1635413605972,2021-10-28T12.33.25.972,0.640,-0.122,-0.579,0.244
1635413606012,2021-10-28T12.33.26.012,0.680,0.823,-0.640,0.000
1635413606052,2021-10-28T12.33.26.052,0.720,-0.366,-0.549,-0.030
1635413606092,2021-10-28T12.33.26.092,0.760,-0.457,-0.732,0.122
1635413606132,2021-10-28T12.33.26.132,0.800,0.701,-0.610,0.061
1635413606172,2021-10-28T12.33.26.172,0.840,1.037,-0.671,0.061
1635413606212,2021-10-28T12.33.26.212,0.880,0.000,-0.213,0.183
1635413606252,2021-10-28T12.33.26.252,0.920,-0.091,-0.396,0.122
1635413606292,2021-10-28T12.33.26.292,0.960,0.732,-0.427,0.152
1635413606332,2021-10-28T12.33.26.332,1.000,0.640,-0.518,0.061
1635413606372,2021-10-28T12.33.26.372,1.040,0.244,-0.427,0.152
1635413606412,2021-10-28T12.33.26.412,1.080,0.335,-0.579,0.091
1635413606452,2021-10-28T12.33.26.452,1.120,1.128,-0.640,0.030
1635413606492,2021-10-28T12.33.26.492,1.160,0.305,-0.671,0.122
1635413606532,2021-10-28T12.33.26.532,1.200,0.396,-0.732,0.122
1635413606572,2021-10-28T12.33.26.572,1.240,0.366,-0.640,-0.030
1635413606612,2021-10-28T12.33.26.612,1.280,0.396,-0.640,-0.030
1635413606652,2021-10-28T12.33.26.652,1.320,0.122,-0.549,0.030
1635413606692,2021-10-28T12.33.26.692,1.360,0.152,-0.396,0.122
1635413606732,2021-10-28T12.33.26.732,1.400,0.640,-0.488,0.091
1635413606772,2021-10-28T12.33.26.772,1.440,0.183,-0.305,0.122
1635413606812,2021-10-28T12.33.26.812,1.480,0.030,-0.610,0.061
1635413606852,2021-10-28T12.33.26.852,1.520,0.610,-0.366,0.000
1635413606892,2021-10-28T12.33.26.892,1.560,0.488,-0.488,0.000
1635413606932,2021-10-28T12.33.26.932,1.600,-0.091,-0.335,0.061
1635413606972,2021-10-28T12.33.26.972,1.640,-0.305,-0.274,0.061
1635413607012,2021-10-28T12.33.27.012,1.680,0.122,-0.244,0.061
1635413607052,2021-10-28T12.33.27.052,1.720,0.366,-0.213,0.030
1635413607092,2021-10-28T12.33.27.092,1.760,0.030,-0.183,0.122
1635413607132,2021-10-28T12.33.27.132,1.800,0.061,-0.061,0.061
1635413607172,2021-10-28T12.33.27.172,1.840,0.122,-0.030,0.061
1635413607212,2021-10-28T12.33.27.212,1.880,0.488,-0.244,0.061
1635413607252,2021-10-28T12.33.27.252,1.920,-0.152,-0.030,0.091
1635413607292,2021-10-28T12.33.27.292,1.960,0.244,-0.274,0.061
1635413607332,2021-10-28T12.33.27.332,2.000,0.579,-0.244,0.030
1635413607372,2021-10-28T12.33.27.372,2.040,-0.244,-0.152,0.152
1635413607412,2021-10-28T12.33.27.412,2.080,0.549,-0.274,0.061
1635413607452,2021-10-28T12.33.27.452,2.120,0.366,-0.305,0.030
1635413607492,2021-10-28T12.33.27.492,2.160,-1.951,-0.152,0.030
1635413607532,2021-10-28T12.33.27.532,2.200,-3.323,0.152,-0.122
1635413607572,2021-10-28T12.33.27.572,2.240,-1.707,0.335,0.091
1635413607612,2021-10-28T12.33.27.612,2.280,-2.378,0.305,-0.091
1635413607652,2021-10-28T12.33.27.652,2.320,-6.067,-1.463,-1.585
1635413607692,2021-10-28T12.33.27.692,2.360,-4.024,-2.165,-1.829
1635413607732,2021-10-28T12.33.27.732,2.400,5.427,-1.067,-1.555
