epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635257674450,2021-10-26T17.14.34.450,0.000,-0.000,-0.087,-0.994
1635257674490,2021-10-26T17.14.34.490,0.040,0.000,-0.088,-1.002
1635257674530,2021-10-26T17.14.34.530,0.080,0.002,-0.089,-1.000
1635257674570,2021-10-26T17.14.34.570,0.120,0.001,-0.088,-1.000
1635257674610,2021-10-26T17.14.34.610,0.160,0.002,-0.088,-1.001
1635257674650,2021-10-26T17.14.34.650,0.200,0.002,-0.087,-1.000
1635257674690,2021-10-26T17.14.34.690,0.240,0.001,-0.088,-1.000
1635257674730,2021-10-26T17.14.34.730,0.280,0.001,-0.088,-1.000
1635257674770,2021-10-26T17.14.34.770,0.320,0.002,-0.089,-1.001
1635257674810,2021-10-26T17.14.34.810,0.360,0.002,-0.089,-1.000
1635257674850,2021-10-26T17.14.34.850,0.400,-0.007,-0.079,-0.999
1635257674890,2021-10-26T17.14.34.890,0.440,-0.036,-0.003,-0.997
1635257674930,2021-10-26T17.14.34.930,0.480,-0.080,0.112,-1.243
1635257674970,2021-10-26T17.14.34.970,0.520,-0.027,-0.174,-1.390
1635257675010,2021-10-26T17.14.35.010,0.560,0.455,-1.078,-1.259
1635257675050,2021-10-26T17.14.35.050,0.600,0.319,-1.033,-0.460
1635257675090,2021-10-26T17.14.35.090,0.640,0.239,-1.026,0.047
1635257675130,2021-10-26T17.14.35.130,0.680,0.213,-0.901,0.133
1635257675170,2021-10-26T17.14.35.170,0.720,0.271,-0.689,-0.028
1635257675210,2021-10-26T17.14.35.210,0.760,0.341,-0.677,-0.257
1635257675250,2021-10-26T17.14.35.250,0.800,0.602,0.193,-1.902
1635257675290,2021-10-26T17.14.35.290,0.840,0.596,-0.838,-0.464
1635257675330,2021-10-26T17.14.35.330,0.880,0.531,-0.170,-0.290
1635257675370,2021-10-26T17.14.35.370,0.920,0.555,-0.919,0.235
1635257675410,2021-10-26T17.14.35.410,0.960,0.550,-1.135,0.858
1635257675450,2021-10-26T17.14.35.450,1.000,0.453,-0.970,-0.146
1635257675490,2021-10-26T17.14.35.490,1.040,0.595,-0.267,-1.141
1635257675530,2021-10-26T17.14.35.530,1.080,0.656,-1.001,-0.103
1635257675570,2021-10-26T17.14.35.570,1.120,0.581,-0.277,-0.486
1635257675610,2021-10-26T17.14.35.610,1.160,0.469,-0.429,-0.666
1635257675650,2021-10-26T17.14.35.650,1.200,0.442,-0.406,-0.665
1635257675690,2021-10-26T17.14.35.690,1.240,0.498,-0.212,-0.720
1635257675730,2021-10-26T17.14.35.730,1.280,0.448,-0.163,-0.648
1635257675770,2021-10-26T17.14.35.770,1.320,0.363,-0.086,-0.644
1635257675810,2021-10-26T17.14.35.810,1.360,0.339,-0.401,-0.844
1635257675850,2021-10-26T17.14.35.850,1.400,0.231,-0.444,-1.002
1635257675890,2021-10-26T17.14.35.890,1.440,0.062,-0.530,-1.190
1635257675930,2021-10-26T17.14.35.930,1.480,-0.101,-0.437,-1.070
1635257675970,2021-10-26T17.14.35.970,1.520,-0.169,-0.380,-0.988
1635257676010,2021-10-26T17.14.36.010,1.560,0.091,-0.586,-1.426
1635257676050,2021-10-26T17.14.36.050,1.600,0.170,-0.378,-0.961
1635257676090,2021-10-26T17.14.36.090,1.640,0.031,-0.207,-0.934
1635257676130,2021-10-26T17.14.36.130,1.680,-0.184,-0.005,-1.047
1635257676170,2021-10-26T17.14.36.170,1.720,-0.180,0.113,-0.967
1635257676210,2021-10-26T17.14.36.210,1.760,-0.109,-0.162,-0.985
1635257676250,2021-10-26T17.14.36.250,1.800,-0.043,-0.197,-0.999
1635257676290,2021-10-26T17.14.36.290,1.840,-0.055,-0.184,-0.995
1635257676330,2021-10-26T17.14.36.330,1.880,-0.075,-0.161,-0.990
1635257676370,2021-10-26T17.14.36.370,1.920,-0.080,-0.146,-0.990
1635257676410,2021-10-26T17.14.36.410,1.960,-0.069,-0.157,-0.989
1635257676450,2021-10-26T17.14.36.450,2.000,-0.056,-0.195,-0.988
1635257676490,2021-10-26T17.14.36.490,2.040,-0.052,-0.205,-0.985
1635257676530,2021-10-26T17.14.36.530,2.080,-0.055,-0.177,-0.989
1635257676570,2021-10-26T17.14.36.570,2.120,-0.063,-0.179,-0.987
1635257676610,2021-10-26T17.14.36.610,2.160,-0.062,-0.186,-0.985
1635257676650,2021-10-26T17.14.36.650,2.200,-0.060,-0.185,-0.989
1635257676690,2021-10-26T17.14.36.690,2.240,-0.057,-0.184,-0.988
1635257676730,2021-10-26T17.14.36.730,2.280,-0.063,-0.196,-0.985
1635257676770,2021-10-26T17.14.36.770,2.320,-0.064,-0.195,-0.986
1635257676810,2021-10-26T17.14.36.810,2.360,-0.061,-0.200,-0.986
1635257676850,2021-10-26T17.14.36.850,2.400,-0.061,-0.196,-0.985
1635257676890,2021-10-26T17.14.36.890,2.440,-0.062,-0.193,-0.986
1635257676930,2021-10-26T17.14.36.930,2.480,-0.061,-0.196,-0.983
1635257676970,2021-10-26T17.14.36.970,2.520,-0.058,-0.202,-0.984
1635257677010,2021-10-26T17.14.37.010,2.560,-0.057,-0.201,-0.984
1635257677050,2021-10-26T17.14.37.050,2.600,-0.057,-0.203,-0.985
1635257677090,2021-10-26T17.14.37.090,2.640,-0.062,-0.201,-0.982
1635257677130,2021-10-26T17.14.37.130,2.680,-0.066,-0.198,-0.986
1635257677170,2021-10-26T17.14.37.170,2.720,-0.059,-0.200,-0.984
1635257677210,2021-10-26T17.14.37.210,2.760,-0.055,-0.212,-0.982
1635257677250,2021-10-26T17.14.37.250,2.800,-0.054,-0.206,-0.984
1635257677290,2021-10-26T17.14.37.290,2.840,-0.056,-0.201,-0.985
1635257677330,2021-10-26T17.14.37.330,2.880,-0.058,-0.202,-0.984
1635257677370,2021-10-26T17.14.37.370,2.920,-0.057,-0.201,-0.984
1635257677410,2021-10-26T17.14.37.410,2.960,-0.054,-0.200,-0.986
1635257677450,2021-10-26T17.14.37.450,3.000,-0.052,-0.197,-0.985
1635257677490,2021-10-26T17.14.37.490,3.040,-0.053,-0.197,-0.987
1635257677530,2021-10-26T17.14.37.530,3.080,-0.056,-0.195,-0.984
1635257677570,2021-10-26T17.14.37.570,3.120,-0.056,-0.196,-0.986
1635257677610,2021-10-26T17.14.37.610,3.160,-0.045,-0.198,-0.987
1635257677650,2021-10-26T17.14.37.650,3.200,-0.036,-0.200,-0.986
1635257677690,2021-10-26T17.14.37.690,3.240,-0.040,-0.207,-0.983
1635257677730,2021-10-26T17.14.37.730,3.280,-0.044,-0.204,-0.980
1635257677770,2021-10-26T17.14.37.770,3.320,-0.036,-0.199,-0.984
1635257677810,2021-10-26T17.14.37.810,3.360,-0.035,-0.209,-0.984
1635257677850,2021-10-26T17.14.37.850,3.400,-0.040,-0.208,-0.984
1635257677890,2021-10-26T17.14.37.890,3.440,-0.038,-0.199,-0.983
1635257677930,2021-10-26T17.14.37.930,3.480,-0.039,-0.198,-0.984
1635257677970,2021-10-26T17.14.37.970,3.520,-0.041,-0.204,-0.983
1635257678010,2021-10-26T17.14.38.010,3.560,-0.041,-0.200,-0.982
1635257678050,2021-10-26T17.14.38.050,3.600,-0.038,-0.199,-0.985
1635257678090,2021-10-26T17.14.38.090,3.640,-0.037,-0.209,-0.983
1635257678130,2021-10-26T17.14.38.130,3.680,-0.037,-0.202,-0.985
1635257678170,2021-10-26T17.14.38.170,3.720,-0.040,-0.198,-0.984
1635257678210,2021-10-26T17.14.38.210,3.760,-0.038,-0.201,-0.983
1635257678250,2021-10-26T17.14.38.250,3.800,-0.038,-0.202,-0.985
1635257678290,2021-10-26T17.14.38.290,3.840,-0.039,-0.202,-0.983
1635257678330,2021-10-26T17.14.38.330,3.880,-0.038,-0.207,-0.984
1635257678370,2021-10-26T17.14.38.370,3.920,-0.038,-0.202,-0.986
1635257678410,2021-10-26T17.14.38.410,3.960,-0.044,-0.206,-0.985
1635257678450,2021-10-26T17.14.38.450,4.000,-0.043,-0.204,-0.983
1635257678490,2021-10-26T17.14.38.490,4.040,-0.039,-0.179,-0.984
1635257678530,2021-10-26T17.14.38.530,4.080,-0.052,-0.192,-0.980
1635257678570,2021-10-26T17.14.38.570,4.120,-0.042,-0.201,-0.982
1635257678610,2021-10-26T17.14.38.610,4.160,-0.048,-0.191,-0.981
1635257678650,2021-10-26T17.14.38.650,4.200,-0.072,-0.215,-0.981
1635257678690,2021-10-26T17.14.38.690,4.240,-0.096,-0.236,-0.989
1635257678730,2021-10-26T17.14.38.730,4.280,-0.078,-0.211,-0.981
1635257678770,2021-10-26T17.14.38.770,4.320,-0.059,-0.203,-0.998
1635257678810,2021-10-26T17.14.38.810,4.360,-0.041,-0.217,-1.014
1635257678850,2021-10-26T17.14.38.850,4.400,-0.051,-0.233,-1.003
1635257678890,2021-10-26T17.14.38.890,4.440,-0.074,-0.196,-0.993
1635257678930,2021-10-26T17.14.38.930,4.480,-0.028,-0.157,-1.011
1635257678970,2021-10-26T17.14.38.970,4.520,0.000,-0.115,-1.016
1635257679010,2021-10-26T17.14.39.010,4.560,0.018,-0.114,-1.007
1635257679050,2021-10-26T17.14.39.050,4.600,0.013,-0.154,-0.957
1635257679090,2021-10-26T17.14.39.090,4.640,0.035,-0.172,-0.915
1635257679130,2021-10-26T17.14.39.130,4.680,0.016,-0.139,-0.888
1635257679170,2021-10-26T17.14.39.170,4.720,-0.027,-0.152,-0.904
1635257679210,2021-10-26T17.14.39.210,4.760,-0.039,-0.123,-1.146
1635257679250,2021-10-26T17.14.39.250,4.800,-0.043,0.039,-1.062
1635257679290,2021-10-26T17.14.39.290,4.840,0.067,-0.127,-0.940
1635257679330,2021-10-26T17.14.39.330,4.880,0.092,-0.121,-0.996
1635257679370,2021-10-26T17.14.39.370,4.920,0.058,-0.104,-1.018
1635257679410,2021-10-26T17.14.39.410,4.960,0.059,-0.054,-0.995
1635257679450,2021-10-26T17.14.39.450,5.000,0.023,-0.087,-1.003
1635257679490,2021-10-26T17.14.39.490,5.040,0.009,-0.145,-0.998
1635257679530,2021-10-26T17.14.39.530,5.080,0.024,-0.112,-0.998
1635257679570,2021-10-26T17.14.39.570,5.120,0.017,-0.095,-0.998
1635257679610,2021-10-26T17.14.39.610,5.160,0.010,-0.105,-0.997
1635257679650,2021-10-26T17.14.39.650,5.200,0.011,-0.115,-0.996
1635257679690,2021-10-26T17.14.39.690,5.240,0.010,-0.119,-0.993
1635257679730,2021-10-26T17.14.39.730,5.280,0.025,-0.124,-0.996
1635257679770,2021-10-26T17.14.39.770,5.320,0.018,-0.180,-0.987
1635257679810,2021-10-26T17.14.39.810,5.360,-0.000,-0.095,-1.002
1635257679850,2021-10-26T17.14.39.850,5.400,0.015,-0.067,-1.001
1635257679890,2021-10-26T17.14.39.890,5.440,0.009,-0.122,-1.000
1635257679930,2021-10-26T17.14.39.930,5.480,-0.006,-0.089,-0.999
1635257679970,2021-10-26T17.14.39.970,5.520,-0.001,-0.090,-0.996
1635257680010,2021-10-26T17.14.40.010,5.560,0.005,-0.122,-0.995
1635257680050,2021-10-26T17.14.40.050,5.600,0.012,-0.113,-0.995
1635257680090,2021-10-26T17.14.40.090,5.640,0.009,-0.103,-0.998
1635257680130,2021-10-26T17.14.40.130,5.680,0.007,-0.104,-0.996
1635257680170,2021-10-26T17.14.40.170,5.720,0.007,-0.108,-0.997
1635257680210,2021-10-26T17.14.40.210,5.760,0.009,-0.111,-0.998
1635257680250,2021-10-26T17.14.40.250,5.800,0.009,-0.110,-0.997
1635257680290,2021-10-26T17.14.40.290,5.840,0.010,-0.113,-0.997
1635257680330,2021-10-26T17.14.40.330,5.880,0.010,-0.111,-0.997
1635257680370,2021-10-26T17.14.40.370,5.920,0.006,-0.109,-0.996
1635257680410,2021-10-26T17.14.40.410,5.960,0.005,-0.110,-0.995
1635257680450,2021-10-26T17.14.40.450,6.000,0.011,-0.110,-0.997
1635257680490,2021-10-26T17.14.40.490,6.040,0.011,-0.109,-0.998
1635257680530,2021-10-26T17.14.40.530,6.080,0.009,-0.112,-0.997
1635257680570,2021-10-26T17.14.40.570,6.120,0.009,-0.111,-0.996
1635257680610,2021-10-26T17.14.40.610,6.160,0.011,-0.110,-0.996
1635257680650,2021-10-26T17.14.40.650,6.200,0.012,-0.111,-0.996
1635257680690,2021-10-26T17.14.40.690,6.240,0.011,-0.112,-0.997
1635257680730,2021-10-26T17.14.40.730,6.280,0.006,-0.110,-0.996
1635257680770,2021-10-26T17.14.40.770,6.320,0.005,-0.108,-0.995
1635257680810,2021-10-26T17.14.40.810,6.360,0.007,-0.111,-0.995
1635257680850,2021-10-26T17.14.40.850,6.400,0.012,-0.112,-0.997
1635257680890,2021-10-26T17.14.40.890,6.440,0.013,-0.113,-0.997
1635257680930,2021-10-26T17.14.40.930,6.480,0.011,-0.113,-0.996
1635257680970,2021-10-26T17.14.40.970,6.520,0.009,-0.113,-0.996
1635257681010,2021-10-26T17.14.41.010,6.560,0.010,-0.110,-0.996
