epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1635179896835,2021-10-25T19.38.16.835,0.000,0.213,-3.354,-2.835
1635179896875,2021-10-25T19.38.16.875,0.040,1.067,-3.811,-2.866
1635179896915,2021-10-25T19.38.16.915,0.080,8.567,-4.055,-0.732
1635179896955,2021-10-25T19.38.16.955,0.120,9.024,-2.439,-0.274
1635179896995,2021-10-25T19.38.16.995,0.160,5.457,0.335,1.524
1635179897035,2021-10-25T19.38.17.035,0.200,-0.518,2.500,2.439
1635179897075,2021-10-25T19.38.17.075,0.240,-2.988,1.982,1.707
1635179897115,2021-10-25T19.38.17.115,0.280,-0.945,-0.305,0.854
1635179897155,2021-10-25T19.38.17.155,0.320,1.799,-0.518,1.220
1635179897195,2021-10-25T19.38.17.195,0.360,1.067,-0.518,1.311
1635179897235,2021-10-25T19.38.17.235,0.400,-1.921,0.457,1.280
1635179897275,2021-10-25T19.38.17.275,0.440,0.488,0.701,1.280
1635179897315,2021-10-25T19.38.17.315,0.480,2.439,0.152,1.585
1635179897355,2021-10-25T19.38.17.355,0.520,3.933,0.213,2.896
1635179897395,2021-10-25T19.38.17.395,0.560,7.866,0.396,4.085
1635179897435,2021-10-25T19.38.17.435,0.600,5.976,-0.854,2.652
1635179897475,2021-10-25T19.38.17.475,0.640,2.622,-1.677,2.043
1635179897515,2021-10-25T19.38.17.515,0.680,1.341,-0.671,2.134
1635179897555,2021-10-25T19.38.17.555,0.720,2.500,-1.006,1.372
1635179897595,2021-10-25T19.38.17.595,0.760,2.043,-1.799,0.823
1635179897635,2021-10-25T19.38.17.635,0.800,2.683,-3.049,0.457
1635179897675,2021-10-25T19.38.17.675,0.840,4.573,-3.384,0.671
1635179897715,2021-10-25T19.38.17.715,0.880,4.695,-4.085,1.402
1635179897755,2021-10-25T19.38.17.755,0.920,1.738,-3.933,0.793
1635179897795,2021-10-25T19.38.17.795,0.960,0.549,-1.829,0.335
1635179897835,2021-10-25T19.38.17.835,1.000,-0.854,-1.220,-1.951
1635179897875,2021-10-25T19.38.17.875,1.040,-2.043,-3.415,-4.024
1635179897915,2021-10-25T19.38.17.915,1.080,-0.854,-3.140,-3.171
1635179897955,2021-10-25T19.38.17.955,1.120,0.366,-0.549,-3.720
1635179897995,2021-10-25T19.38.17.995,1.160,-1.921,-3.323,-2.165
1635179898035,2021-10-25T19.38.18.035,1.200,-1.341,-6.829,-2.073
1635179898075,2021-10-25T19.38.18.075,1.240,2.073,-6.311,-4.817
1635179898115,2021-10-25T19.38.18.115,1.280,3.476,0.091,-2.043
1635179898155,2021-10-25T19.38.18.155,1.320,-0.396,-0.945,-3.902
1635179898195,2021-10-25T19.38.18.195,1.360,-8.659,-2.439,-8.598
1635179898235,2021-10-25T19.38.18.235,1.400,-5.213,0.030,-6.646
1635179898275,2021-10-25T19.38.18.275,1.440,-4.177,-1.311,-6.433
1635179898315,2021-10-25T19.38.18.315,1.480,-0.884,-0.457,-5.305
1635179898355,2021-10-25T19.38.18.355,1.520,-1.982,2.927,-3.232
1635179898395,2021-10-25T19.38.18.395,1.560,-7.591,15.030,-1.006
1635179898435,2021-10-25T19.38.18.435,1.600,0.122,16.402,-3.476
1635179898475,2021-10-25T19.38.18.475,1.640,7.805,-0.823,-7.256
1635179898515,2021-10-25T19.38.18.515,1.680,5.793,-5.701,-7.073
1635179898555,2021-10-25T19.38.18.555,1.720,6.159,2.470,-4.116
1635179898595,2021-10-25T19.38.18.595,1.760,4.268,3.293,-5.213
1635179898635,2021-10-25T19.38.18.635,1.800,1.280,1.341,-5.732
1635179898675,2021-10-25T19.38.18.675,1.840,0.061,1.951,-4.299
1635179898715,2021-10-25T19.38.18.715,1.880,-0.366,1.250,-3.963
1635179898755,2021-10-25T19.38.18.755,1.920,1.341,0.610,-3.811
1635179898795,2021-10-25T19.38.18.795,1.960,3.933,-0.183,-3.232
1635179898835,2021-10-25T19.38.18.835,2.000,3.506,-1.189,0.091
1635179898875,2021-10-25T19.38.18.875,2.040,3.110,-2.073,2.652
