epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635611527813,2021-10-30T19.32.07.813,0.000,0.078,-0.268,-0.959
1635611527853,2021-10-30T19.32.07.853,0.040,0.079,-0.273,-0.968
1635611527893,2021-10-30T19.32.07.893,0.080,0.078,-0.271,-0.965
1635611527933,2021-10-30T19.32.07.933,0.120,0.078,-0.272,-0.966
1635611527973,2021-10-30T19.32.07.973,0.160,0.078,-0.271,-0.966
1635611528013,2021-10-30T19.32.08.013,0.200,0.077,-0.269,-0.965
1635611528053,2021-10-30T19.32.08.053,0.240,0.071,-0.231,-0.973
1635611528093,2021-10-30T19.32.08.093,0.280,0.066,-0.282,-0.975
1635611528133,2021-10-30T19.32.08.133,0.320,-0.016,-0.313,-1.013
1635611528173,2021-10-30T19.32.08.173,0.360,-0.021,-0.210,-1.183
1635611528213,2021-10-30T19.32.08.213,0.400,0.428,-0.723,-1.224
1635611528253,2021-10-30T19.32.08.253,0.440,0.635,-0.995,-1.112
1635611528293,2021-10-30T19.32.08.293,0.480,0.444,-0.925,-0.654
1635611528333,2021-10-30T19.32.08.333,0.520,0.615,-0.748,-0.569
1635611528373,2021-10-30T19.32.08.373,0.560,0.569,-0.630,-0.420
1635611528413,2021-10-30T19.32.08.413,0.600,0.540,-0.633,-0.277
1635611528453,2021-10-30T19.32.08.453,0.640,0.622,-0.549,-0.436
1635611528493,2021-10-30T19.32.08.493,0.680,0.618,-0.449,-0.470
1635611528533,2021-10-30T19.32.08.533,0.720,0.558,-0.418,-0.300
1635611528573,2021-10-30T19.32.08.573,0.760,0.581,-0.487,-0.295
1635611528613,2021-10-30T19.32.08.613,0.800,0.593,-0.421,-0.351
1635611528653,2021-10-30T19.32.08.653,0.840,0.633,-0.386,-0.455
1635611528693,2021-10-30T19.32.08.693,0.880,0.672,-0.334,-0.525
1635611528733,2021-10-30T19.32.08.733,0.920,0.701,-0.340,-0.466
1635611528773,2021-10-30T19.32.08.773,0.960,0.740,-0.414,-0.349
1635611528813,2021-10-30T19.32.08.813,1.000,0.780,-0.510,-0.104
