epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635413605363,2021-10-28T12.33.25.363,0.000,0.081,0.161,-1.007
1635413605403,2021-10-28T12.33.25.403,0.040,0.077,0.155,-1.016
1635413605443,2021-10-28T12.33.25.443,0.080,0.078,0.157,-1.014
1635413605483,2021-10-28T12.33.25.483,0.120,0.080,0.161,-1.012
1635413605523,2021-10-28T12.33.25.523,0.160,0.080,0.159,-1.009
1635413605563,2021-10-28T12.33.25.563,0.200,0.081,0.160,-1.012
1635413605603,2021-10-28T12.33.25.603,0.240,0.076,0.162,-1.017
1635413605643,2021-10-28T12.33.25.643,0.280,0.081,0.158,-1.010
1635413605683,2021-10-28T12.33.25.683,0.320,0.088,0.169,-1.008
1635413605723,2021-10-28T12.33.25.723,0.360,0.074,0.172,-1.015
1635413605763,2021-10-28T12.33.25.763,0.400,0.075,0.165,-1.017
1635413605803,2021-10-28T12.33.25.803,0.440,0.082,0.166,-1.008
1635413605843,2021-10-28T12.33.25.843,0.480,0.077,0.169,-1.015
1635413605883,2021-10-28T12.33.25.883,0.520,0.074,0.162,-1.015
1635413605923,2021-10-28T12.33.25.923,0.560,0.076,0.158,-1.010
1635413605963,2021-10-28T12.33.25.963,0.600,0.077,0.170,-1.013
1635413606003,2021-10-28T12.33.26.003,0.640,0.077,0.158,-1.009
1635413606043,2021-10-28T12.33.26.043,0.680,0.075,0.161,-1.016
1635413606083,2021-10-28T12.33.26.083,0.720,0.076,0.168,-1.008
1635413606123,2021-10-28T12.33.26.123,0.760,0.076,0.167,-1.012
1635413606163,2021-10-28T12.33.26.163,0.800,0.074,0.157,-1.011
1635413606203,2021-10-28T12.33.26.203,0.840,0.075,0.162,-1.014
1635413606243,2021-10-28T12.33.26.243,0.880,0.074,0.166,-1.010
1635413606283,2021-10-28T12.33.26.283,0.920,0.073,0.165,-1.012
1635413606323,2021-10-28T12.33.26.323,0.960,0.073,0.160,-1.014
1635413606363,2021-10-28T12.33.26.363,1.000,0.073,0.162,-1.010
1635413606403,2021-10-28T12.33.26.403,1.040,0.073,0.168,-1.012
1635413606443,2021-10-28T12.33.26.443,1.080,0.073,0.157,-1.011
1635413606483,2021-10-28T12.33.26.483,1.120,0.072,0.161,-1.014
1635413606523,2021-10-28T12.33.26.523,1.160,0.073,0.162,-1.011
1635413606563,2021-10-28T12.33.26.563,1.200,0.072,0.161,-1.012
1635413606603,2021-10-28T12.33.26.603,1.240,0.071,0.161,-1.013
1635413606643,2021-10-28T12.33.26.643,1.280,0.072,0.159,-1.010
1635413606683,2021-10-28T12.33.26.683,1.320,0.071,0.165,-1.015
1635413606723,2021-10-28T12.33.26.723,1.360,0.070,0.158,-1.010
1635413606763,2021-10-28T12.33.26.763,1.400,0.071,0.159,-1.016
1635413606803,2021-10-28T12.33.26.803,1.440,0.072,0.164,-1.010
1635413606843,2021-10-28T12.33.26.843,1.480,0.070,0.160,-1.014
1635413606883,2021-10-28T12.33.26.883,1.520,0.068,0.158,-1.013
1635413606923,2021-10-28T12.33.26.923,1.560,0.074,0.158,-1.013
1635413606963,2021-10-28T12.33.26.963,1.600,0.070,0.163,-1.012
1635413607003,2021-10-28T12.33.27.003,1.640,0.070,0.163,-1.012
1635413607043,2021-10-28T12.33.27.043,1.680,0.070,0.159,-1.013
1635413607083,2021-10-28T12.33.27.083,1.720,0.071,0.161,-1.012
1635413607123,2021-10-28T12.33.27.123,1.760,0.069,0.160,-1.011
1635413607163,2021-10-28T12.33.27.163,1.800,0.069,0.164,-1.016
1635413607203,2021-10-28T12.33.27.203,1.840,0.070,0.156,-1.009
1635413607243,2021-10-28T12.33.27.243,1.880,0.069,0.162,-1.012
1635413607283,2021-10-28T12.33.27.283,1.920,0.071,0.165,-1.015
1635413607323,2021-10-28T12.33.27.323,1.960,0.070,0.154,-1.009
