epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636547539228,2021-11-10T14.32.19.228,0.000,-0.305,-0.030,0.274
1636547539268,2021-11-10T14.32.19.268,0.040,0.030,0.091,0.213
1636547539308,2021-11-10T14.32.19.308,0.080,0.427,-0.152,-0.030
1636547539348,2021-11-10T14.32.19.348,0.120,0.274,0.488,-0.030
1636547539388,2021-11-10T14.32.19.388,0.160,0.305,0.610,-0.061
1636547539428,2021-11-10T14.32.19.428,0.200,0.732,0.091,-0.091
1636547539468,2021-11-10T14.32.19.468,0.240,0.396,0.183,-0.152
1636547539508,2021-11-10T14.32.19.508,0.280,0.305,0.518,-0.335
1636547539548,2021-11-10T14.32.19.548,0.320,0.305,0.396,-0.244
1636547539588,2021-11-10T14.32.19.588,0.360,1.220,-0.152,-0.274
1636547539628,2021-11-10T14.32.19.628,0.400,1.220,0.213,-0.335
1636547539668,2021-11-10T14.32.19.668,0.440,0.610,0.549,-0.335
1636547539708,2021-11-10T14.32.19.708,0.480,0.884,0.183,-0.366
1636547539748,2021-11-10T14.32.19.748,0.520,0.457,0.244,-0.274
1636547539788,2021-11-10T14.32.19.788,0.560,1.098,0.152,-0.335
1636547539828,2021-11-10T14.32.19.828,0.600,1.433,0.274,-0.457
1636547539868,2021-11-10T14.32.19.868,0.640,0.884,0.671,-0.549
1636547539908,2021-11-10T14.32.19.908,0.680,0.335,0.396,-0.335
1636547539948,2021-11-10T14.32.19.948,0.720,0.335,0.091,-0.335
1636547539988,2021-11-10T14.32.19.988,0.760,0.671,0.000,-0.457
1636547540028,2021-11-10T14.32.20.028,0.800,0.335,0.183,-0.335
1636547540068,2021-11-10T14.32.20.068,0.840,0.427,0.244,-0.335
1636547540108,2021-11-10T14.32.20.108,0.880,0.823,-0.152,-0.244
1636547540148,2021-11-10T14.32.20.148,0.920,0.671,-0.030,-0.274
1636547540188,2021-11-10T14.32.20.188,0.960,0.549,0.183,-0.244
1636547540228,2021-11-10T14.32.20.228,1.000,0.854,-0.030,-0.213
1636547540268,2021-11-10T14.32.20.268,1.040,0.366,0.183,-0.183
1636547540308,2021-11-10T14.32.20.308,1.080,0.457,0.061,-0.213
1636547540348,2021-11-10T14.32.20.348,1.120,0.457,-0.122,-0.213
1636547540388,2021-11-10T14.32.20.388,1.160,0.213,-0.213,-0.213
1636547540428,2021-11-10T14.32.20.428,1.200,0.152,-0.061,-0.213
1636547540468,2021-11-10T14.32.20.468,1.240,0.274,0.061,-0.122
1636547540508,2021-11-10T14.32.20.508,1.280,0.274,-0.213,-0.152
1636547540548,2021-11-10T14.32.20.548,1.320,-0.274,-0.366,-0.091
1636547540588,2021-11-10T14.32.20.588,1.360,0.122,-0.183,-0.091
1636547540628,2021-11-10T14.32.20.628,1.400,0.457,-0.030,-0.122
1636547540668,2021-11-10T14.32.20.668,1.440,-0.061,0.701,-0.183
1636547540708,2021-11-10T14.32.20.708,1.480,-0.244,0.152,-0.152
1636547540748,2021-11-10T14.32.20.748,1.520,-1.067,0.061,0.000
1636547540788,2021-11-10T14.32.20.788,1.560,-0.091,-0.061,-0.091
1636547540828,2021-11-10T14.32.20.828,1.600,-0.335,-0.061,0.061
1636547540868,2021-11-10T14.32.20.868,1.640,-0.884,0.366,0.152
1636547540908,2021-11-10T14.32.20.908,1.680,0.030,-0.152,0.244
1636547540948,2021-11-10T14.32.20.948,1.720,0.335,-0.274,0.152
