epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635142594465,2021-10-25T09.16.34.465,0.000,-0.219,-0.143,-0.972
1635142594505,2021-10-25T09.16.34.505,0.040,-0.201,-0.111,-0.996
1635142594545,2021-10-25T09.16.34.545,0.080,-0.205,-0.117,-1.002
1635142594585,2021-10-25T09.16.34.585,0.120,-0.211,-0.160,-1.044
1635142594625,2021-10-25T09.16.34.625,0.160,-0.231,-0.272,-1.092
1635142594665,2021-10-25T09.16.34.665,0.200,-0.307,-0.607,-1.311
1635142594705,2021-10-25T09.16.34.705,0.240,-0.348,-0.971,-1.284
1635142594745,2021-10-25T09.16.34.745,0.280,-0.273,-1.334,-0.756
1635142594785,2021-10-25T09.16.34.785,0.320,-0.183,-1.179,-0.292
1635142594825,2021-10-25T09.16.34.825,0.360,-0.112,-0.897,-0.137
1635142594865,2021-10-25T09.16.34.865,0.400,-0.077,-0.682,-0.131
1635142594905,2021-10-25T09.16.34.905,0.440,0.011,-0.621,-0.330
1635142594945,2021-10-25T09.16.34.945,0.480,0.408,-0.674,-1.203
1635142594985,2021-10-25T09.16.34.985,0.520,0.702,-0.257,-2.070
1635142595025,2021-10-25T09.16.35.025,0.560,0.612,-0.530,-0.536
1635142595065,2021-10-25T09.16.35.065,0.600,0.302,-0.701,0.362
1635142595105,2021-10-25T09.16.35.105,0.640,0.295,-1.225,1.012
1635142595145,2021-10-25T09.16.35.145,0.680,0.174,-1.190,0.978
1635142595185,2021-10-25T09.16.35.185,0.720,0.237,-1.049,0.239
1635142595225,2021-10-25T09.16.35.225,0.760,0.188,-0.758,-0.851
1635142595265,2021-10-25T09.16.35.265,0.800,0.847,-0.663,-1.557
1635142595305,2021-10-25T09.16.35.305,0.840,0.380,-0.522,-0.267
1635142595345,2021-10-25T09.16.35.345,0.880,0.396,-0.480,-0.434
1635142595385,2021-10-25T09.16.35.385,0.920,0.592,-0.608,-0.510
1635142595425,2021-10-25T09.16.35.425,0.960,0.497,-0.588,-0.459
