epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.63567E+12,2021-10-31T10.27.36.265,0,-0.019,0.934,-0.264
1.63567E+12,2021-10-31T10.27.36.305,0.04,-0.022,0.939,-0.268
1.63567E+12,2021-10-31T10.27.36.345,0.08,-0.022,0.94,-0.269
1.63567E+12,2021-10-31T10.27.36.385,0.12,-0.024,0.939,-0.268
1.63567E+12,2021-10-31T10.27.36.425,0.16,-0.023,0.94,-0.268
1.63567E+12,2021-10-31T10.27.36.465,0.2,-0.022,0.937,-0.267
1.63567E+12,2021-10-31T10.27.36.505,0.24,-0.026,0.945,-0.267
1.63567E+12,2021-10-31T10.27.36.545,0.28,-0.022,0.938,-0.264
1.63567E+12,2021-10-31T10.27.36.585,0.32,-0.026,0.935,-0.264
1.63567E+12,2021-10-31T10.27.36.625,0.36,-0.026,0.943,-0.267
1.63567E+12,2021-10-31T10.27.36.665,0.4,-0.025,0.939,-0.267
1.63567E+12,2021-10-31T10.27.36.705,0.44,-0.022,0.936,-0.265
1.63567E+12,2021-10-31T10.27.36.745,0.48,-0.026,0.942,-0.267
1.63567E+12,2021-10-31T10.27.36.785,0.52,-0.029,0.942,-0.263
1.63567E+12,2021-10-31T10.27.36.825,0.56,-0.025,0.938,-0.26
1.63567E+12,2021-10-31T10.27.36.865,0.6,-0.026,0.943,-0.262
1.63567E+12,2021-10-31T10.27.36.905,0.64,-0.027,0.941,-0.265
1.63567E+12,2021-10-31T10.27.36.945,0.68,-0.029,0.94,-0.264
1.63567E+12,2021-10-31T10.27.36.985,0.72,-0.036,0.943,-0.263
1.63567E+12,2021-10-31T10.27.37.025,0.76,-0.03,0.942,-0.268
1.63567E+12,2021-10-31T10.27.37.065,0.8,-0.005,0.934,-0.271
1.63567E+12,2021-10-31T10.27.37.105,0.84,-0.013,0.934,-0.267
1.63567E+12,2021-10-31T10.27.37.145,0.88,-0.024,0.941,-0.27
1.63567E+12,2021-10-31T10.27.37.185,0.92,-0.022,0.937,-0.269
1.63567E+12,2021-10-31T10.27.37.225,0.96,-0.022,0.935,-0.266
1.63567E+12,2021-10-31T10.27.37.265,1,-0.025,0.941,-0.266
1.63567E+12,2021-10-31T10.27.37.305,1.04,-0.022,0.941,-0.272
1.63567E+12,2021-10-31T10.27.37.345,1.08,-0.021,0.938,-0.274
1.63567E+12,2021-10-31T10.27.37.385,1.12,-0.023,0.937,-0.266
1.63567E+12,2021-10-31T10.27.37.425,1.16,-0.02,0.941,-0.268
1.63567E+12,2021-10-31T10.27.37.465,1.2,-0.017,0.939,-0.268
1.63567E+12,2021-10-31T10.27.37.505,1.24,-0.022,0.935,-0.267
1.63567E+12,2021-10-31T10.27.37.545,1.28,-0.022,0.942,-0.267
1.63567E+12,2021-10-31T10.27.37.585,1.32,-0.021,0.941,-0.265
1.63567E+12,2021-10-31T10.27.37.625,1.36,-0.021,0.937,-0.27
