epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635352471711,2021-10-27T19:34:31.711,0.000,-0.236,0.190,-0.930
1635352471751,2021-10-27T19:34:31.751,0.040,-0.235,0.220,-0.949
1635352471792,2021-10-27T19:34:31.792,0.081,-0.219,0.245,-1.003
1635352471831,2021-10-27T19:34:31.831,0.120,-0.224,0.226,-0.957
1635352471872,2021-10-27T19:34:31.872,0.161,-0.182,0.233,-0.872
1635352471912,2021-10-27T19:34:31.912,0.201,-0.210,0.211,-0.953
1635352471953,2021-10-27T19:34:31.953,0.242,-0.244,0.176,-0.954
1635352471992,2021-10-27T19:34:31.992,0.281,-0.229,0.128,-0.877
1635352472033,2021-10-27T19:34:32.033,0.322,-0.260,0.156,-0.826
1635352472073,2021-10-27T19:34:32.073,0.362,-0.243,0.176,-0.788
1635352472112,2021-10-27T19:34:32.112,0.401,-0.388,0.205,-1.154
1635352472153,2021-10-27T19:34:32.153,0.442,-0.178,0.185,-0.920
1635352472193,2021-10-27T19:34:32.193,0.482,-0.202,0.195,-0.948
1635352472234,2021-10-27T19:34:32.234,0.523,-0.219,0.169,-0.951
1635352472274,2021-10-27T19:34:32.274,0.563,-0.206,0.160,-0.952
1635352472315,2021-10-27T19:34:32.315,0.604,-0.203,0.170,-0.952
1635352472354,2021-10-27T19:34:32.354,0.643,-0.199,0.149,-0.956
1635352472395,2021-10-27T19:34:32.395,0.684,-0.205,0.166,-0.950
1635352472435,2021-10-27T19:34:32.435,0.724,-0.203,0.159,-0.951
1635352472474,2021-10-27T19:34:32.474,0.763,-0.199,0.148,-0.953
1635352472515,2021-10-27T19:34:32.515,0.804,-0.205,0.169,-0.949
1635352472555,2021-10-27T19:34:32.555,0.844,-0.203,0.154,-0.951
1635352472596,2021-10-27T19:34:32.596,0.885,-0.205,0.160,-0.950
1635352472635,2021-10-27T19:34:32.635,0.924,-0.203,0.152,-0.952
1635352472676,2021-10-27T19:34:32.676,0.965,-0.206,0.162,-0.950
1635352472716,2021-10-27T19:34:32.716,1.005,-0.205,0.152,-0.952
1635352472757,2021-10-27T19:34:32.757,1.046,-0.206,0.163,-0.951
