epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635418917539,2021-10-28T14:01:57.539,0.000,-0.163,-0.134,-0.991
1635418917579,2021-10-28T14:01:57.579,0.040,-0.162,-0.132,-1.000
1635418917619,2021-10-28T14:01:57.619,0.080,-0.168,-0.136,-0.990
1635418917659,2021-10-28T14:01:57.659,0.120,-0.163,-0.136,-0.997
1635418917699,2021-10-28T14:01:57.699,0.160,-0.163,-0.137,-0.995
1635418917739,2021-10-28T14:01:57.739,0.200,-0.163,-0.137,-0.998
1635418917779,2021-10-28T14:01:57.779,0.240,-0.162,-0.137,-0.996
1635418917819,2021-10-28T14:01:57.819,0.280,-0.167,-0.139,-0.990
1635418917859,2021-10-28T14:01:57.859,0.320,-0.163,-0.137,-0.996
1635418917899,2021-10-28T14:01:57.899,0.360,-0.161,-0.140,-0.996
1635418917939,2021-10-28T14:01:57.939,0.400,-0.163,-0.140,-0.995
1635418917979,2021-10-28T14:01:57.979,0.440,-0.164,-0.135,-0.995
1635418918019,2021-10-28T14:01:58.019,0.480,-0.165,-0.138,-0.993
1635418918059,2021-10-28T14:01:58.059,0.520,-0.162,-0.136,-1.000
1635418918099,2021-10-28T14:01:58.099,0.560,-0.165,-0.135,-0.992
1635418918139,2021-10-28T14:01:58.139,0.600,-0.165,-0.137,-0.991
1635418918179,2021-10-28T14:01:58.179,0.640,-0.161,-0.143,-0.999
1635418918219,2021-10-28T14:01:58.219,0.680,-0.164,-0.143,-0.991
1635418918259,2021-10-28T14:01:58.259,0.720,-0.164,-0.134,-0.998
1635418918299,2021-10-28T14:01:58.299,0.760,-0.168,-0.123,-0.996
1635418918339,2021-10-28T14:01:58.339,0.800,-0.170,-0.118,-0.995
1635418918379,2021-10-28T14:01:58.379,0.840,-0.167,-0.136,-0.992
1635418918419,2021-10-28T14:01:58.419,0.880,-0.167,-0.135,-0.993
1635418918459,2021-10-28T14:01:58.459,0.920,-0.168,-0.134,-0.994
1635418918499,2021-10-28T14:01:58.499,0.960,-0.166,-0.136,-0.994
1635418918539,2021-10-28T14:01:58.539,1.000,-0.163,-0.140,-0.994
1635418918579,2021-10-28T14:01:58.579,1.040,-0.166,-0.133,-0.993
1635418918619,2021-10-28T14:01:58.619,1.080,-0.168,-0.131,-0.991
1635418918659,2021-10-28T14:01:58.659,1.120,-0.164,-0.131,-0.999
1635418918699,2021-10-28T14:01:58.699,1.160,-0.174,-0.121,-0.991
1635418918739,2021-10-28T14:01:58.739,1.200,-0.171,-0.121,-0.996
1635418918779,2021-10-28T14:01:58.779,1.240,-0.163,-0.131,-1.001
1635418918819,2021-10-28T14:01:58.819,1.280,-0.165,-0.138,-0.993
1635418918859,2021-10-28T14:01:58.859,1.320,-0.172,-0.133,-0.985
1635418918899,2021-10-28T14:01:58.899,1.360,-0.174,-0.120,-0.995
1635418918939,2021-10-28T14:01:58.939,1.400,-0.168,-0.116,-1.000
1635418918979,2021-10-28T14:01:58.979,1.440,-0.165,-0.130,-0.996
1635418919019,2021-10-28T14:01:59.019,1.480,-0.163,-0.133,-0.997
1635418919059,2021-10-28T14:01:59.059,1.520,-0.169,-0.125,-0.991
1635418919099,2021-10-28T14:01:59.099,1.560,-0.169,-0.119,-0.996
1635418919139,2021-10-28T14:01:59.139,1.600,-0.173,-0.105,-0.993
1635418919179,2021-10-28T14:01:59.179,1.640,-0.174,-0.117,-0.994
1635418919219,2021-10-28T14:01:59.219,1.680,-0.161,-0.125,-1.002
1635418919259,2021-10-28T14:01:59.259,1.720,-0.163,-0.130,-0.992
1635418919299,2021-10-28T14:01:59.299,1.760,-0.162,-0.134,-1.000
1635418919339,2021-10-28T14:01:59.339,1.800,-0.169,-0.120,-0.996
1635418919379,2021-10-28T14:01:59.379,1.840,-0.174,-0.112,-0.993
1635418919419,2021-10-28T14:01:59.419,1.880,-0.164,-0.123,-0.999
1635418919459,2021-10-28T14:01:59.459,1.920,-0.167,-0.126,-0.995
1635418919499,2021-10-28T14:01:59.499,1.960,-0.165,-0.121,-0.995
1635418919539,2021-10-28T14:01:59.539,2.000,-0.165,-0.123,-0.996
1635418919579,2021-10-28T14:01:59.579,2.040,-0.168,-0.115,-0.993
1635418919619,2021-10-28T14:01:59.619,2.080,-0.163,-0.129,-0.999
1635418919659,2021-10-28T14:01:59.659,2.120,-0.160,-0.122,-1.002
1635418919699,2021-10-28T14:01:59.699,2.160,-0.168,-0.123,-0.988
1635418919739,2021-10-28T14:01:59.739,2.200,-0.172,-0.115,-0.990
1635418919779,2021-10-28T14:01:59.779,2.240,-0.169,-0.114,-0.997
1635418919819,2021-10-28T14:01:59.819,2.280,-0.161,-0.127,-0.999
1635418919859,2021-10-28T14:01:59.859,2.320,-0.158,-0.128,-1.000
1635418919899,2021-10-28T14:01:59.899,2.360,-0.163,-0.123,-0.997
1635418919939,2021-10-28T14:01:59.939,2.400,-0.162,-0.118,-0.999
1635418919979,2021-10-28T14:01:59.979,2.440,-0.167,-0.113,-0.990
1635418920019,2021-10-28T14:02:00.019,2.480,-0.165,-0.113,-0.998
1635418920059,2021-10-28T14:02:00.059,2.520,-0.162,-0.123,-0.996
1635418920099,2021-10-28T14:02:00.099,2.560,-0.163,-0.125,-0.996
1635418920139,2021-10-28T14:02:00.139,2.600,-0.163,-0.118,-0.997
1635418920179,2021-10-28T14:02:00.179,2.640,-0.167,-0.116,-0.993
1635418920219,2021-10-28T14:02:00.219,2.680,-0.161,-0.122,-0.999
1635418920259,2021-10-28T14:02:00.259,2.720,-0.161,-0.123,-0.997
1635418920299,2021-10-28T14:02:00.299,2.760,-0.162,-0.121,-0.997
1635418920339,2021-10-28T14:02:00.339,2.800,-0.161,-0.121,-0.997
1635418920379,2021-10-28T14:02:00.379,2.840,-0.162,-0.124,-0.994
1635418920419,2021-10-28T14:02:00.419,2.880,-0.161,-0.119,-0.998
1635418920459,2021-10-28T14:02:00.459,2.920,-0.163,-0.116,-0.995
1635418920499,2021-10-28T14:02:00.499,2.960,-0.161,-0.117,-0.999
1635418920539,2021-10-28T14:02:00.539,3.000,-0.161,-0.119,-0.996
1635418920579,2021-10-28T14:02:00.579,3.040,-0.159,-0.121,-0.996
1635418920619,2021-10-28T14:02:00.619,3.080,-0.154,-0.125,-1.004
1635418920659,2021-10-28T14:02:00.659,3.120,-0.164,-0.118,-0.992
1635418920699,2021-10-28T14:02:00.699,3.160,-0.161,-0.115,-0.998
1635418920739,2021-10-28T14:02:00.739,3.200,-0.158,-0.124,-0.996
1635418920779,2021-10-28T14:02:00.779,3.240,-0.160,-0.129,-0.993
1635418920819,2021-10-28T14:02:00.819,3.280,-0.155,-0.124,-1.000
1635418920859,2021-10-28T14:02:00.859,3.320,-0.162,-0.121,-0.993
1635418920899,2021-10-28T14:02:00.899,3.360,-0.162,-0.120,-0.996
1635418920939,2021-10-28T14:02:00.939,3.400,-0.161,-0.120,-0.997
1635418920979,2021-10-28T14:02:00.979,3.440,-0.154,-0.122,-0.998
1635418921019,2021-10-28T14:02:01.019,3.480,-0.151,-0.128,-0.999
1635418921059,2021-10-28T14:02:01.059,3.520,-0.151,-0.132,-0.997
1635418921099,2021-10-28T14:02:01.099,3.560,-0.154,-0.124,-0.996
1635418921139,2021-10-28T14:02:01.139,3.600,-0.159,-0.113,-0.996
1635418921179,2021-10-28T14:02:01.179,3.640,-0.155,-0.120,-0.999
1635418921219,2021-10-28T14:02:01.219,3.680,-0.152,-0.126,-0.998
1635418921259,2021-10-28T14:02:01.259,3.720,-0.153,-0.123,-0.997
1635418921299,2021-10-28T14:02:01.299,3.760,-0.154,-0.120,-0.999
1635418921339,2021-10-28T14:02:01.339,3.800,-0.156,-0.123,-0.993
1635418921379,2021-10-28T14:02:01.379,3.840,-0.151,-0.133,-0.997
1635418921419,2021-10-28T14:02:01.419,3.880,-0.149,-0.137,-0.996
1635418921459,2021-10-28T14:02:01.459,3.920,-0.151,-0.128,-0.997
1635418921499,2021-10-28T14:02:01.499,3.960,-0.157,-0.121,-0.998
1635418921539,2021-10-28T14:02:01.539,4.000,-0.159,-0.114,-0.997
1635418921579,2021-10-28T14:02:01.579,4.040,-0.158,-0.112,-0.998
1635418921619,2021-10-28T14:02:01.619,4.080,-0.153,-0.116,-0.996
1635418921659,2021-10-28T14:02:01.659,4.120,-0.149,-0.126,-1.001
1635418921699,2021-10-28T14:02:01.699,4.160,-0.152,-0.123,-0.998
1635418921739,2021-10-28T14:02:01.739,4.200,-0.155,-0.117,-0.998
1635418921779,2021-10-28T14:02:01.779,4.240,-0.153,-0.117,-0.999
1635418921819,2021-10-28T14:02:01.819,4.280,-0.150,-0.124,-0.997
1635418921859,2021-10-28T14:02:01.859,4.320,-0.149,-0.124,-1.000
1635418921899,2021-10-28T14:02:01.899,4.360,-0.155,-0.121,-0.994
1635418921939,2021-10-28T14:02:01.939,4.400,-0.154,-0.114,-1.001
1635418921979,2021-10-28T14:02:01.979,4.440,-0.152,-0.116,-0.998
1635418922019,2021-10-28T14:02:02.019,4.480,-0.155,-0.125,-0.993
1635418922059,2021-10-28T14:02:02.059,4.520,-0.150,-0.126,-0.998
1635418922099,2021-10-28T14:02:02.099,4.560,-0.152,-0.129,-0.995
1635418922139,2021-10-28T14:02:02.139,4.600,-0.152,-0.124,-0.996
1635418922179,2021-10-28T14:02:02.179,4.640,-0.151,-0.124,-1.002
1635418922219,2021-10-28T14:02:02.219,4.680,-0.151,-0.121,-0.995
1635418922259,2021-10-28T14:02:02.259,4.720,-0.150,-0.116,-0.998
1635418922299,2021-10-28T14:02:02.299,4.760,-0.150,-0.112,-1.002
1635418922339,2021-10-28T14:02:02.339,4.800,-0.154,-0.124,-0.993
1635418922379,2021-10-28T14:02:02.379,4.840,-0.148,-0.121,-1.002
1635418922419,2021-10-28T14:02:02.419,4.880,-0.152,-0.119,-0.995
1635418922459,2021-10-28T14:02:02.459,4.920,-0.151,-0.119,-0.997
1635418922499,2021-10-28T14:02:02.499,4.960,-0.149,-0.114,-0.998
1635418922539,2021-10-28T14:02:02.539,5.000,-0.153,-0.119,-0.994
1635418922579,2021-10-28T14:02:02.579,5.040,-0.147,-0.114,-1.004
1635418922619,2021-10-28T14:02:02.619,5.080,-0.147,-0.104,-1.003
1635418922659,2021-10-28T14:02:02.659,5.120,-0.151,-0.103,-0.999
1635418922699,2021-10-28T14:02:02.699,5.160,-0.146,-0.099,-1.009
1635418922739,2021-10-28T14:02:02.739,5.200,-0.151,-0.105,-0.995
1635418922779,2021-10-28T14:02:02.779,5.240,-0.152,-0.113,-0.997
1635418922819,2021-10-28T14:02:02.819,5.280,-0.150,-0.118,-0.995
1635418922859,2021-10-28T14:02:02.859,5.320,-0.151,-0.111,-0.999
1635418922899,2021-10-28T14:02:02.899,5.360,-0.153,-0.100,-1.002
1635418922939,2021-10-28T14:02:02.939,5.400,-0.158,-0.102,-0.994
1635418922979,2021-10-28T14:02:02.979,5.440,-0.155,-0.108,-1.001
1635418923019,2021-10-28T14:02:03.019,5.480,-0.151,-0.116,-0.996
1635418923059,2021-10-28T14:02:03.059,5.520,-0.151,-0.121,-0.996
1635418923099,2021-10-28T14:02:03.099,5.560,-0.150,-0.118,-1.000
1635418923139,2021-10-28T14:02:03.139,5.600,-0.151,-0.109,-1.001
1635418923179,2021-10-28T14:02:03.179,5.640,-0.150,-0.104,-0.990
1635418923219,2021-10-28T14:02:03.219,5.680,-0.148,-0.125,-1.007
1635418923259,2021-10-28T14:02:03.259,5.720,-0.141,-0.102,-1.010
1635418923299,2021-10-28T14:02:03.299,5.760,-0.159,-0.130,-0.981
1635418923339,2021-10-28T14:02:03.339,5.800,-0.149,-0.136,-0.994
1635418923379,2021-10-28T14:02:03.379,5.840,-0.150,-0.123,-1.001
1635418923419,2021-10-28T14:02:03.419,5.880,-0.149,-0.125,-1.000
1635418923459,2021-10-28T14:02:03.459,5.920,-0.150,-0.124,-0.997
1635418923499,2021-10-28T14:02:03.499,5.960,-0.150,-0.112,-0.999
1635418923539,2021-10-28T14:02:03.539,6.000,-0.148,-0.118,-1.001
1635418923579,2021-10-28T14:02:03.579,6.040,-0.153,-0.121,-0.995
1635418923619,2021-10-28T14:02:03.619,6.080,-0.152,-0.116,-0.997
1635418923659,2021-10-28T14:02:03.659,6.120,-0.149,-0.137,-0.994
1635418923699,2021-10-28T14:02:03.699,6.160,-0.147,-0.121,-1.008
1635418923739,2021-10-28T14:02:03.739,6.200,-0.148,-0.119,-0.999
1635418923779,2021-10-28T14:02:03.779,6.240,-0.148,-0.131,-0.996
1635418923819,2021-10-28T14:02:03.819,6.280,-0.156,-0.111,-0.993
1635418923859,2021-10-28T14:02:03.859,6.320,-0.155,-0.121,-0.993
1635418923899,2021-10-28T14:02:03.899,6.360,-0.144,-0.134,-1.005
1635418923939,2021-10-28T14:02:03.939,6.400,-0.157,-0.127,-0.987
1635418923979,2021-10-28T14:02:03.979,6.440,-0.161,-0.119,-0.996
1635418924019,2021-10-28T14:02:04.019,6.480,-0.155,-0.120,-1.002
1635418924059,2021-10-28T14:02:04.059,6.520,-0.157,-0.133,-0.990
1635418924099,2021-10-28T14:02:04.099,6.560,-0.153,-0.133,-0.998
1635418924139,2021-10-28T14:02:04.139,6.600,-0.157,-0.127,-0.992
1635418924179,2021-10-28T14:02:04.179,6.640,-0.156,-0.124,-0.999
1635418924219,2021-10-28T14:02:04.219,6.680,-0.151,-0.125,-1.003
1635418924259,2021-10-28T14:02:04.259,6.720,-0.158,-0.125,-0.992
1635418924299,2021-10-28T14:02:04.299,6.760,-0.158,-0.113,-1.002
1635418924339,2021-10-28T14:02:04.339,6.800,-0.156,-0.129,-0.990
1635418924379,2021-10-28T14:02:04.379,6.840,-0.150,-0.131,-1.001
1635418924419,2021-10-28T14:02:04.419,6.880,-0.158,-0.124,-0.994
1635418924459,2021-10-28T14:02:04.459,6.920,-0.161,-0.120,-0.993
1635418924499,2021-10-28T14:02:04.499,6.960,-0.151,-0.128,-1.000
1635418924539,2021-10-28T14:02:04.539,7.000,-0.153,-0.128,-0.992
1635418924579,2021-10-28T14:02:04.579,7.040,-0.151,-0.124,-1.001
1635418924619,2021-10-28T14:02:04.619,7.080,-0.156,-0.123,-0.993
1635418924659,2021-10-28T14:02:04.659,7.120,-0.148,-0.120,-1.005
1635418924699,2021-10-28T14:02:04.699,7.160,-0.151,-0.122,-0.998
1635418924739,2021-10-28T14:02:04.739,7.200,-0.153,-0.131,-0.993
1635418924779,2021-10-28T14:02:04.779,7.240,-0.144,-0.127,-1.003
1635418924819,2021-10-28T14:02:04.819,7.280,-0.149,-0.136,-0.992
1635418924859,2021-10-28T14:02:04.859,7.320,-0.145,-0.134,-0.995
1635418924899,2021-10-28T14:02:04.899,7.360,-0.144,-0.130,-1.002
