epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636277061381,2021-11-07T11.24.21.381,0.000,0.089,0.231,-0.962
1636277061421,2021-11-07T11.24.21.421,0.040,0.096,0.241,-0.979
1636277061461,2021-11-07T11.24.21.461,0.080,0.095,0.242,-0.968
1636277061501,2021-11-07T11.24.21.501,0.120,0.091,0.239,-0.971
1636277061541,2021-11-07T11.24.21.541,0.160,0.096,0.227,-0.975
1636277061581,2021-11-07T11.24.21.581,0.200,0.088,0.235,-0.969
1636277061621,2021-11-07T11.24.21.621,0.240,0.092,0.237,-0.973
1636277061661,2021-11-07T11.24.21.661,0.280,0.094,0.244,-0.970
1636277061701,2021-11-07T11.24.21.701,0.320,0.093,0.241,-0.969
1636277061741,2021-11-07T11.24.21.741,0.360,0.092,0.238,-0.969
1636277061781,2021-11-07T11.24.21.781,0.400,0.095,0.239,-0.973
1636277061821,2021-11-07T11.24.21.821,0.440,0.089,0.235,-0.969
1636277061861,2021-11-07T11.24.21.861,0.480,0.093,0.243,-0.972
1636277061901,2021-11-07T11.24.21.901,0.520,0.094,0.236,-0.971
1636277061941,2021-11-07T11.24.21.941,0.560,0.087,0.237,-0.970
1636277061981,2021-11-07T11.24.21.981,0.600,0.096,0.235,-0.974
1636277062021,2021-11-07T11.24.22.021,0.640,0.090,0.239,-0.967
1636277062061,2021-11-07T11.24.22.061,0.680,0.092,0.242,-0.969
1636277062101,2021-11-07T11.24.22.101,0.720,0.094,0.240,-0.971
1636277062141,2021-11-07T11.24.22.141,0.760,0.092,0.238,-0.971
1636277062181,2021-11-07T11.24.22.181,0.800,0.090,0.235,-0.972
1636277062221,2021-11-07T11.24.22.221,0.840,0.093,0.242,-0.971
1636277062261,2021-11-07T11.24.22.261,0.880,0.093,0.239,-0.969
1636277062301,2021-11-07T11.24.22.301,0.920,0.093,0.239,-0.972
1636277062341,2021-11-07T11.24.22.341,0.960,0.092,0.235,-0.972
1636277062381,2021-11-07T11.24.22.381,1.000,0.090,0.236,-0.970
1636277062421,2021-11-07T11.24.22.421,1.040,0.095,0.238,-0.971
1636277062461,2021-11-07T11.24.22.461,1.080,0.093,0.239,-0.970
1636277062501,2021-11-07T11.24.22.501,1.120,0.092,0.235,-0.972
1636277062541,2021-11-07T11.24.22.541,1.160,0.093,0.237,-0.971
1636277062581,2021-11-07T11.24.22.581,1.200,0.094,0.239,-0.970
1636277062621,2021-11-07T11.24.22.621,1.240,0.091,0.236,-0.970
1636277062661,2021-11-07T11.24.22.661,1.280,0.091,0.242,-0.968
1636277062701,2021-11-07T11.24.22.701,1.320,0.096,0.236,-0.971
1636277062741,2021-11-07T11.24.22.741,1.360,0.091,0.242,-0.970
1636277062781,2021-11-07T11.24.22.781,1.400,0.090,0.241,-0.970
1636277062821,2021-11-07T11.24.22.821,1.440,0.090,0.239,-0.968
1636277062861,2021-11-07T11.24.22.861,1.480,0.094,0.242,-0.970
1636277062901,2021-11-07T11.24.22.901,1.520,0.091,0.239,-0.969
1636277062941,2021-11-07T11.24.22.941,1.560,0.092,0.246,-0.970
1636277062981,2021-11-07T11.24.22.981,1.600,0.092,0.242,-0.971
1636277063021,2021-11-07T11.24.23.021,1.640,0.092,0.242,-0.970
1636277063061,2021-11-07T11.24.23.061,1.680,0.093,0.236,-0.971
1636277063101,2021-11-07T11.24.23.101,1.720,0.092,0.240,-0.970
1636277063141,2021-11-07T11.24.23.141,1.760,0.093,0.236,-0.972
1636277063181,2021-11-07T11.24.23.181,1.800,0.091,0.235,-0.971
1636277063221,2021-11-07T11.24.23.221,1.840,0.093,0.238,-0.971
1636277063261,2021-11-07T11.24.23.261,1.880,0.094,0.229,-0.974
1636277063301,2021-11-07T11.24.23.301,1.920,0.092,0.235,-0.972
1636277063341,2021-11-07T11.24.23.341,1.960,0.092,0.234,-0.972
1636277063381,2021-11-07T11.24.23.381,2.000,0.093,0.237,-0.971
1636277063421,2021-11-07T11.24.23.421,2.040,0.094,0.232,-0.973
1636277063461,2021-11-07T11.24.23.461,2.080,0.093,0.231,-0.973
1636277063501,2021-11-07T11.24.23.501,2.120,0.093,0.230,-0.973
1636277063541,2021-11-07T11.24.23.541,2.160,0.092,0.224,-0.973
1636277063581,2021-11-07T11.24.23.581,2.200,0.092,0.227,-0.974
1636277063621,2021-11-07T11.24.23.621,2.240,0.093,0.224,-0.973
1636277063661,2021-11-07T11.24.23.661,2.280,0.093,0.224,-0.974
1636277063701,2021-11-07T11.24.23.701,2.320,0.093,0.228,-0.975
1636277063741,2021-11-07T11.24.23.741,2.360,0.095,0.227,-0.973
1636277063781,2021-11-07T11.24.23.781,2.400,0.093,0.227,-0.973
1636277063821,2021-11-07T11.24.23.821,2.440,0.091,0.225,-0.973
1636277063861,2021-11-07T11.24.23.861,2.480,0.092,0.226,-0.974
1636277063901,2021-11-07T11.24.23.901,2.520,0.093,0.228,-0.974
1636277063941,2021-11-07T11.24.23.941,2.560,0.091,0.228,-0.974
1636277063981,2021-11-07T11.24.23.981,2.600,0.091,0.224,-0.974
1636277064021,2021-11-07T11.24.24.021,2.640,0.093,0.228,-0.974
1636277064061,2021-11-07T11.24.24.061,2.680,0.092,0.227,-0.975
1636277064101,2021-11-07T11.24.24.101,2.720,0.091,0.225,-0.974
1636277064141,2021-11-07T11.24.24.141,2.760,0.091,0.224,-0.974
1636277064181,2021-11-07T11.24.24.181,2.800,0.093,0.223,-0.975
1636277064221,2021-11-07T11.24.24.221,2.840,0.092,0.225,-0.974
1636277064261,2021-11-07T11.24.24.261,2.880,0.093,0.225,-0.974
1636277064301,2021-11-07T11.24.24.301,2.920,0.092,0.224,-0.974
1636277064341,2021-11-07T11.24.24.341,2.960,0.094,0.223,-0.974
1636277064381,2021-11-07T11.24.24.381,3.000,0.092,0.224,-0.975
1636277064421,2021-11-07T11.24.24.421,3.040,0.092,0.223,-0.975
1636277064461,2021-11-07T11.24.24.461,3.080,0.091,0.226,-0.973
1636277064501,2021-11-07T11.24.24.501,3.120,0.092,0.230,-0.973
1636277064541,2021-11-07T11.24.24.541,3.160,0.094,0.233,-0.973
1636277064581,2021-11-07T11.24.24.581,3.200,0.092,0.224,-0.974
1636277064621,2021-11-07T11.24.24.621,3.240,0.090,0.229,-0.973
1636277064661,2021-11-07T11.24.24.661,3.280,0.091,0.228,-0.975
1636277064701,2021-11-07T11.24.24.701,3.320,0.093,0.225,-0.974
1636277064741,2021-11-07T11.24.24.741,3.360,0.091,0.224,-0.974
1636277064781,2021-11-07T11.24.24.781,3.400,0.090,0.230,-0.972
1636277064821,2021-11-07T11.24.24.821,3.440,0.094,0.230,-0.973
1636277064861,2021-11-07T11.24.24.861,3.480,0.093,0.225,-0.974
1636277064901,2021-11-07T11.24.24.901,3.520,0.089,0.229,-0.972
1636277064941,2021-11-07T11.24.24.941,3.560,0.091,0.228,-0.974
1636277064981,2021-11-07T11.24.24.981,3.600,0.092,0.226,-0.974
1636277065021,2021-11-07T11.24.25.021,3.640,0.090,0.231,-0.973
1636277065061,2021-11-07T11.24.25.061,3.680,0.091,0.232,-0.973
1636277065101,2021-11-07T11.24.25.101,3.720,0.092,0.231,-0.974
1636277065141,2021-11-07T11.24.25.141,3.760,0.091,0.224,-0.974
1636277065181,2021-11-07T11.24.25.181,3.800,0.091,0.223,-0.974
1636277065221,2021-11-07T11.24.25.221,3.840,0.091,0.228,-0.973
1636277065261,2021-11-07T11.24.25.261,3.880,0.094,0.228,-0.974
1636277065301,2021-11-07T11.24.25.301,3.920,0.097,0.227,-0.977
1636277065341,2021-11-07T11.24.25.341,3.960,0.091,0.224,-0.972
1636277065381,2021-11-07T11.24.25.381,4.000,0.087,0.229,-0.971
1636277065421,2021-11-07T11.24.25.421,4.040,0.096,0.232,-0.974
1636277065461,2021-11-07T11.24.25.461,4.080,0.099,0.229,-0.973
1636277065501,2021-11-07T11.24.25.501,4.120,0.090,0.235,-0.972
1636277065541,2021-11-07T11.24.25.541,4.160,0.089,0.239,-0.970
1636277065581,2021-11-07T11.24.25.581,4.200,0.095,0.222,-0.974
1636277065621,2021-11-07T11.24.25.621,4.240,0.095,0.217,-0.974
1636277065661,2021-11-07T11.24.25.661,4.280,0.094,0.232,-0.973
1636277065701,2021-11-07T11.24.25.701,4.320,0.095,0.223,-0.974
1636277065741,2021-11-07T11.24.25.741,4.360,0.098,0.222,-0.975
