epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635592180396,2021-10-30T14:09:40.396,0.000,-0.234,0.131,-0.959
1635592180436,2021-10-30T14:09:40.436,0.040,-0.224,0.103,-0.974
1635592180476,2021-10-30T14:09:40.476,0.080,-0.228,0.114,-0.972
1635592180516,2021-10-30T14:09:40.516,0.120,-0.238,0.147,-0.963
1635592180556,2021-10-30T14:09:40.556,0.160,-0.227,0.086,-0.973
1635592180596,2021-10-30T14:09:40.596,0.200,-0.226,0.108,-0.972
1635592180636,2021-10-30T14:09:40.636,0.240,-0.227,0.138,-0.968
1635592180676,2021-10-30T14:09:40.676,0.280,-0.232,0.112,-0.970
1635592180716,2021-10-30T14:09:40.716,0.320,-0.232,0.114,-0.971
1635592180756,2021-10-30T14:09:40.756,0.360,-0.227,0.121,-0.971
1635592180796,2021-10-30T14:09:40.796,0.400,-0.229,0.118,-0.970
1635592180836,2021-10-30T14:09:40.836,0.440,-0.232,0.117,-0.970
1635592180876,2021-10-30T14:09:40.876,0.480,-0.229,0.119,-0.969
1635592180916,2021-10-30T14:09:40.916,0.520,-0.225,0.117,-0.971
1635592180956,2021-10-30T14:09:40.956,0.560,-0.228,0.116,-0.971
1635592180996,2021-10-30T14:09:40.996,0.600,-0.229,0.115,-0.971
1635592181036,2021-10-30T14:09:41.036,0.640,-0.230,0.119,-0.969
1635592181076,2021-10-30T14:09:41.076,0.680,-0.234,0.110,-0.969
1635592181116,2021-10-30T14:09:41.116,0.720,-0.229,0.114,-0.966
1635592181156,2021-10-30T14:09:41.156,0.760,-0.226,0.121,-0.967
1635592181196,2021-10-30T14:09:41.196,0.800,-0.227,0.095,-0.973
1635592181236,2021-10-30T14:09:41.236,0.840,-0.221,0.131,-0.972
1635592181276,2021-10-30T14:09:41.276,0.880,-0.225,0.121,-0.975
1635592181316,2021-10-30T14:09:41.316,0.920,-0.242,0.117,-0.977
1635592181356,2021-10-30T14:09:41.356,0.960,-0.251,0.186,-0.968
1635592181396,2021-10-30T14:09:41.396,1.000,-0.256,0.165,-0.986
1635592181436,2021-10-30T14:09:41.436,1.040,-0.260,0.305,-0.931
1635592181476,2021-10-30T14:09:41.476,1.080,-0.268,0.306,-0.885
1635592181516,2021-10-30T14:09:41.516,1.120,-0.275,0.202,-0.932
1635592181556,2021-10-30T14:09:41.556,1.160,-0.216,-0.010,-1.015
1635592181596,2021-10-30T14:09:41.596,1.200,-0.212,0.231,-0.935
1635592181636,2021-10-30T14:09:41.636,1.240,-0.282,0.274,-0.945
1635592181676,2021-10-30T14:09:41.676,1.280,-0.269,0.149,-0.948
1635592181716,2021-10-30T14:09:41.716,1.320,-0.255,0.252,-0.909
1635592181756,2021-10-30T14:09:41.756,1.360,-0.317,0.158,-0.993
1635592181796,2021-10-30T14:09:41.796,1.400,-0.284,0.026,-0.950
1635592181836,2021-10-30T14:09:41.836,1.440,-0.300,0.280,-0.946
1635592181876,2021-10-30T14:09:41.876,1.480,-0.261,0.096,-0.950
1635592181916,2021-10-30T14:09:41.916,1.520,-0.256,0.139,-0.964
1635592181956,2021-10-30T14:09:41.956,1.560,-0.254,0.140,-0.959
1635592181996,2021-10-30T14:09:41.996,1.600,-0.251,0.169,-0.964
1635592182036,2021-10-30T14:09:42.036,1.640,-0.249,0.146,-0.966
1635592182076,2021-10-30T14:09:42.076,1.680,-0.245,0.138,-0.958
1635592182116,2021-10-30T14:09:42.116,1.720,-0.245,0.118,-0.965
1635592182156,2021-10-30T14:09:42.156,1.760,-0.241,0.103,-0.962
1635592182196,2021-10-30T14:09:42.196,1.800,-0.222,0.082,-0.975
1635592182236,2021-10-30T14:09:42.236,1.840,-0.222,0.066,-0.970
1635592182276,2021-10-30T14:09:42.276,1.880,-0.231,0.137,-0.975
1635592182316,2021-10-30T14:09:42.316,1.920,-0.228,0.074,-0.982
1635592182356,2021-10-30T14:09:42.356,1.960,-0.201,0.037,-0.980
1635592182396,2021-10-30T14:09:42.396,2.000,-0.190,0.095,-0.978
1635592182436,2021-10-30T14:09:42.436,2.040,-0.194,0.109,-0.975
1635592182476,2021-10-30T14:09:42.476,2.080,-0.195,0.097,-0.974
1635592182516,2021-10-30T14:09:42.516,2.120,-0.191,0.102,-0.979
1635592182556,2021-10-30T14:09:42.556,2.160,-0.190,0.108,-0.972
1635592182596,2021-10-30T14:09:42.596,2.200,-0.193,0.108,-0.981
1635592182636,2021-10-30T14:09:42.636,2.240,-0.193,0.103,-0.972
1635592182676,2021-10-30T14:09:42.676,2.280,-0.191,0.105,-0.975
1635592182716,2021-10-30T14:09:42.716,2.320,-0.189,0.113,-0.979
1635592182756,2021-10-30T14:09:42.756,2.360,-0.187,0.109,-0.977
1635592182796,2021-10-30T14:09:42.796,2.400,-0.188,0.103,-0.976
1635592182836,2021-10-30T14:09:42.836,2.440,-0.187,0.110,-0.976
1635592182876,2021-10-30T14:09:42.876,2.480,-0.186,0.107,-0.978
1635592182916,2021-10-30T14:09:42.916,2.520,-0.190,0.109,-0.977
1635592182956,2021-10-30T14:09:42.956,2.560,-0.189,0.104,-0.977
1635592182996,2021-10-30T14:09:42.996,2.600,-0.188,0.103,-0.978
1635592183036,2021-10-30T14:09:43.036,2.640,-0.185,0.110,-0.976
1635592183076,2021-10-30T14:09:43.076,2.680,-0.185,0.105,-0.977
1635592183116,2021-10-30T14:09:43.116,2.720,-0.187,0.103,-0.979
1635592183156,2021-10-30T14:09:43.156,2.760,-0.186,0.102,-0.978
1635592183196,2021-10-30T14:09:43.196,2.800,-0.182,0.109,-0.977
1635592183236,2021-10-30T14:09:43.236,2.840,-0.187,0.102,-0.979
1635592183276,2021-10-30T14:09:43.276,2.880,-0.186,0.098,-0.978
1635592183316,2021-10-30T14:09:43.316,2.920,-0.183,0.110,-0.977
1635592183356,2021-10-30T14:09:43.356,2.960,-0.187,0.100,-0.976
1635592183396,2021-10-30T14:09:43.396,3.000,-0.185,0.107,-0.978
1635592183436,2021-10-30T14:09:43.436,3.040,-0.186,0.105,-0.978
1635592183476,2021-10-30T14:09:43.476,3.080,-0.187,0.100,-0.977
1635592183516,2021-10-30T14:09:43.516,3.120,-0.185,0.109,-0.978
1635592183556,2021-10-30T14:09:43.556,3.160,-0.186,0.105,-0.976
1635592183596,2021-10-30T14:09:43.596,3.200,-0.188,0.101,-0.977
1635592183636,2021-10-30T14:09:43.636,3.240,-0.185,0.107,-0.977
1635592183676,2021-10-30T14:09:43.676,3.280,-0.184,0.105,-0.978
1635592183716,2021-10-30T14:09:43.716,3.320,-0.187,0.103,-0.977
1635592183756,2021-10-30T14:09:43.756,3.360,-0.185,0.104,-0.978
1635592183796,2021-10-30T14:09:43.796,3.400,-0.185,0.106,-0.977
1635592183836,2021-10-30T14:09:43.836,3.440,-0.187,0.104,-0.976
1635592183876,2021-10-30T14:09:43.876,3.480,-0.186,0.101,-0.978
1635592183916,2021-10-30T14:09:43.916,3.520,-0.186,0.113,-0.978
1635592183956,2021-10-30T14:09:43.956,3.560,-0.186,0.103,-0.979
1635592183996,2021-10-30T14:09:43.996,3.600,-0.186,0.110,-0.976
1635592184036,2021-10-30T14:09:44.036,3.640,-0.190,0.102,-0.976
1635592184076,2021-10-30T14:09:44.076,3.680,-0.186,0.110,-0.978
1635592184116,2021-10-30T14:09:44.116,3.720,-0.187,0.110,-0.977
1635592184156,2021-10-30T14:09:44.156,3.760,-0.190,0.101,-0.977
1635592184196,2021-10-30T14:09:44.196,3.800,-0.186,0.108,-0.977
1635592184236,2021-10-30T14:09:44.236,3.840,-0.187,0.106,-0.978
1635592184276,2021-10-30T14:09:44.276,3.880,-0.189,0.104,-0.975
1635592184316,2021-10-30T14:09:44.316,3.920,-0.188,0.109,-0.977
1635592184356,2021-10-30T14:09:44.356,3.960,-0.185,0.099,-0.980
1635592184396,2021-10-30T14:09:44.396,4.000,-0.191,0.105,-0.972
1635592184436,2021-10-30T14:09:44.436,4.040,-0.183,0.118,-0.977
1635592184476,2021-10-30T14:09:44.476,4.080,-0.189,0.105,-0.976
1635592184516,2021-10-30T14:09:44.516,4.120,-0.193,0.113,-0.974
1635592184556,2021-10-30T14:09:44.556,4.160,-0.193,0.118,-0.975
1635592184596,2021-10-30T14:09:44.596,4.200,-0.191,0.114,-0.976
1635592184636,2021-10-30T14:09:44.636,4.240,-0.188,0.104,-0.978
1635592184676,2021-10-30T14:09:44.676,4.280,-0.190,0.109,-0.976
1635592184716,2021-10-30T14:09:44.716,4.320,-0.192,0.111,-0.974
1635592184756,2021-10-30T14:09:44.756,4.360,-0.189,0.108,-0.975
1635592184796,2021-10-30T14:09:44.796,4.400,-0.183,0.107,-0.978
1635592184836,2021-10-30T14:09:44.836,4.440,-0.183,0.106,-0.978
1635592184876,2021-10-30T14:09:44.876,4.480,-0.186,0.105,-0.978
1635592184916,2021-10-30T14:09:44.916,4.520,-0.185,0.105,-0.978
1635592184956,2021-10-30T14:09:44.956,4.560,-0.186,0.110,-0.978
1635592184996,2021-10-30T14:09:44.996,4.600,-0.187,0.109,-0.976
1635592185036,2021-10-30T14:09:45.036,4.640,-0.183,0.101,-0.978
1635592185076,2021-10-30T14:09:45.076,4.680,-0.186,0.104,-0.977
1635592185116,2021-10-30T14:09:45.116,4.720,-0.188,0.110,-0.975
1635592185156,2021-10-30T14:09:45.156,4.760,-0.187,0.107,-0.976
1635592185196,2021-10-30T14:09:45.196,4.800,-0.188,0.102,-0.977
1635592185236,2021-10-30T14:09:45.236,4.840,-0.185,0.112,-0.977
1635592185276,2021-10-30T14:09:45.276,4.880,-0.190,0.106,-0.976
1635592185316,2021-10-30T14:09:45.316,4.920,-0.186,0.106,-0.977
1635592185356,2021-10-30T14:09:45.356,4.960,-0.187,0.106,-0.978
1635592185396,2021-10-30T14:09:45.396,5.000,-0.189,0.106,-0.976
1635592185436,2021-10-30T14:09:45.436,5.040,-0.189,0.108,-0.978
1635592185476,2021-10-30T14:09:45.476,5.080,-0.194,0.107,-0.974
1635592185516,2021-10-30T14:09:45.516,5.120,-0.186,0.104,-0.977
1635592185556,2021-10-30T14:09:45.556,5.160,-0.180,0.110,-0.979
1635592185596,2021-10-30T14:09:45.596,5.200,-0.186,0.104,-0.977
1635592185636,2021-10-30T14:09:45.636,5.240,-0.189,0.101,-0.977
1635592185676,2021-10-30T14:09:45.676,5.280,-0.188,0.114,-0.977
1635592185716,2021-10-30T14:09:45.716,5.320,-0.186,0.103,-0.978
1635592185756,2021-10-30T14:09:45.756,5.360,-0.188,0.107,-0.975
1635592185796,2021-10-30T14:09:45.796,5.400,-0.188,0.108,-0.975
1635592185836,2021-10-30T14:09:45.836,5.440,-0.190,0.109,-0.978
1635592185876,2021-10-30T14:09:45.876,5.480,-0.190,0.107,-0.973
1635592185916,2021-10-30T14:09:45.916,5.520,-0.190,0.101,-0.978
1635592185956,2021-10-30T14:09:45.956,5.560,-0.185,0.111,-0.976
1635592185996,2021-10-30T14:09:45.996,5.600,-0.182,0.110,-0.976
1635592186036,2021-10-30T14:09:46.036,5.640,-0.186,0.098,-0.981
1635592186076,2021-10-30T14:09:46.076,5.680,-0.187,0.110,-0.976
1635592186116,2021-10-30T14:09:46.116,5.720,-0.186,0.108,-0.976
1635592186156,2021-10-30T14:09:46.156,5.760,-0.186,0.106,-0.976
1635592186196,2021-10-30T14:09:46.196,5.800,-0.186,0.105,-0.978
1635592186236,2021-10-30T14:09:46.236,5.840,-0.189,0.109,-0.976
