epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1.63656E+12,2021-11-10T18.12.43.669,0,2.195,6.311,-4.634
1.63656E+12,2021-11-10T18.12.43.709,0.04,2.317,7.043,-4.695
1.63656E+12,2021-11-10T18.12.43.749,0.08,5.03,10.396,-4.299
1.63656E+12,2021-11-10T18.12.43.789,0.12,1.738,10.152,-5.549
1.63656E+12,2021-11-10T18.12.43.829,0.16,-1.159,3.567,-1.616
1.63656E+12,2021-11-10T18.12.43.869,0.2,3.628,0.244,4.787
1.63656E+12,2021-11-10T18.12.43.909,0.24,5.976,1.982,5.488
1.63656E+12,2021-11-10T18.12.43.949,0.28,1.799,7.348,1.463
1.63656E+12,2021-11-10T18.12.43.989,0.32,-4.787,4.085,-0.274
1.63656E+12,2021-11-10T18.12.44.029,0.36,1.098,-4.146,2.195
1.63656E+12,2021-11-10T18.12.44.069,0.4,4.848,-12.348,4.36
1.63656E+12,2021-11-10T18.12.44.109,0.44,-4.604,-10.64,1.677
1.63656E+12,2021-11-10T18.12.44.149,0.48,-12.409,-8.902,-2.012
1.63656E+12,2021-11-10T18.12.44.189,0.52,-3.628,-12.287,1.128
1.63656E+12,2021-11-10T18.12.44.229,0.56,0.518,-12.622,3.689
1.63656E+12,2021-11-10T18.12.44.269,0.6,-6.585,-11.829,2.591
1.63656E+12,2021-11-10T18.12.44.309,0.64,-5.915,-12.561,4.817
1.63656E+12,2021-11-10T18.12.44.349,0.68,-3.994,-11.768,6.829
1.63656E+12,2021-11-10T18.12.44.389,0.72,-2.927,-10.732,7.256
1.63656E+12,2021-11-10T18.12.44.429,0.76,-4.878,-10.671,5.854
1.63656E+12,2021-11-10T18.12.44.469,0.8,-4.817,-9.421,4.299
1.63656E+12,2021-11-10T18.12.44.509,0.84,-4.299,-7.835,3.628
1.63656E+12,2021-11-10T18.12.44.549,0.88,-4.665,-6.28,3.293
1.63656E+12,2021-11-10T18.12.44.589,0.92,-3.445,-6.067,3.75
1.63656E+12,2021-11-10T18.12.44.629,0.96,-1.921,-5.61,4.238
1.63656E+12,2021-11-10T18.12.44.669,1,-0.274,-5.976,5.427
1.63656E+12,2021-11-10T18.12.44.709,1.04,-2.774,-6.28,5.366
1.63656E+12,2021-11-10T18.12.44.749,1.08,-6.341,-6.555,4.939
1.63656E+12,2021-11-10T18.12.44.789,1.12,-9.055,-8.14,3.994
1.63656E+12,2021-11-10T18.12.44.829,1.16,-1.951,-7.561,4.055
1.63656E+12,2021-11-10T18.12.44.869,1.2,2.591,-1.829,3.384
1.63656E+12,2021-11-10T18.12.44.909,1.24,1.402,-0.884,0.884
1.63656E+12,2021-11-10T18.12.44.949,1.28,5.305,-2.561,-0.274
1.63656E+12,2021-11-10T18.12.44.989,1.32,5.854,-6.037,-0.854
1.63656E+12,2021-11-10T18.12.45.029,1.36,3.598,-5.762,0.183
1.63656E+12,2021-11-10T18.12.45.069,1.4,6.555,0.488,2.043
1.63656E+12,2021-11-10T18.12.45.109,1.44,4.848,-1.25,1.585
1.63656E+12,2021-11-10T18.12.45.149,1.48,-0.579,-2.713,-0.213
1.63656E+12,2021-11-10T18.12.45.189,1.52,-14.695,-13.994,-4.024
1.63656E+12,2021-11-10T18.12.45.229,1.56,-28.841,-65.457,-14.299
1.63656E+12,2021-11-10T18.12.45.269,1.6,-7.073,-58.628,-19.329
1.63656E+12,2021-11-10T18.12.45.309,1.64,-14.878,-33.841,-41.707
1.63656E+12,2021-11-10T18.12.45.349,1.68,-68.232,-67.409,-93.841
1.63656E+12,2021-11-10T18.12.45.389,1.72,-128.079,-127.774,-137.5
