epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636396124008,2021-11-08T20:28:44.008,0.000,-0.142,-0.369,-0.941
1636396124048,2021-11-08T20:28:44.048,0.040,-0.167,-0.362,-0.967
1636396124088,2021-11-08T20:28:44.088,0.080,-0.179,-0.332,-0.956
1636396124128,2021-11-08T20:28:44.128,0.120,-0.177,-0.323,-0.943
1636396124168,2021-11-08T20:28:44.168,0.160,-0.164,-0.320,-0.939
1636396124208,2021-11-08T20:28:44.208,0.200,-0.162,-0.322,-0.959
1636396124248,2021-11-08T20:28:44.248,0.240,-0.157,-0.331,-0.963
1636396124288,2021-11-08T20:28:44.288,0.280,-0.156,-0.337,-0.948
1636396124328,2021-11-08T20:28:44.328,0.320,-0.171,-0.338,-0.995
1636396124368,2021-11-08T20:28:44.368,0.360,-0.129,-0.217,-0.923
1636396124408,2021-11-08T20:28:44.408,0.400,-0.169,-0.282,-0.934
1636396124448,2021-11-08T20:28:44.448,0.440,-0.177,-0.279,-1.000
1636396124488,2021-11-08T20:28:44.488,0.480,-0.145,-0.270,-0.956
1636396124528,2021-11-08T20:28:44.528,0.520,-0.121,-0.263,-0.918
1636396124568,2021-11-08T20:28:44.568,0.560,-0.121,-0.279,-0.943
1636396124608,2021-11-08T20:28:44.608,0.600,-0.154,-0.341,-1.000
1636396124648,2021-11-08T20:28:44.648,0.640,-0.176,-0.349,-1.000
1636396124688,2021-11-08T20:28:44.688,0.680,-0.168,-0.265,-0.958
1636396124728,2021-11-08T20:28:44.728,0.720,-0.191,-0.238,-0.975
1636396124768,2021-11-08T20:28:44.768,0.760,-0.194,-0.248,-0.946
1636396124808,2021-11-08T20:28:44.808,0.800,-0.186,-0.285,-0.911
1636396124848,2021-11-08T20:28:44.848,0.840,-0.206,-0.348,-0.973
1636396124888,2021-11-08T20:28:44.888,0.880,-0.193,-0.367,-1.013
1636396124928,2021-11-08T20:28:44.928,0.920,-0.158,-0.286,-0.979
1636396124968,2021-11-08T20:28:44.968,0.960,-0.142,-0.242,-0.935
1636396125008,2021-11-08T20:28:45.008,1.000,-0.161,-0.283,-0.941
1636396125048,2021-11-08T20:28:45.048,1.040,-0.175,-0.283,-0.969
1636396125088,2021-11-08T20:28:45.088,1.080,-0.181,-0.259,-0.980
1636396125128,2021-11-08T20:28:45.128,1.120,-0.177,-0.276,-0.970
1636396125168,2021-11-08T20:28:45.168,1.160,-0.165,-0.275,-0.955
1636396125208,2021-11-08T20:28:45.208,1.200,-0.165,-0.265,-0.969
1636396125248,2021-11-08T20:28:45.248,1.240,-0.157,-0.268,-0.970
1636396125288,2021-11-08T20:28:45.288,1.280,-0.158,-0.271,-0.970
1636396125328,2021-11-08T20:28:45.328,1.320,-0.168,-0.265,-0.972
1636396125368,2021-11-08T20:28:45.368,1.360,-0.170,-0.257,-0.967
1636396125408,2021-11-08T20:28:45.408,1.400,-0.172,-0.248,-0.971
1636396125448,2021-11-08T20:28:45.448,1.440,-0.166,-0.252,-0.970
1636396125488,2021-11-08T20:28:45.488,1.480,-0.161,-0.261,-0.977
1636396125528,2021-11-08T20:28:45.528,1.520,-0.158,-0.249,-0.970
1636396125568,2021-11-08T20:28:45.568,1.560,-0.157,-0.255,-0.964
1636396125608,2021-11-08T20:28:45.608,1.600,-0.160,-0.260,-0.973
1636396125648,2021-11-08T20:28:45.648,1.640,-0.164,-0.254,-0.968
1636396125688,2021-11-08T20:28:45.688,1.680,-0.167,-0.244,-0.967
1636396125728,2021-11-08T20:28:45.728,1.720,-0.167,-0.255,-0.967
1636396125768,2021-11-08T20:28:45.768,1.760,-0.171,-0.262,-0.980
1636396125808,2021-11-08T20:28:45.808,1.800,-0.171,-0.252,-0.976
1636396125848,2021-11-08T20:28:45.848,1.840,-0.160,-0.254,-0.961
1636396125888,2021-11-08T20:28:45.888,1.880,-0.166,-0.247,-0.965
1636396125928,2021-11-08T20:28:45.928,1.920,-0.173,-0.243,-0.976
1636396125968,2021-11-08T20:28:45.968,1.960,-0.167,-0.249,-0.969
1636396126008,2021-11-08T20:28:46.008,2.000,-0.167,-0.248,-0.969
1636396126048,2021-11-08T20:28:46.048,2.040,-0.172,-0.247,-0.980
1636396126088,2021-11-08T20:28:46.088,2.080,-0.167,-0.249,-0.968
1636396126128,2021-11-08T20:28:46.128,2.120,-0.169,-0.262,-0.975
1636396126168,2021-11-08T20:28:46.168,2.160,-0.167,-0.247,-0.972
1636396126208,2021-11-08T20:28:46.208,2.200,-0.163,-0.258,-0.970
1636396126248,2021-11-08T20:28:46.248,2.240,-0.164,-0.259,-0.973
1636396126288,2021-11-08T20:28:46.288,2.280,-0.167,-0.243,-0.965
1636396126328,2021-11-08T20:28:46.328,2.320,-0.156,-0.260,-0.963
1636396126368,2021-11-08T20:28:46.368,2.360,-0.151,-0.263,-0.974
1636396126408,2021-11-08T20:28:46.408,2.400,-0.156,-0.249,-0.978
1636396126448,2021-11-08T20:28:46.448,2.440,-0.158,-0.234,-0.974
1636396126488,2021-11-08T20:28:46.488,2.480,-0.155,-0.259,-0.974
1636396126528,2021-11-08T20:28:46.528,2.520,-0.155,-0.242,-0.978
1636396126568,2021-11-08T20:28:46.568,2.560,-0.158,-0.255,-0.971
1636396126608,2021-11-08T20:28:46.608,2.600,-0.158,-0.266,-0.962
1636396126648,2021-11-08T20:28:46.648,2.640,-0.167,-0.264,-0.974
1636396126688,2021-11-08T20:28:46.688,2.680,-0.185,-0.258,-0.984
1636396126728,2021-11-08T20:28:46.728,2.720,-0.182,-0.244,-0.965
1636396126768,2021-11-08T20:28:46.768,2.760,-0.174,-0.239,-0.959
1636396126808,2021-11-08T20:28:46.808,2.800,-0.166,-0.242,-0.976
1636396126848,2021-11-08T20:28:46.848,2.840,-0.163,-0.237,-0.983
1636396126888,2021-11-08T20:28:46.888,2.880,-0.159,-0.232,-0.978
1636396126928,2021-11-08T20:28:46.928,2.920,-0.158,-0.234,-0.971
1636396126968,2021-11-08T20:28:46.968,2.960,-0.161,-0.234,-0.970
1636396127008,2021-11-08T20:28:47.008,3.000,-0.166,-0.225,-0.976
1636396127048,2021-11-08T20:28:47.048,3.040,-0.169,-0.227,-0.975
1636396127088,2021-11-08T20:28:47.088,3.080,-0.169,-0.242,-0.972
1636396127128,2021-11-08T20:28:47.128,3.120,-0.167,-0.234,-0.967
1636396127168,2021-11-08T20:28:47.168,3.160,-0.170,-0.232,-0.971
1636396127208,2021-11-08T20:28:47.208,3.200,-0.168,-0.234,-0.975
1636396127248,2021-11-08T20:28:47.248,3.240,-0.167,-0.239,-0.973
1636396127288,2021-11-08T20:28:47.288,3.280,-0.167,-0.224,-0.971
1636396127328,2021-11-08T20:28:47.328,3.320,-0.172,-0.249,-0.976
1636396127368,2021-11-08T20:28:47.368,3.360,-0.185,-0.224,-0.976
1636396127408,2021-11-08T20:28:47.408,3.400,-0.198,-0.222,-0.983
1636396127448,2021-11-08T20:28:47.448,3.440,-0.182,-0.226,-0.971
1636396127488,2021-11-08T20:28:47.488,3.480,-0.174,-0.226,-0.978
1636396127528,2021-11-08T20:28:47.528,3.520,-0.170,-0.224,-0.985
1636396127568,2021-11-08T20:28:47.568,3.560,-0.161,-0.221,-0.978
1636396127608,2021-11-08T20:28:47.608,3.600,-0.163,-0.224,-0.980
1636396127648,2021-11-08T20:28:47.648,3.640,-0.176,-0.218,-0.976
1636396127688,2021-11-08T20:28:47.688,3.680,-0.172,-0.215,-0.966
1636396127728,2021-11-08T20:28:47.728,3.720,-0.168,-0.222,-0.975
1636396127768,2021-11-08T20:28:47.768,3.760,-0.171,-0.230,-0.984
1636396127808,2021-11-08T20:28:47.808,3.800,-0.157,-0.218,-0.969
1636396127848,2021-11-08T20:28:47.848,3.840,-0.158,-0.216,-0.981
1636396127888,2021-11-08T20:28:47.888,3.880,-0.154,-0.229,-0.981
1636396127928,2021-11-08T20:28:47.928,3.920,-0.161,-0.230,-0.980
1636396127968,2021-11-08T20:28:47.968,3.960,-0.167,-0.238,-0.973
1636396128008,2021-11-08T20:28:48.008,4.000,-0.167,-0.224,-0.980
1636396128048,2021-11-08T20:28:48.048,4.040,-0.169,-0.229,-0.985
1636396128088,2021-11-08T20:28:48.088,4.080,-0.162,-0.241,-0.974
1636396128128,2021-11-08T20:28:48.128,4.120,-0.163,-0.221,-0.972
1636396128168,2021-11-08T20:28:48.168,4.160,-0.168,-0.215,-0.975
1636396128208,2021-11-08T20:28:48.208,4.200,-0.150,-0.227,-0.963
1636396128248,2021-11-08T20:28:48.248,4.240,-0.144,-0.238,-0.992
1636396128288,2021-11-08T20:28:48.288,4.280,-0.152,-0.236,-0.991
1636396128328,2021-11-08T20:28:48.328,4.320,-0.163,-0.220,-0.977
1636396128368,2021-11-08T20:28:48.368,4.360,-0.179,-0.207,-0.978
1636396128408,2021-11-08T20:28:48.408,4.400,-0.175,-0.208,-0.980
1636396128448,2021-11-08T20:28:48.448,4.440,-0.160,-0.236,-0.987
1636396128488,2021-11-08T20:28:48.488,4.480,-0.147,-0.237,-0.980
1636396128528,2021-11-08T20:28:48.528,4.520,-0.149,-0.220,-0.977
1636396128568,2021-11-08T20:28:48.568,4.560,-0.151,-0.211,-0.968
1636396128608,2021-11-08T20:28:48.608,4.600,-0.149,-0.217,-0.968
1636396128648,2021-11-08T20:28:48.648,4.640,-0.147,-0.225,-0.981
1636396128688,2021-11-08T20:28:48.688,4.680,-0.140,-0.218,-0.982
1636396128728,2021-11-08T20:28:48.728,4.720,-0.141,-0.226,-0.982
1636396128768,2021-11-08T20:28:48.768,4.760,-0.153,-0.234,-0.993
1636396128808,2021-11-08T20:28:48.808,4.800,-0.161,-0.229,-0.976
1636396128848,2021-11-08T20:28:48.848,4.840,-0.150,-0.225,-0.960
1636396128888,2021-11-08T20:28:48.888,4.880,-0.155,-0.221,-0.986
1636396128928,2021-11-08T20:28:48.928,4.920,-0.147,-0.224,-0.983
1636396128968,2021-11-08T20:28:48.968,4.960,-0.135,-0.233,-0.967
1636396129008,2021-11-08T20:28:49.008,5.000,-0.132,-0.222,-0.981
1636396129048,2021-11-08T20:28:49.048,5.040,-0.131,-0.240,-0.986
1636396129088,2021-11-08T20:28:49.088,5.080,-0.133,-0.227,-0.984
1636396129128,2021-11-08T20:28:49.128,5.120,-0.142,-0.234,-0.990
1636396129168,2021-11-08T20:28:49.168,5.160,-0.139,-0.246,-0.985
1636396129208,2021-11-08T20:28:49.208,5.200,-0.140,-0.240,-0.994
1636396129248,2021-11-08T20:28:49.248,5.240,-0.117,-0.213,-0.975
1636396129288,2021-11-08T20:28:49.288,5.280,-0.093,-0.182,-0.953
1636396129328,2021-11-08T20:28:49.328,5.320,-0.095,-0.218,-0.976
1636396129368,2021-11-08T20:28:49.368,5.360,-0.103,-0.240,-0.995
1636396129408,2021-11-08T20:28:49.408,5.400,-0.114,-0.233,-0.991
1636396129448,2021-11-08T20:28:49.448,5.440,-0.115,-0.231,-0.978
1636396129488,2021-11-08T20:28:49.488,5.480,-0.114,-0.233,-0.980
1636396129528,2021-11-08T20:28:49.528,5.520,-0.110,-0.234,-0.973
1636396129568,2021-11-08T20:28:49.568,5.560,-0.106,-0.256,-0.977
1636396129608,2021-11-08T20:28:49.608,5.600,-0.107,-0.272,-0.995
1636396129648,2021-11-08T20:28:49.648,5.640,-0.106,-0.252,-0.982
1636396129688,2021-11-08T20:28:49.688,5.680,-0.110,-0.239,-0.973
1636396129728,2021-11-08T20:28:49.728,5.720,-0.114,-0.256,-0.985
1636396129768,2021-11-08T20:28:49.768,5.760,-0.109,-0.247,-0.977
1636396129808,2021-11-08T20:28:49.808,5.800,-0.099,-0.255,-0.979
1636396129848,2021-11-08T20:28:49.848,5.840,-0.098,-0.256,-0.977
