epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636021332221,2021-11-04T12:22:12.221,0.000,-0.258,-0.014,-0.959
1636021332261,2021-11-04T12:22:12.261,0.040,-0.260,-0.004,-0.965
1636021332301,2021-11-04T12:22:12.301,0.080,-0.254,0.005,-0.963
1636021332341,2021-11-04T12:22:12.341,0.120,-0.253,0.002,-0.963
1636021332381,2021-11-04T12:22:12.381,0.160,-0.255,-0.009,-0.965
1636021332421,2021-11-04T12:22:12.421,0.200,-0.256,-0.006,-0.965
1636021332461,2021-11-04T12:22:12.461,0.240,-0.257,-0.002,-0.963
1636021332501,2021-11-04T12:22:12.501,0.280,-0.256,-0.008,-0.964
1636021332541,2021-11-04T12:22:12.541,0.320,-0.257,0.005,-0.961
1636021332581,2021-11-04T12:22:12.581,0.360,-0.259,0.002,-0.960
1636021332621,2021-11-04T12:22:12.621,0.400,-0.259,-0.011,-0.962
1636021332661,2021-11-04T12:22:12.661,0.440,-0.258,-0.009,-0.963
1636021332701,2021-11-04T12:22:12.701,0.480,-0.252,-0.006,-0.966
1636021332741,2021-11-04T12:22:12.741,0.520,-0.250,0.004,-0.967
1636021332781,2021-11-04T12:22:12.781,0.560,-0.255,-0.006,-0.965
1636021332821,2021-11-04T12:22:12.821,0.600,-0.259,-0.011,-0.963
1636021332861,2021-11-04T12:22:12.861,0.640,-0.259,-0.005,-0.962
1636021332901,2021-11-04T12:22:12.901,0.680,-0.255,-0.008,-0.964
1636021332941,2021-11-04T12:22:12.941,0.720,-0.251,-0.001,-0.967
1636021332981,2021-11-04T12:22:12.981,0.760,-0.253,0.004,-0.965
1636021333021,2021-11-04T12:22:13.021,0.800,-0.261,-0.014,-0.962
1636021333061,2021-11-04T12:22:13.061,0.840,-0.262,-0.010,-0.962
1636021333101,2021-11-04T12:22:13.101,0.880,-0.257,-0.002,-0.963
1636021333141,2021-11-04T12:22:13.141,0.920,-0.253,0.001,-0.964
1636021333181,2021-11-04T12:22:13.181,0.960,-0.251,-0.005,-0.965
1636021333221,2021-11-04T12:22:13.221,1.000,-0.252,-0.003,-0.964
1636021333261,2021-11-04T12:22:13.261,1.040,-0.256,-0.007,-0.964
1636021333301,2021-11-04T12:22:13.301,1.080,-0.261,-0.008,-0.961
1636021333341,2021-11-04T12:22:13.341,1.120,-0.260,-0.005,-0.961
1636021333381,2021-11-04T12:22:13.381,1.160,-0.255,0.000,-0.962
1636021333421,2021-11-04T12:22:13.421,1.200,-0.254,-0.008,-0.965
1636021333461,2021-11-04T12:22:13.461,1.240,-0.254,-0.014,-0.963
1636021333501,2021-11-04T12:22:13.501,1.280,-0.255,-0.005,-0.965
1636021333541,2021-11-04T12:22:13.541,1.320,-0.260,-0.002,-0.963
1636021333581,2021-11-04T12:22:13.581,1.360,-0.263,-0.008,-0.962
1636021333621,2021-11-04T12:22:13.621,1.400,-0.258,-0.005,-0.962
1636021333661,2021-11-04T12:22:13.661,1.440,-0.254,0.002,-0.962
1636021333701,2021-11-04T12:22:13.701,1.480,-0.253,-0.008,-0.962
1636021333741,2021-11-04T12:22:13.741,1.520,-0.256,-0.016,-0.964
1636021333781,2021-11-04T12:22:13.781,1.560,-0.257,-0.009,-0.966
1636021333821,2021-11-04T12:22:13.821,1.600,-0.260,-0.005,-0.963
1636021333861,2021-11-04T12:22:13.861,1.640,-0.262,-0.000,-0.961
1636021333901,2021-11-04T12:22:13.901,1.680,-0.260,-0.002,-0.962
1636021333941,2021-11-04T12:22:13.941,1.720,-0.256,-0.002,-0.961
1636021333981,2021-11-04T12:22:13.981,1.760,-0.253,-0.012,-0.963
1636021334021,2021-11-04T12:22:14.021,1.800,-0.251,-0.014,-0.966
1636021334061,2021-11-04T12:22:14.061,1.840,-0.255,-0.002,-0.964
1636021334101,2021-11-04T12:22:14.101,1.880,-0.261,-0.005,-0.961
1636021334141,2021-11-04T12:22:14.141,1.920,-0.263,-0.006,-0.961
1636021334181,2021-11-04T12:22:14.181,1.960,-0.258,-0.006,-0.963
1636021334221,2021-11-04T12:22:14.221,2.000,-0.255,-0.005,-0.963
1636021334261,2021-11-04T12:22:14.261,2.040,-0.252,-0.010,-0.964
1636021334301,2021-11-04T12:22:14.301,2.080,-0.252,-0.008,-0.964
1636021334341,2021-11-04T12:22:14.341,2.120,-0.256,0.000,-0.964
1636021334381,2021-11-04T12:22:14.381,2.160,-0.258,-0.004,-0.964
1636021334421,2021-11-04T12:22:14.421,2.200,-0.258,-0.009,-0.963
1636021334461,2021-11-04T12:22:14.461,2.240,-0.258,-0.008,-0.962
1636021334501,2021-11-04T12:22:14.501,2.280,-0.258,-0.003,-0.963
1636021334541,2021-11-04T12:22:14.541,2.320,-0.257,-0.011,-0.962
1636021334581,2021-11-04T12:22:14.581,2.360,-0.256,-0.008,-0.964
1636021334621,2021-11-04T12:22:14.621,2.400,-0.254,-0.001,-0.964
1636021334661,2021-11-04T12:22:14.661,2.440,-0.252,-0.001,-0.964
1636021334701,2021-11-04T12:22:14.701,2.480,-0.257,-0.002,-0.963
1636021334741,2021-11-04T12:22:14.741,2.520,-0.259,0.001,-0.962
1636021334781,2021-11-04T12:22:14.781,2.560,-0.258,-0.005,-0.963
1636021334821,2021-11-04T12:22:14.821,2.600,-0.251,-0.000,-0.965
1636021334861,2021-11-04T12:22:14.861,2.640,-0.250,0.004,-0.963
1636021334901,2021-11-04T12:22:14.901,2.680,-0.250,0.001,-0.964
1636021334941,2021-11-04T12:22:14.941,2.720,-0.255,-0.005,-0.963
1636021334981,2021-11-04T12:22:14.981,2.760,-0.259,-0.010,-0.963
1636021335021,2021-11-04T12:22:15.021,2.800,-0.254,-0.007,-0.963
1636021335061,2021-11-04T12:22:15.061,2.840,-0.249,-0.002,-0.966
1636021335101,2021-11-04T12:22:15.101,2.880,-0.248,-0.001,-0.964
1636021335141,2021-11-04T12:22:15.141,2.920,-0.251,-0.009,-0.963
1636021335181,2021-11-04T12:22:15.181,2.960,-0.255,-0.013,-0.962
1636021335221,2021-11-04T12:22:15.221,3.000,-0.256,-0.009,-0.962
1636021335261,2021-11-04T12:22:15.261,3.040,-0.253,-0.007,-0.963
1636021335301,2021-11-04T12:22:15.301,3.080,-0.254,0.003,-0.964
1636021335341,2021-11-04T12:22:15.341,3.120,-0.254,-0.002,-0.964
1636021335381,2021-11-04T12:22:15.381,3.160,-0.256,-0.007,-0.964
1636021335421,2021-11-04T12:22:15.421,3.200,-0.255,-0.006,-0.963
1636021335461,2021-11-04T12:22:15.461,3.240,-0.253,-0.004,-0.963
1636021335501,2021-11-04T12:22:15.501,3.280,-0.251,0.002,-0.963
1636021335541,2021-11-04T12:22:15.541,3.320,-0.251,-0.001,-0.965
1636021335581,2021-11-04T12:22:15.581,3.360,-0.256,-0.005,-0.962
1636021335621,2021-11-04T12:22:15.621,3.400,-0.256,-0.004,-0.962
1636021335661,2021-11-04T12:22:15.661,3.440,-0.255,0.002,-0.962
1636021335701,2021-11-04T12:22:15.701,3.480,-0.253,0.003,-0.964
1636021335741,2021-11-04T12:22:15.741,3.520,-0.253,0.006,-0.963
1636021335781,2021-11-04T12:22:15.781,3.560,-0.253,0.003,-0.964
1636021335821,2021-11-04T12:22:15.821,3.600,-0.253,-0.004,-0.964
1636021335861,2021-11-04T12:22:15.861,3.640,-0.252,0.003,-0.963
1636021335901,2021-11-04T12:22:15.901,3.680,-0.251,0.004,-0.964
1636021335941,2021-11-04T12:22:15.941,3.720,-0.250,0.007,-0.964
1636021335981,2021-11-04T12:22:15.981,3.760,-0.251,-0.002,-0.965
1636021336021,2021-11-04T12:22:16.021,3.800,-0.252,-0.001,-0.963
1636021336061,2021-11-04T12:22:16.061,3.840,-0.255,-0.003,-0.964
1636021336101,2021-11-04T12:22:16.101,3.880,-0.254,0.002,-0.964
1636021336141,2021-11-04T12:22:16.141,3.920,-0.255,0.003,-0.962
1636021336181,2021-11-04T12:22:16.181,3.960,-0.256,-0.005,-0.963
1636021336221,2021-11-04T12:22:16.221,4.000,-0.255,-0.002,-0.961
1636021336261,2021-11-04T12:22:16.261,4.040,-0.255,0.002,-0.963
1636021336301,2021-11-04T12:22:16.301,4.080,-0.254,0.001,-0.965
1636021336341,2021-11-04T12:22:16.341,4.120,-0.252,0.001,-0.964
1636021336381,2021-11-04T12:22:16.381,4.160,-0.254,-0.004,-0.964
1636021336421,2021-11-04T12:22:16.421,4.200,-0.254,-0.004,-0.963
1636021336461,2021-11-04T12:22:16.461,4.240,-0.256,-0.001,-0.962
1636021336501,2021-11-04T12:22:16.501,4.280,-0.260,-0.001,-0.960
1636021336541,2021-11-04T12:22:16.541,4.320,-0.261,-0.002,-0.961
1636021336581,2021-11-04T12:22:16.581,4.360,-0.261,-0.001,-0.961
1636021336621,2021-11-04T12:22:16.621,4.400,-0.255,-0.007,-0.963
1636021336661,2021-11-04T12:22:16.661,4.440,-0.251,-0.006,-0.965
1636021336701,2021-11-04T12:22:16.701,4.480,-0.251,-0.004,-0.963
1636021336741,2021-11-04T12:22:16.741,4.520,-0.254,-0.002,-0.967
1636021336781,2021-11-04T12:22:16.781,4.560,-0.261,0.004,-0.962
1636021336821,2021-11-04T12:22:16.821,4.600,-0.265,-0.010,-0.960
1636021336861,2021-11-04T12:22:16.861,4.640,-0.262,0.006,-0.958
1636021336901,2021-11-04T12:22:16.901,4.680,-0.255,-0.010,-0.961
1636021336941,2021-11-04T12:22:16.941,4.720,-0.252,0.000,-0.963
1636021336981,2021-11-04T12:22:16.981,4.760,-0.253,-0.003,-0.963
1636021337021,2021-11-04T12:22:17.021,4.800,-0.257,-0.005,-0.963
1636021337061,2021-11-04T12:22:17.061,4.840,-0.258,-0.001,-0.964
1636021337101,2021-11-04T12:22:17.101,4.880,-0.256,-0.001,-0.963
1636021337141,2021-11-04T12:22:17.141,4.920,-0.251,-0.001,-0.965
1636021337181,2021-11-04T12:22:17.181,4.960,-0.248,0.000,-0.966
1636021337221,2021-11-04T12:22:17.221,5.000,-0.249,-0.006,-0.966
1636021337261,2021-11-04T12:22:17.261,5.040,-0.251,-0.009,-0.964
1636021337301,2021-11-04T12:22:17.301,5.080,-0.251,-0.007,-0.962
1636021337341,2021-11-04T12:22:17.341,5.120,-0.251,-0.002,-0.963
1636021337381,2021-11-04T12:22:17.381,5.160,-0.250,-0.009,-0.966
1636021337421,2021-11-04T12:22:17.421,5.200,-0.251,-0.010,-0.965
1636021337461,2021-11-04T12:22:17.461,5.240,-0.249,-0.009,-0.965
1636021337501,2021-11-04T12:22:17.501,5.280,-0.248,-0.004,-0.965
1636021337541,2021-11-04T12:22:17.541,5.320,-0.249,-0.010,-0.965
1636021337581,2021-11-04T12:22:17.581,5.360,-0.249,-0.007,-0.965
1636021337621,2021-11-04T12:22:17.621,5.400,-0.249,-0.006,-0.965
1636021337661,2021-11-04T12:22:17.661,5.440,-0.249,-0.009,-0.965
1636021337701,2021-11-04T12:22:17.701,5.480,-0.249,-0.006,-0.965
1636021337741,2021-11-04T12:22:17.741,5.520,-0.247,-0.003,-0.965
1636021337781,2021-11-04T12:22:17.781,5.560,-0.249,-0.009,-0.965
1636021337821,2021-11-04T12:22:17.821,5.600,-0.240,-0.007,-0.966
1636021337861,2021-11-04T12:22:17.861,5.640,-0.240,-0.005,-0.967
1636021337901,2021-11-04T12:22:17.901,5.680,-0.241,-0.003,-0.966
1636021337941,2021-11-04T12:22:17.941,5.720,-0.245,-0.008,-0.966
1636021337981,2021-11-04T12:22:17.981,5.760,-0.250,-0.008,-0.964
1636021338021,2021-11-04T12:22:18.021,5.800,-0.248,-0.004,-0.963
1636021338061,2021-11-04T12:22:18.061,5.840,-0.244,-0.004,-0.965
1636021338101,2021-11-04T12:22:18.101,5.880,-0.242,-0.005,-0.966
1636021338141,2021-11-04T12:22:18.141,5.920,-0.242,-0.008,-0.967
1636021338181,2021-11-04T12:22:18.181,5.960,-0.245,-0.008,-0.965
1636021338221,2021-11-04T12:22:18.221,6.000,-0.249,-0.009,-0.963
1636021338261,2021-11-04T12:22:18.261,6.040,-0.246,-0.004,-0.963
1636021338301,2021-11-04T12:22:18.301,6.080,-0.244,-0.005,-0.965
1636021338341,2021-11-04T12:22:18.341,6.120,-0.246,-0.006,-0.965
1636021338381,2021-11-04T12:22:18.381,6.160,-0.247,-0.008,-0.966
1636021338421,2021-11-04T12:22:18.421,6.200,-0.246,-0.005,-0.965
1636021338461,2021-11-04T12:22:18.461,6.240,-0.245,-0.005,-0.965
1636021338501,2021-11-04T12:22:18.501,6.280,-0.244,-0.008,-0.966
1636021338541,2021-11-04T12:22:18.541,6.320,-0.245,-0.003,-0.965
1636021338581,2021-11-04T12:22:18.581,6.360,-0.247,-0.006,-0.965
1636021338621,2021-11-04T12:22:18.621,6.400,-0.246,-0.011,-0.965
1636021338661,2021-11-04T12:22:18.661,6.440,-0.244,-0.006,-0.965
1636021338701,2021-11-04T12:22:18.701,6.480,-0.244,-0.001,-0.964
1636021338741,2021-11-04T12:22:18.741,6.520,-0.247,-0.004,-0.965
1636021338781,2021-11-04T12:22:18.781,6.560,-0.250,-0.009,-0.964
1636021338821,2021-11-04T12:22:18.821,6.600,-0.246,-0.003,-0.965
1636021338861,2021-11-04T12:22:18.861,6.640,-0.241,-0.004,-0.965
1636021338901,2021-11-04T12:22:18.901,6.680,-0.241,-0.006,-0.965
1636021338941,2021-11-04T12:22:18.941,6.720,-0.244,-0.010,-0.966
1636021338981,2021-11-04T12:22:18.981,6.760,-0.246,-0.002,-0.965
1636021339021,2021-11-04T12:22:19.021,6.800,-0.248,-0.001,-0.962
1636021339061,2021-11-04T12:22:19.061,6.840,-0.248,-0.006,-0.965
1636021339101,2021-11-04T12:22:19.101,6.880,-0.244,-0.002,-0.967
1636021339141,2021-11-04T12:22:19.141,6.920,-0.240,-0.003,-0.966
1636021339181,2021-11-04T12:22:19.181,6.960,-0.242,-0.012,-0.966
1636021339221,2021-11-04T12:22:19.221,7.000,-0.243,-0.010,-0.966
1636021339261,2021-11-04T12:22:19.261,7.040,-0.245,0.001,-0.964
1636021339301,2021-11-04T12:22:19.301,7.080,-0.247,-0.004,-0.964
1636021339341,2021-11-04T12:22:19.341,7.120,-0.248,-0.002,-0.964
1636021339381,2021-11-04T12:22:19.381,7.160,-0.248,-0.007,-0.963
1636021339421,2021-11-04T12:22:19.421,7.200,-0.246,-0.006,-0.963
1636021339461,2021-11-04T12:22:19.461,7.240,-0.243,-0.012,-0.964
1636021339501,2021-11-04T12:22:19.501,7.280,-0.240,-0.003,-0.967
1636021339541,2021-11-04T12:22:19.541,7.320,-0.240,-0.003,-0.967
