epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636273346219,2021-11-07T10:22:26.219,0.000,-0.184,0.208,-0.997
1636273346259,2021-11-07T10:22:26.259,0.040,-0.193,0.226,-0.999
1636273346299,2021-11-07T10:22:26.299,0.080,-0.188,0.207,-1.000
1636273346339,2021-11-07T10:22:26.339,0.120,-0.187,0.208,-1.003
1636273346379,2021-11-07T10:22:26.379,0.160,-0.186,0.208,-1.002
1636273346419,2021-11-07T10:22:26.419,0.200,-0.186,0.208,-1.009
1636273346459,2021-11-07T10:22:26.459,0.240,-0.177,0.226,-0.991
1636273346499,2021-11-07T10:22:26.499,0.280,-0.173,0.212,-1.002
1636273346539,2021-11-07T10:22:26.539,0.320,-0.182,0.219,-1.002
1636273346579,2021-11-07T10:22:26.579,0.360,-0.180,0.226,-1.000
1636273346619,2021-11-07T10:22:26.619,0.400,-0.180,0.222,-1.000
1636273346659,2021-11-07T10:22:26.659,0.440,-0.177,0.216,-1.001
1636273346699,2021-11-07T10:22:26.699,0.480,-0.181,0.221,-1.002
1636273346739,2021-11-07T10:22:26.739,0.520,-0.179,0.215,-1.000
1636273346779,2021-11-07T10:22:26.779,0.560,-0.180,0.220,-0.998
1636273346819,2021-11-07T10:22:26.819,0.600,-0.186,0.216,-1.004
1636273346859,2021-11-07T10:22:26.859,0.640,-0.184,0.215,-1.001
1636273346899,2021-11-07T10:22:26.899,0.680,-0.185,0.209,-1.002
1636273346939,2021-11-07T10:22:26.939,0.720,-0.184,0.215,-1.001
1636273346979,2021-11-07T10:22:26.979,0.760,-0.181,0.216,-0.998
1636273347019,2021-11-07T10:22:27.019,0.800,-0.181,0.200,-1.008
1636273347059,2021-11-07T10:22:27.059,0.840,-0.182,0.216,-1.000
1636273347099,2021-11-07T10:22:27.099,0.880,-0.189,0.209,-1.002
1636273347139,2021-11-07T10:22:27.139,0.920,-0.187,0.209,-1.001
1636273347179,2021-11-07T10:22:27.179,0.960,-0.182,0.224,-0.999
1636273347219,2021-11-07T10:22:27.219,1.000,-0.183,0.213,-1.004
1636273347259,2021-11-07T10:22:27.259,1.040,-0.179,0.202,-1.000
1636273347299,2021-11-07T10:22:27.299,1.080,-0.181,0.217,-0.998
1636273347339,2021-11-07T10:22:27.339,1.120,-0.185,0.208,-1.003
1636273347379,2021-11-07T10:22:27.379,1.160,-0.182,0.202,-1.005
1636273347419,2021-11-07T10:22:27.419,1.200,-0.174,0.205,-0.998
1636273347459,2021-11-07T10:22:27.459,1.240,-0.187,0.212,-1.004
1636273347499,2021-11-07T10:22:27.499,1.280,-0.193,0.206,-1.001
1636273347539,2021-11-07T10:22:27.539,1.320,-0.183,0.212,-0.997
1636273347579,2021-11-07T10:22:27.579,1.360,-0.182,0.208,-1.003
1636273347619,2021-11-07T10:22:27.619,1.400,-0.188,0.199,-1.005
1636273347659,2021-11-07T10:22:27.659,1.440,-0.183,0.214,-0.997
1636273347699,2021-11-07T10:22:27.699,1.480,-0.187,0.199,-1.002
1636273347739,2021-11-07T10:22:27.739,1.520,-0.190,0.198,-1.004
1636273347779,2021-11-07T10:22:27.779,1.560,-0.190,0.214,-1.002
1636273347819,2021-11-07T10:22:27.819,1.600,-0.197,0.199,-1.000
1636273347859,2021-11-07T10:22:27.859,1.640,-0.187,0.201,-1.003
1636273347899,2021-11-07T10:22:27.899,1.680,-0.191,0.200,-1.002
1636273347939,2021-11-07T10:22:27.939,1.720,-0.192,0.196,-1.003
1636273347979,2021-11-07T10:22:27.979,1.760,-0.191,0.219,-0.999
1636273348019,2021-11-07T10:22:28.019,1.800,-0.182,0.201,-1.003
1636273348059,2021-11-07T10:22:28.059,1.840,-0.187,0.199,-1.003
1636273348099,2021-11-07T10:22:28.099,1.880,-0.190,0.212,-1.000
1636273348139,2021-11-07T10:22:28.139,1.920,-0.193,0.215,-0.996
1636273348179,2021-11-07T10:22:28.179,1.960,-0.191,0.225,-0.998
1636273348219,2021-11-07T10:22:28.219,2.000,-0.179,0.199,-1.004
1636273348259,2021-11-07T10:22:28.259,2.040,-0.188,0.207,-0.999
1636273348299,2021-11-07T10:22:28.299,2.080,-0.188,0.194,-1.004
1636273348339,2021-11-07T10:22:28.339,2.120,-0.193,0.210,-1.000
1636273348379,2021-11-07T10:22:28.379,2.160,-0.189,0.206,-1.002
1636273348419,2021-11-07T10:22:28.419,2.200,-0.193,0.210,-1.001
1636273348459,2021-11-07T10:22:28.459,2.240,-0.195,0.218,-0.998
1636273348499,2021-11-07T10:22:28.499,2.280,-0.190,0.198,-1.002
1636273348539,2021-11-07T10:22:28.539,2.320,-0.188,0.207,-1.000
1636273348579,2021-11-07T10:22:28.579,2.360,-0.194,0.203,-1.002
1636273348619,2021-11-07T10:22:28.619,2.400,-0.187,0.202,-1.000
1636273348659,2021-11-07T10:22:28.659,2.440,-0.192,0.211,-1.000
1636273348699,2021-11-07T10:22:28.699,2.480,-0.194,0.210,-0.999
1636273348739,2021-11-07T10:22:28.739,2.520,-0.187,0.202,-1.000
1636273348779,2021-11-07T10:22:28.779,2.560,-0.192,0.211,-1.001
1636273348819,2021-11-07T10:22:28.819,2.600,-0.191,0.200,-1.001
1636273348859,2021-11-07T10:22:28.859,2.640,-0.194,0.218,-0.995
