epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1635144879319,2021-10-25T09.54.39.319,0.000,-0.915,-0.671,3.201
1635144879359,2021-10-25T09.54.39.359,0.040,-0.610,-1.341,2.805
1635144879399,2021-10-25T09.54.39.399,0.080,0.549,-1.311,2.165
1635144879439,2021-10-25T09.54.39.439,0.120,1.037,-1.159,1.768
1635144879479,2021-10-25T09.54.39.479,0.160,0.000,-0.884,1.037
1635144879519,2021-10-25T09.54.39.519,0.200,-0.274,-0.732,0.305
1635144879559,2021-10-25T09.54.39.559,0.240,0.457,-0.884,-0.183
1635144879599,2021-10-25T09.54.39.599,0.280,0.305,-0.915,-0.335
1635144879639,2021-10-25T09.54.39.639,0.320,-0.518,-0.640,-0.183
1635144879679,2021-10-25T09.54.39.679,0.360,-0.854,-0.152,0.213
1635144879719,2021-10-25T09.54.39.719,0.400,-0.244,0.274,1.311
1635144879759,2021-10-25T09.54.39.759,0.440,-1.159,0.396,1.646
1635144879799,2021-10-25T09.54.39.799,0.480,-1.585,0.030,0.122
1635144879839,2021-10-25T09.54.39.839,0.520,-1.524,-0.427,-0.762
1635144879879,2021-10-25T09.54.39.879,0.560,-2.226,0.030,-0.305
1635144879919,2021-10-25T09.54.39.919,0.600,-1.463,0.518,0.640
1635144879959,2021-10-25T09.54.39.959,0.640,-1.524,0.610,1.006
1635144879999,2021-10-25T09.54.39.999,0.680,-1.646,0.488,0.854
1635144880039,2021-10-25T09.54.40.039,0.720,-1.006,0.305,0.762
1635144880079,2021-10-25T09.54.40.079,0.760,-1.220,0.305,0.518
1635144880119,2021-10-25T09.54.40.119,0.800,-1.341,0.366,0.274
1635144880159,2021-10-25T09.54.40.159,0.840,-1.006,0.274,0.091
1635144880199,2021-10-25T09.54.40.199,0.880,-0.579,0.213,-0.122
1635144880239,2021-10-25T09.54.40.239,0.920,-0.701,0.274,-0.213
1635144880279,2021-10-25T09.54.40.279,0.960,-0.640,0.091,0.061
1635144880319,2021-10-25T09.54.40.319,1.000,-0.061,-0.152,0.488
1635144880359,2021-10-25T09.54.40.359,1.040,-0.244,-0.091,0.793
1635144880399,2021-10-25T09.54.40.399,1.080,-0.579,0.000,0.884
1635144880439,2021-10-25T09.54.40.439,1.120,-0.244,-0.152,0.610
1635144880479,2021-10-25T09.54.40.479,1.160,-0.793,-0.335,0.091
1635144880519,2021-10-25T09.54.40.519,1.200,-1.098,-0.152,0.000
1635144880559,2021-10-25T09.54.40.559,1.240,-0.549,-0.030,-0.030
1635144880599,2021-10-25T09.54.40.599,1.280,-0.274,-0.183,-0.427
1635144880639,2021-10-25T09.54.40.639,1.320,-0.732,-0.244,-0.457
1635144880679,2021-10-25T09.54.40.679,1.360,-0.640,0.061,0.122
1635144880719,2021-10-25T09.54.40.719,1.400,-0.457,0.122,0.549
1635144880759,2021-10-25T09.54.40.759,1.440,-0.579,-0.030,0.488
1635144880799,2021-10-25T09.54.40.799,1.480,-0.823,-0.091,0.213
1635144880839,2021-10-25T09.54.40.839,1.520,-0.518,-0.183,0.122
1635144880879,2021-10-25T09.54.40.879,1.560,-0.335,-0.091,0.183
1635144880919,2021-10-25T09.54.40.919,1.600,-0.579,-0.091,0.335
1635144880959,2021-10-25T09.54.40.959,1.640,-0.427,-0.091,0.518
1635144880999,2021-10-25T09.54.40.999,1.680,-0.366,-0.122,0.457
1635144881039,2021-10-25T09.54.41.039,1.720,-0.518,-0.183,0.152
1635144881079,2021-10-25T09.54.41.079,1.760,-0.366,-0.213,-0.152
1635144881119,2021-10-25T09.54.41.119,1.800,-0.366,-0.213,-0.335
1635144881159,2021-10-25T09.54.41.159,1.840,-0.366,-0.213,-0.396
1635144881199,2021-10-25T09.54.41.199,1.880,-0.396,-0.183,-0.305
1635144881239,2021-10-25T09.54.41.239,1.920,-0.640,-0.030,-0.061
1635144881279,2021-10-25T09.54.41.279,1.960,-0.610,0.091,0.213
1635144881319,2021-10-25T09.54.41.319,2.000,-0.884,0.000,0.152
1635144881359,2021-10-25T09.54.41.359,2.040,-0.976,0.030,0.244
1635144881399,2021-10-25T09.54.41.399,2.080,-0.427,0.091,0.579
1635144881439,2021-10-25T09.54.41.439,2.120,-0.640,0.152,0.640
1635144881479,2021-10-25T09.54.41.479,2.160,-0.823,0.000,0.366
1635144881519,2021-10-25T09.54.41.519,2.200,-0.518,-0.122,-0.030
1635144881559,2021-10-25T09.54.41.559,2.240,-0.701,-0.061,-0.244
1635144881599,2021-10-25T09.54.41.599,2.280,-0.884,0.000,-0.152
1635144881639,2021-10-25T09.54.41.639,2.320,-1.067,0.122,0.183
1635144881679,2021-10-25T09.54.41.679,2.360,-0.793,0.152,0.518
1635144881719,2021-10-25T09.54.41.719,2.400,-0.366,0.061,0.427
1635144881759,2021-10-25T09.54.41.759,2.440,-1.037,-0.061,-0.091
1635144881799,2021-10-25T09.54.41.799,2.480,-0.976,-0.091,-0.274
1635144881839,2021-10-25T09.54.41.839,2.520,-0.396,-0.030,0.091
1635144881879,2021-10-25T09.54.41.879,2.560,-0.274,-0.091,0.457
1635144881919,2021-10-25T09.54.41.919,2.600,-0.549,-0.122,0.366
1635144881959,2021-10-25T09.54.41.959,2.640,-0.579,-0.091,0.122
1635144881999,2021-10-25T09.54.41.999,2.680,-0.213,-0.061,0.061
1635144882039,2021-10-25T09.54.42.039,2.720,-0.335,-0.061,-0.152
1635144882079,2021-10-25T09.54.42.079,2.760,0.091,-0.274,-0.244
1635144882119,2021-10-25T09.54.42.119,2.800,0.152,-0.305,-0.183
1635144882159,2021-10-25T09.54.42.159,2.840,0.366,-0.427,0.030
1635144882199,2021-10-25T09.54.42.199,2.880,0.579,-0.549,0.061
1635144882239,2021-10-25T09.54.42.239,2.920,0.274,-0.549,0.030
1635144882279,2021-10-25T09.54.42.279,2.960,0.366,-0.366,0.305
1635144882319,2021-10-25T09.54.42.319,3.000,0.579,-0.457,0.640
1635144882359,2021-10-25T09.54.42.359,3.040,0.396,-0.640,0.427
1635144882399,2021-10-25T09.54.42.399,3.080,0.000,-0.671,-0.122
1635144882439,2021-10-25T09.54.42.439,3.120,-0.640,-0.457,-0.518
1635144882479,2021-10-25T09.54.42.479,3.160,-0.427,-0.274,-0.640
1635144882519,2021-10-25T09.54.42.519,3.200,-0.366,-0.396,-0.671
1635144882559,2021-10-25T09.54.42.559,3.240,-0.244,-0.488,-0.396
1635144882599,2021-10-25T09.54.42.599,3.280,-0.366,-0.305,-0.091
1635144882639,2021-10-25T09.54.42.639,3.320,-0.610,-0.152,-0.091
1635144882679,2021-10-25T09.54.42.679,3.360,-0.427,-0.183,-0.244
1635144882719,2021-10-25T09.54.42.719,3.400,-1.006,-0.244,-0.457
1635144882759,2021-10-25T09.54.42.759,3.440,-0.884,-0.183,-0.244
1635144882799,2021-10-25T09.54.42.799,3.480,-0.793,0.091,0.305
1635144882839,2021-10-25T09.54.42.839,3.520,-1.250,0.122,0.427
1635144882879,2021-10-25T09.54.42.879,3.560,-0.732,-0.030,0.244
1635144882919,2021-10-25T09.54.42.919,3.600,-1.128,0.122,0.061
