epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635407639040,2021-10-28T10.53.59.040,0.000,0.408,0.349,-0.857
1635407639080,2021-10-28T10.53.59.080,0.040,0.412,0.352,-0.866
1635407639120,2021-10-28T10.53.59.120,0.080,0.412,0.350,-0.864
1635407639160,2021-10-28T10.53.59.160,0.120,0.411,0.351,-0.863
1635407639200,2021-10-28T10.53.59.200,0.160,0.411,0.352,-0.862
1635407639240,2021-10-28T10.53.59.240,0.200,0.411,0.352,-0.862
1635407639280,2021-10-28T10.53.59.280,0.240,0.412,0.350,-0.861
1635407639320,2021-10-28T10.53.59.320,0.280,0.412,0.353,-0.863
1635407639360,2021-10-28T10.53.59.360,0.320,0.414,0.350,-0.862
1635407639400,2021-10-28T10.53.59.400,0.360,0.411,0.351,-0.861
1635407639440,2021-10-28T10.53.59.440,0.400,0.413,0.349,-0.861
1635407639480,2021-10-28T10.53.59.480,0.440,0.411,0.353,-0.863
1635407639520,2021-10-28T10.53.59.520,0.480,0.412,0.346,-0.863
1635407639560,2021-10-28T10.53.59.560,0.520,0.409,0.354,-0.859
1635407639600,2021-10-28T10.53.59.600,0.560,0.412,0.353,-0.863
1635407639640,2021-10-28T10.53.59.640,0.600,0.409,0.352,-0.861
1635407639680,2021-10-28T10.53.59.680,0.640,0.408,0.350,-0.862
1635407639720,2021-10-28T10.53.59.720,0.680,0.410,0.350,-0.862
1635407639760,2021-10-28T10.53.59.760,0.720,0.411,0.351,-0.865
1635407639800,2021-10-28T10.53.59.800,0.760,0.411,0.354,-0.862
1635407639840,2021-10-28T10.53.59.840,0.800,0.406,0.359,-0.865
1635407639880,2021-10-28T10.53.59.880,0.840,0.414,0.340,-0.859
1635407639920,2021-10-28T10.53.59.920,0.880,0.404,0.357,-0.860
1635407639960,2021-10-28T10.53.59.960,0.920,0.413,0.350,-0.865
1635407640000,2021-10-28T10.54.00.000,0.960,0.406,0.353,-0.859
1635407640040,2021-10-28T10.54.00.040,1.000,0.409,0.352,-0.864
1635407640080,2021-10-28T10.54.00.080,1.040,0.411,0.350,-0.863
1635407640120,2021-10-28T10.54.00.120,1.080,0.406,0.357,-0.863
1635407640160,2021-10-28T10.54.00.160,1.120,0.410,0.350,-0.865
1635407640200,2021-10-28T10.54.00.200,1.160,0.407,0.354,-0.860
1635407640240,2021-10-28T10.54.00.240,1.200,0.412,0.351,-0.863
1635407640280,2021-10-28T10.54.00.280,1.240,0.408,0.353,-0.861
1635407640320,2021-10-28T10.54.00.320,1.280,0.410,0.353,-0.862
1635407640360,2021-10-28T10.54.00.360,1.320,0.413,0.354,-0.859
1635407640400,2021-10-28T10.54.00.400,1.360,0.408,0.350,-0.861
1635407640440,2021-10-28T10.54.00.440,1.400,0.411,0.350,-0.862
1635407640480,2021-10-28T10.54.00.480,1.440,0.411,0.357,-0.858
1635407640520,2021-10-28T10.54.00.520,1.480,0.411,0.353,-0.861
1635407640560,2021-10-28T10.54.00.560,1.520,0.411,0.351,-0.862
1635407640600,2021-10-28T10.54.00.600,1.560,0.411,0.353,-0.858
1635407640640,2021-10-28T10.54.00.640,1.600,0.413,0.350,-0.861
1635407640680,2021-10-28T10.54.00.680,1.640,0.412,0.353,-0.858
1635407640720,2021-10-28T10.54.00.720,1.680,0.414,0.353,-0.860
1635407640760,2021-10-28T10.54.00.760,1.720,0.413,0.351,-0.859
1635407640800,2021-10-28T10.54.00.800,1.760,0.411,0.354,-0.860
1635407640840,2021-10-28T10.54.00.840,1.800,0.414,0.352,-0.860
1635407640880,2021-10-28T10.54.00.880,1.840,0.411,0.353,-0.861
1635407640920,2021-10-28T10.54.00.920,1.880,0.414,0.351,-0.861
1635407640960,2021-10-28T10.54.00.960,1.920,0.412,0.352,-0.859
1635407641000,2021-10-28T10.54.01.000,1.960,0.412,0.351,-0.863
1635407641040,2021-10-28T10.54.01.040,2.000,0.413,0.348,-0.859
1635407641080,2021-10-28T10.54.01.080,2.040,0.412,0.354,-0.861
1635407641120,2021-10-28T10.54.01.120,2.080,0.414,0.350,-0.861
1635407641160,2021-10-28T10.54.01.160,2.120,0.412,0.352,-0.859
1635407641200,2021-10-28T10.54.01.200,2.160,0.415,0.347,-0.862
1635407641240,2021-10-28T10.54.01.240,2.200,0.410,0.349,-0.862
1635407641280,2021-10-28T10.54.01.280,2.240,0.416,0.353,-0.861
1635407641320,2021-10-28T10.54.01.320,2.280,0.411,0.355,-0.858
1635407641360,2021-10-28T10.54.01.360,2.320,0.403,0.352,-0.861
1635407641400,2021-10-28T10.54.01.400,2.360,0.407,0.349,-0.859
1635407641440,2021-10-28T10.54.01.440,2.400,0.413,0.356,-0.859
1635407641480,2021-10-28T10.54.01.480,2.440,0.418,0.349,-0.861
1635407641520,2021-10-28T10.54.01.520,2.480,0.418,0.343,-0.860
1635407641560,2021-10-28T10.54.01.560,2.520,0.418,0.347,-0.860
1635407641600,2021-10-28T10.54.01.600,2.560,0.420,0.347,-0.859
1635407641640,2021-10-28T10.54.01.640,2.600,0.416,0.354,-0.856
1635407641680,2021-10-28T10.54.01.680,2.640,0.422,0.351,-0.859
1635407641720,2021-10-28T10.54.01.720,2.680,0.430,0.345,-0.849
1635407641760,2021-10-28T10.54.01.760,2.720,0.511,0.302,-0.829
1635407641800,2021-10-28T10.54.01.800,2.760,0.501,0.270,-0.896
1635407641840,2021-10-28T10.54.01.840,2.800,0.150,0.376,-0.959
1635407641880,2021-10-28T10.54.01.880,2.840,0.081,0.491,-0.874
1635407651360,2021-10-28T10.54.11.360,12.320,0.461,0.471,-0.776
1635407651400,2021-10-28T10.54.11.400,12.360,0.458,0.476,-0.771
1635407651440,2021-10-28T10.54.11.440,12.400,0.455,0.482,-0.767
1635407651480,2021-10-28T10.54.11.480,12.440,0.459,0.475,-0.772
1635407651520,2021-10-28T10.54.11.520,12.480,0.459,0.472,-0.772
1635407651560,2021-10-28T10.54.11.560,12.520,0.457,0.477,-0.773
1635407651600,2021-10-28T10.54.11.600,12.560,0.460,0.475,-0.770
1635407651640,2021-10-28T10.54.11.640,12.600,0.460,0.473,-0.772
1635407651680,2021-10-28T10.54.11.680,12.640,0.456,0.481,-0.770
1635407651720,2021-10-28T10.54.11.720,12.680,0.459,0.477,-0.769
1635407651760,2021-10-28T10.54.11.760,12.720,0.461,0.476,-0.771
1635407651800,2021-10-28T10.54.11.800,12.760,0.457,0.475,-0.771
1635407651840,2021-10-28T10.54.11.840,12.800,0.464,0.474,-0.769
