epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.63657E+12,2021-11-10T19.30.06.148,0,0.12,-0.399,-0.91
1.63657E+12,2021-11-10T19.30.06.188,0.04,0.116,-0.381,-0.922
1.63657E+12,2021-11-10T19.30.06.228,0.08,0.114,-0.407,-0.91
1.63657E+12,2021-11-10T19.30.06.268,0.12,0.136,-0.402,-0.916
1.63657E+12,2021-11-10T19.30.06.308,0.16,0.152,-0.395,-0.923
1.63657E+12,2021-11-10T19.30.06.348,0.2,0.142,-0.363,-0.928
1.63657E+12,2021-11-10T19.30.06.388,0.24,0.104,-0.356,-0.927
1.63657E+12,2021-11-10T19.30.06.428,0.28,0.081,-0.377,-0.913
1.63657E+12,2021-11-10T19.30.06.468,0.32,0.099,-0.38,-0.916
1.63657E+12,2021-11-10T19.30.06.508,0.36,0.119,-0.38,-0.921
1.63657E+12,2021-11-10T19.30.06.548,0.4,0.161,-0.419,-0.913
1.63657E+12,2021-11-10T19.30.06.588,0.44,0.121,-0.409,-0.911
1.63657E+12,2021-11-10T19.30.06.628,0.48,0.077,-0.401,-0.909
1.63657E+12,2021-11-10T19.30.06.668,0.52,0.084,-0.404,-0.916
1.63657E+12,2021-11-10T19.30.06.708,0.56,0.144,-0.459,-0.892
1.63657E+12,2021-11-10T19.30.06.748,0.6,0.165,-0.491,-0.887
1.63657E+12,2021-11-10T19.30.06.788,0.64,0.043,-0.507,-0.858
1.63657E+12,2021-11-10T19.30.06.828,0.68,0.064,-0.478,-0.863
1.63657E+12,2021-11-10T19.30.06.868,0.72,0.094,-0.449,-0.885
1.63657E+12,2021-11-10T19.30.06.908,0.76,0.056,-0.48,-0.874
1.63657E+12,2021-11-10T19.30.06.948,0.8,0.064,-0.489,-0.869
1.63657E+12,2021-11-10T19.30.06.988,0.84,0.096,-0.482,-0.883
1.63657E+12,2021-11-10T19.30.07.028,0.88,0.084,-0.522,-0.868
1.63657E+12,2021-11-10T19.30.07.068,0.92,0.061,-0.435,-0.889
1.63657E+12,2021-11-10T19.30.07.108,0.96,0.103,-0.51,-0.869
1.63657E+12,2021-11-10T19.30.07.148,1,0.055,-0.479,-0.874
1.63657E+12,2021-11-10T19.30.07.188,1.04,0.074,-0.497,-0.867
1.63657E+12,2021-11-10T19.30.07.228,1.08,0.074,-0.487,-0.865
1.63657E+12,2021-11-10T19.30.07.268,1.12,0.063,-0.502,-0.861
1.63657E+12,2021-11-10T19.30.07.308,1.16,0.075,-0.485,-0.873
1.63657E+12,2021-11-10T19.30.07.348,1.2,0.099,-0.494,-0.878
1.63657E+12,2021-11-10T19.30.07.388,1.24,0.062,-0.483,-0.878
1.63657E+12,2021-11-10T19.30.07.428,1.28,0.045,-0.465,-0.879
1.63657E+12,2021-11-10T19.30.07.468,1.32,0.099,-0.44,-0.896
1.63657E+12,2021-11-10T19.30.07.508,1.36,0.067,-0.47,-0.878
1.63657E+12,2021-11-10T19.30.07.548,1.4,0.07,-0.428,-0.891
1.63657E+12,2021-11-10T19.30.07.588,1.44,0.102,-0.523,-0.876
1.63657E+12,2021-11-10T19.30.07.628,1.48,0.065,-0.486,-0.876
1.63657E+12,2021-11-10T19.30.07.668,1.52,0.058,-0.515,-0.851
1.63657E+12,2021-11-10T19.30.07.708,1.56,0.086,-0.512,-0.847
1.63657E+12,2021-11-10T19.30.07.748,1.6,0.075,-0.438,-0.93
1.63657E+12,2021-11-10T19.30.07.788,1.64,0.126,-0.393,-0.939
1.63657E+12,2021-11-10T19.30.07.828,1.68,0.092,-0.54,-0.838
1.63657E+12,2021-11-10T19.30.07.868,1.72,0.085,-0.456,-0.877
1.63657E+12,2021-11-10T19.30.07.908,1.76,0.098,-0.391,-0.908
1.63657E+12,2021-11-10T19.30.07.948,1.8,0.115,-0.372,-0.916
1.63657E+12,2021-11-10T19.30.07.988,1.84,0.114,-0.416,-0.903
1.63657E+12,2021-11-10T19.30.08.028,1.88,0.127,-0.427,-0.905
1.63657E+12,2021-11-10T19.30.08.068,1.92,0.149,-0.394,-0.913
1.63657E+12,2021-11-10T19.30.08.108,1.96,0.129,-0.387,-0.917
1.63657E+12,2021-11-10T19.30.08.148,2,0.118,-0.381,-0.918
1.63657E+12,2021-11-10T19.30.08.188,2.04,0.122,-0.369,-0.916
1.63657E+12,2021-11-10T19.30.08.228,2.08,0.13,-0.368,-0.922
1.63657E+12,2021-11-10T19.30.08.268,2.12,0.152,-0.349,-0.933
1.63657E+12,2021-11-10T19.30.08.308,2.16,0.142,-0.327,-0.944
1.63657E+12,2021-11-10T19.30.08.348,2.2,0.139,-0.323,-0.948
1.63657E+12,2021-11-10T19.30.08.388,2.24,0.157,-0.326,-0.934
1.63657E+12,2021-11-10T19.30.08.428,2.28,0.167,-0.315,-0.921
1.63657E+12,2021-11-10T19.30.08.468,2.32,0.171,-0.311,-0.935
1.63657E+12,2021-11-10T19.30.08.508,2.36,0.19,-0.339,-0.922
1.63657E+12,2021-11-10T19.30.08.548,2.4,0.208,-0.328,-0.921
1.63657E+12,2021-11-10T19.30.08.588,2.44,0.205,-0.316,-0.922
1.63657E+12,2021-11-10T19.30.08.628,2.48,0.181,-0.326,-0.922
1.63657E+12,2021-11-10T19.30.08.668,2.52,0.163,-0.315,-0.924
1.63657E+12,2021-11-10T19.30.08.708,2.56,0.18,-0.327,-0.922
1.63657E+12,2021-11-10T19.30.08.748,2.6,0.207,-0.353,-0.913
1.63657E+12,2021-11-10T19.30.08.788,2.64,0.211,-0.378,-0.919
1.63657E+12,2021-11-10T19.30.08.828,2.68,0.192,-0.348,-0.933
