epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636386614962,2021-11-08T17:50:14.962,0.000,0.388,-0.016,-0.906
1636386615002,2021-11-08T17:50:15.002,0.040,0.393,-0.020,-0.912
1636386615042,2021-11-08T17:50:15.042,0.080,0.393,-0.016,-0.912
1636386615082,2021-11-08T17:50:15.082,0.120,0.390,-0.017,-0.911
1636386615122,2021-11-08T17:50:15.122,0.160,0.392,-0.019,-0.910
1636386615162,2021-11-08T17:50:15.162,0.200,0.392,-0.016,-0.912
1636386615202,2021-11-08T17:50:15.202,0.240,0.390,-0.016,-0.911
1636386615242,2021-11-08T17:50:15.242,0.280,0.392,-0.020,-0.908
1636386615282,2021-11-08T17:50:15.282,0.320,0.394,-0.019,-0.912
1636386615322,2021-11-08T17:50:15.322,0.360,0.392,-0.018,-0.912
1636386615362,2021-11-08T17:50:15.362,0.400,0.390,-0.018,-0.907
1636386615402,2021-11-08T17:50:15.402,0.440,0.393,-0.013,-0.911
1636386615442,2021-11-08T17:50:15.442,0.480,0.393,-0.017,-0.914
1636386615482,2021-11-08T17:50:15.482,0.520,0.391,-0.020,-0.909
1636386615522,2021-11-08T17:50:15.522,0.560,0.394,-0.018,-0.911
1636386615562,2021-11-08T17:50:15.562,0.600,0.392,-0.017,-0.911
1636386615602,2021-11-08T17:50:15.602,0.640,0.393,-0.016,-0.910
1636386615642,2021-11-08T17:50:15.642,0.680,0.395,-0.015,-0.911
1636386615682,2021-11-08T17:50:15.682,0.720,0.393,-0.017,-0.909
1636386615722,2021-11-08T17:50:15.722,0.760,0.392,-0.018,-0.912
1636386615762,2021-11-08T17:50:15.762,0.800,0.393,-0.018,-0.910
1636386615802,2021-11-08T17:50:15.802,0.840,0.392,-0.018,-0.906
1636386615842,2021-11-08T17:50:15.842,0.880,0.396,-0.015,-0.910
1636386615882,2021-11-08T17:50:15.882,0.920,0.396,-0.018,-0.911
1636386615922,2021-11-08T17:50:15.922,0.960,0.395,-0.015,-0.910
1636386615962,2021-11-08T17:50:15.962,1.000,0.393,-0.016,-0.909
1636386616002,2021-11-08T17:50:16.002,1.040,0.394,-0.020,-0.908
1636386616042,2021-11-08T17:50:16.042,1.080,0.395,-0.024,-0.910
1636386616082,2021-11-08T17:50:16.082,1.120,0.395,-0.011,-0.911
1636386616122,2021-11-08T17:50:16.122,1.160,0.396,-0.016,-0.912
1636386616162,2021-11-08T17:50:16.162,1.200,0.393,-0.018,-0.909
1636386616202,2021-11-08T17:50:16.202,1.240,0.391,-0.018,-0.909
1636386616242,2021-11-08T17:50:16.242,1.280,0.395,-0.024,-0.910
1636386616282,2021-11-08T17:50:16.282,1.320,0.396,-0.017,-0.907
1636386616322,2021-11-08T17:50:16.322,1.360,0.396,-0.014,-0.907
1636386616362,2021-11-08T17:50:16.362,1.400,0.398,-0.019,-0.911
1636386616402,2021-11-08T17:50:16.402,1.440,0.394,-0.016,-0.909
1636386616442,2021-11-08T17:50:16.442,1.480,0.394,-0.021,-0.908
1636386616482,2021-11-08T17:50:16.482,1.520,0.395,-0.018,-0.908
1636386616522,2021-11-08T17:50:16.522,1.560,0.396,-0.011,-0.908
1636386616562,2021-11-08T17:50:16.562,1.600,0.396,-0.014,-0.912
1636386616602,2021-11-08T17:50:16.602,1.640,0.394,-0.017,-0.907
1636386616642,2021-11-08T17:50:16.642,1.680,0.395,-0.016,-0.907
1636386616682,2021-11-08T17:50:16.682,1.720,0.394,-0.016,-0.910
1636386616722,2021-11-08T17:50:16.722,1.760,0.397,-0.020,-0.908
1636386616762,2021-11-08T17:50:16.762,1.800,0.400,-0.017,-0.907
1636386616802,2021-11-08T17:50:16.802,1.840,0.400,-0.017,-0.907
1636386616842,2021-11-08T17:50:16.842,1.880,0.397,-0.019,-0.906
1636386616882,2021-11-08T17:50:16.882,1.920,0.395,-0.016,-0.911
1636386616922,2021-11-08T17:50:16.922,1.960,0.396,-0.023,-0.906
1636386616962,2021-11-08T17:50:16.962,2.000,0.394,-0.021,-0.903
1636386617002,2021-11-08T17:50:17.002,2.040,0.402,-0.021,-0.913
1636386617042,2021-11-08T17:50:17.042,2.080,0.399,-0.020,-0.910
1636386617082,2021-11-08T17:50:17.082,2.120,0.395,-0.023,-0.904
1636386617122,2021-11-08T17:50:17.122,2.160,0.396,-0.018,-0.906
1636386617162,2021-11-08T17:50:17.162,2.200,0.397,-0.021,-0.908
1636386617202,2021-11-08T17:50:17.202,2.240,0.401,-0.024,-0.906
