epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636542487333,2021-11-10T13.08.07.333,0.000,0.244,0.152,-0.640
1636542487373,2021-11-10T13.08.07.373,0.040,0.061,0.610,-0.183
1636542487413,2021-11-10T13.08.07.413,0.080,0.457,0.183,-0.183
1636542487453,2021-11-10T13.08.07.453,0.120,0.823,0.061,-0.244
1636542487493,2021-11-10T13.08.07.493,0.160,0.488,0.091,-0.213
1636542487533,2021-11-10T13.08.07.533,0.200,0.091,0.152,-0.305
1636542487573,2021-11-10T13.08.07.573,0.240,0.640,0.152,-0.244
1636542487613,2021-11-10T13.08.07.613,0.280,0.793,0.244,-0.213
1636542487653,2021-11-10T13.08.07.653,0.320,0.305,0.427,-0.488
1636542487693,2021-11-10T13.08.07.693,0.360,-0.366,0.183,-0.335
1636542487733,2021-11-10T13.08.07.733,0.400,0.152,0.183,-0.183
1636542487773,2021-11-10T13.08.07.773,0.440,0.945,-0.030,-0.152
1636542487813,2021-11-10T13.08.07.813,0.480,0.061,0.000,-0.213
1636542487853,2021-11-10T13.08.07.853,0.520,0.152,0.061,-0.213
1636542487893,2021-11-10T13.08.07.893,0.560,0.579,-0.152,-0.213
1636542487933,2021-11-10T13.08.07.933,0.600,0.457,0.030,-0.213
1636542487973,2021-11-10T13.08.07.973,0.640,0.488,-0.061,-0.213
1636542488013,2021-11-10T13.08.08.013,0.680,0.366,-0.030,-0.213
1636542488053,2021-11-10T13.08.08.053,0.720,0.274,0.183,-0.274
1636542488093,2021-11-10T13.08.08.093,0.760,0.640,0.061,-0.305
1636542488133,2021-11-10T13.08.08.133,0.800,0.549,0.030,-0.244
1636542488173,2021-11-10T13.08.08.173,0.840,0.457,0.061,-0.244
1636542488213,2021-11-10T13.08.08.213,0.880,0.549,0.122,-0.366
1636542488253,2021-11-10T13.08.08.253,0.920,0.152,0.183,-0.213
1636542488293,2021-11-10T13.08.08.293,0.960,0.457,0.213,-0.244
1636542488333,2021-11-10T13.08.08.333,1.000,1.128,0.030,-0.366
1636542488373,2021-11-10T13.08.08.373,1.040,0.457,0.305,-0.488
1636542488413,2021-11-10T13.08.08.413,1.080,0.122,0.274,-0.488
1636542488453,2021-11-10T13.08.08.453,1.120,-0.213,0.122,-0.244
1636542488493,2021-11-10T13.08.08.493,1.160,0.518,0.244,-0.213
1636542488533,2021-11-10T13.08.08.533,1.200,0.793,-0.152,-0.274
1636542488573,2021-11-10T13.08.08.573,1.240,-0.091,0.000,-0.305
1636542488613,2021-11-10T13.08.08.613,1.280,0.183,0.000,-0.274
1636542488653,2021-11-10T13.08.08.653,1.320,0.518,-0.183,-0.213
1636542488693,2021-11-10T13.08.08.693,1.360,0.366,-0.061,-0.274
1636542488733,2021-11-10T13.08.08.733,1.400,0.061,-0.061,-0.213
