epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635354641477,2021-10-27T20.10.41.477,0.000,-0.096,0.263,-0.964
1635354641517,2021-10-27T20.10.41.517,0.040,-0.098,0.264,-0.972
1635354641557,2021-10-27T20.10.41.557,0.080,-0.097,0.264,-0.968
1635354641597,2021-10-27T20.10.41.597,0.120,-0.097,0.264,-0.968
1635354641637,2021-10-27T20.10.41.637,0.160,-0.096,0.265,-0.969
1635354641677,2021-10-27T20.10.41.677,0.200,-0.097,0.265,-0.969
1635354641717,2021-10-27T20.10.41.717,0.240,-0.095,0.264,-0.968
1635354641757,2021-10-27T20.10.41.757,0.280,-0.096,0.266,-0.971
1635354641797,2021-10-27T20.10.41.797,0.320,-0.095,0.265,-0.970
1635354641837,2021-10-27T20.10.41.837,0.360,-0.096,0.267,-0.969
1635354641877,2021-10-27T20.10.41.877,0.400,-0.098,0.266,-0.969
1635354641917,2021-10-27T20.10.41.917,0.440,-0.096,0.269,-0.966
1635354641957,2021-10-27T20.10.41.957,0.480,-0.095,0.271,-0.968
1635354641997,2021-10-27T20.10.41.997,0.520,-0.089,0.270,-0.965
1635354642037,2021-10-27T20.10.42.037,0.560,-0.097,0.274,-0.968
1635354642077,2021-10-27T20.10.42.077,0.600,-0.101,0.268,-0.967
1635354642117,2021-10-27T20.10.42.117,0.640,-0.095,0.264,-0.968
1635354642157,2021-10-27T20.10.42.157,0.680,-0.094,0.272,-0.968
1635354642197,2021-10-27T20.10.42.197,0.720,-0.097,0.270,-0.967
1635354642237,2021-10-27T20.10.42.237,0.760,-0.095,0.268,-0.966
1635354642277,2021-10-27T20.10.42.277,0.800,-0.096,0.272,-0.966
1635354642317,2021-10-27T20.10.42.317,0.840,-0.096,0.270,-0.966
1635354642357,2021-10-27T20.10.42.357,0.880,-0.095,0.272,-0.967
1635354642397,2021-10-27T20.10.42.397,0.920,-0.097,0.277,-0.968
1635354642437,2021-10-27T20.10.42.437,0.960,-0.092,0.274,-0.965
1635354642477,2021-10-27T20.10.42.477,1.000,-0.095,0.270,-0.965
1635354642517,2021-10-27T20.10.42.517,1.040,-0.096,0.276,-0.964
1635354642557,2021-10-27T20.10.42.557,1.080,-0.092,0.277,-0.964
1635354642597,2021-10-27T20.10.42.597,1.120,-0.096,0.278,-0.965
1635354642637,2021-10-27T20.10.42.637,1.160,-0.096,0.274,-0.965
1635354642677,2021-10-27T20.10.42.677,1.200,-0.095,0.277,-0.964
1635354642717,2021-10-27T20.10.42.717,1.240,-0.094,0.278,-0.963
