epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635172266919,2021-10-25T17:31:06.919,0.000,0.818,0.102,-0.524
1635172266959,2021-10-25T17:31:06.959,0.040,0.821,0.100,-0.523
1635172266999,2021-10-25T17:31:06.999,0.080,0.820,0.103,-0.516
1635172267039,2021-10-25T17:31:07.039,0.120,0.819,0.103,-0.515
1635172267079,2021-10-25T17:31:07.079,0.160,0.823,0.099,-0.518
1635172267119,2021-10-25T17:31:07.119,0.200,0.817,0.103,-0.517
1635172267159,2021-10-25T17:31:07.159,0.240,0.821,0.097,-0.521
1635172267199,2021-10-25T17:31:07.199,0.280,0.820,0.102,-0.521
1635172267239,2021-10-25T17:31:07.239,0.320,0.819,0.100,-0.521
1635172267279,2021-10-25T17:31:07.279,0.360,0.819,0.101,-0.522
1635172267319,2021-10-25T17:31:07.319,0.400,0.823,0.102,-0.522
1635172267359,2021-10-25T17:31:07.359,0.440,0.820,0.097,-0.524
1635172267399,2021-10-25T17:31:07.399,0.480,0.822,0.104,-0.524
1635172267439,2021-10-25T17:31:07.439,0.520,0.821,0.097,-0.516
1635172267479,2021-10-25T17:31:07.479,0.560,0.819,0.106,-0.514
1635172267519,2021-10-25T17:31:07.519,0.600,0.823,0.099,-0.513
1635172267559,2021-10-25T17:31:07.559,0.640,0.821,0.103,-0.511
1635172267599,2021-10-25T17:31:07.599,0.680,0.820,0.104,-0.506
1635172267639,2021-10-25T17:31:07.639,0.720,0.819,0.102,-0.511
1635172267679,2021-10-25T17:31:07.679,0.760,0.819,0.104,-0.517
1635172267719,2021-10-25T17:31:07.719,0.800,0.822,0.091,-0.521
1635172267759,2021-10-25T17:31:07.759,0.840,0.823,0.094,-0.519
1635172267799,2021-10-25T17:31:07.799,0.880,0.816,0.086,-0.517
1635172267839,2021-10-25T17:31:07.839,0.920,0.814,0.096,-0.516
1635172267879,2021-10-25T17:31:07.879,0.960,0.815,0.103,-0.523
1635172267919,2021-10-25T17:31:07.919,1.000,0.814,0.102,-0.541
1635172267959,2021-10-25T17:31:07.959,1.040,0.813,0.103,-0.548
1635172267999,2021-10-25T17:31:07.999,1.080,0.816,0.111,-0.553
1635172268039,2021-10-25T17:31:08.039,1.120,0.819,0.116,-0.554
1635172268079,2021-10-25T17:31:08.079,1.160,0.812,0.114,-0.543
1635172268119,2021-10-25T17:31:08.119,1.200,0.819,0.112,-0.530
1635172268159,2021-10-25T17:31:08.159,1.240,0.816,0.111,-0.530
1635172268199,2021-10-25T17:31:08.199,1.280,0.817,0.099,-0.514
1635172268239,2021-10-25T17:31:08.239,1.320,0.815,0.096,-0.499
1635172268279,2021-10-25T17:31:08.279,1.360,0.817,0.096,-0.497
1635172268319,2021-10-25T17:31:08.319,1.400,0.816,0.104,-0.503
1635172268359,2021-10-25T17:31:08.359,1.440,0.820,0.103,-0.516
1635172268399,2021-10-25T17:31:08.399,1.480,0.822,0.109,-0.516
1635172268439,2021-10-25T17:31:08.439,1.520,0.816,0.116,-0.511
1635172268479,2021-10-25T17:31:08.479,1.560,0.817,0.110,-0.515
1635172268519,2021-10-25T17:31:08.519,1.600,0.813,0.111,-0.522
1635172268559,2021-10-25T17:31:08.559,1.640,0.818,0.107,-0.536
1635172268599,2021-10-25T17:31:08.599,1.680,0.818,0.096,-0.533
1635172268639,2021-10-25T17:31:08.639,1.720,0.814,0.100,-0.539
