epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636570906443,2021-11-10T21.01.46.443,0.000,0.046,0.246,-0.906
1636570906484,2021-11-10T21.01.46.484,0.041,0.035,0.207,-0.907
1636570906523,2021-11-10T21.01.46.523,0.080,0.059,0.223,-0.899
1636570906563,2021-11-10T21.01.46.563,0.120,0.103,0.234,-0.909
1636570906602,2021-11-10T21.01.46.602,0.159,0.075,0.216,-0.911
1636570906642,2021-11-10T21.01.46.642,0.199,0.036,0.231,-0.905
1636570906681,2021-11-10T21.01.46.681,0.238,0.032,0.223,-0.904
1636570906722,2021-11-10T21.01.46.722,0.279,0.056,0.240,-0.906
1636570906762,2021-11-10T21.01.46.762,0.319,0.072,0.228,-0.907
1636570906801,2021-11-10T21.01.46.801,0.358,0.060,0.222,-0.909
1636570906841,2021-11-10T21.01.46.841,0.398,0.053,0.225,-0.909
1636570906880,2021-11-10T21.01.46.880,0.437,0.066,0.215,-0.906
1636570906922,2021-11-10T21.01.46.922,0.479,0.072,0.239,-0.902
1636570906961,2021-11-10T21.01.46.961,0.518,0.054,0.234,-0.902
1636570907001,2021-11-10T21.01.47.001,0.558,0.054,0.218,-0.905
1636570907040,2021-11-10T21.01.47.040,0.597,0.077,0.229,-0.906
1636570907080,2021-11-10T21.01.47.080,0.637,0.069,0.235,-0.903
1636570907121,2021-11-10T21.01.47.121,0.678,0.048,0.228,-0.906
1636570907160,2021-11-10T21.01.47.160,0.717,0.046,0.228,-0.906
1636570907200,2021-11-10T21.01.47.200,0.757,0.060,0.240,-0.906
1636570907239,2021-11-10T21.01.47.239,0.796,0.055,0.235,-0.904
1636570907279,2021-11-10T21.01.47.279,0.836,0.054,0.230,-0.907
1636570907320,2021-11-10T21.01.47.320,0.877,0.063,0.237,-0.909
1636570907359,2021-11-10T21.01.47.359,0.916,0.049,0.233,-0.896
1636570907399,2021-11-10T21.01.47.399,0.956,0.070,0.237,-0.903
1636570907439,2021-11-10T21.01.47.439,0.996,0.096,0.239,-0.909
1636570907478,2021-11-10T21.01.47.478,1.035,0.070,0.227,-0.900
1636570907519,2021-11-10T21.01.47.519,1.076,0.039,0.241,-0.903
1636570907559,2021-11-10T21.01.47.559,1.116,0.039,0.231,-0.909
1636570907598,2021-11-10T21.01.47.598,1.155,0.027,0.218,-0.900
1636570907638,2021-11-10T21.01.47.638,1.195,0.068,0.239,-0.904
1636570907677,2021-11-10T21.01.47.677,1.234,0.118,0.225,-0.908
1636570907717,2021-11-10T21.01.47.717,1.274,0.073,0.230,-0.906
1636570907758,2021-11-10T21.01.47.758,1.315,0.023,0.234,-0.901
1636570907797,2021-11-10T21.01.47.797,1.354,0.047,0.243,-0.903
1636570907837,2021-11-10T21.01.47.837,1.394,0.066,0.268,-0.905
1636570907877,2021-11-10T21.01.47.877,1.434,0.030,0.251,-0.899
1636570907916,2021-11-10T21.01.47.916,1.473,0.027,0.234,-0.898
1636570907957,2021-11-10T21.01.47.957,1.514,0.061,0.238,-0.904
1636570907997,2021-11-10T21.01.47.997,1.554,0.081,0.240,-0.904
1636570908036,2021-11-10T21.01.48.036,1.593,0.067,0.221,-0.899
1636570908076,2021-11-10T21.01.48.076,1.633,0.071,0.238,-0.905
