epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636459288231,2021-11-09T14.01.28.231,0.000,0.014,-0.074,-0.991
1636459288269,2021-11-09T14.01.28.269,0.038,0.014,-0.075,-1.001
1636459288309,2021-11-09T14.01.28.309,0.078,0.014,-0.075,-0.998
1636459288348,2021-11-09T14.01.28.348,0.117,0.013,-0.075,-0.997
1636459288388,2021-11-09T14.01.28.388,0.157,0.014,-0.075,-0.998
1636459288428,2021-11-09T14.01.28.428,0.197,0.014,-0.074,-0.999
1636459288467,2021-11-09T14.01.28.467,0.236,0.013,-0.076,-0.999
1636459288507,2021-11-09T14.01.28.507,0.276,0.015,-0.073,-0.998
1636459288545,2021-11-09T14.01.28.545,0.314,0.014,-0.074,-0.997
1636459288584,2021-11-09T14.01.28.584,0.353,0.014,-0.075,-0.998
1636459288624,2021-11-09T14.01.28.624,0.393,0.014,-0.074,-0.998
1636459288663,2021-11-09T14.01.28.663,0.432,0.014,-0.075,-0.997
1636459288703,2021-11-09T14.01.28.703,0.472,0.014,-0.074,-0.998
1636459288743,2021-11-09T14.01.28.743,0.512,0.013,-0.075,-0.999
1636459288782,2021-11-09T14.01.28.782,0.551,0.015,-0.075,-0.999
1636459288820,2021-11-09T14.01.28.820,0.589,0.013,-0.075,-0.999
1636459288860,2021-11-09T14.01.28.860,0.629,0.014,-0.076,-0.998
1636459288899,2021-11-09T14.01.28.899,0.668,0.014,-0.073,-0.997
1636459288939,2021-11-09T14.01.28.939,0.708,0.013,-0.075,-0.998
1636459288978,2021-11-09T14.01.28.978,0.747,0.015,-0.073,-0.998
1636459289018,2021-11-09T14.01.29.018,0.787,0.013,-0.074,-0.998
1636459289057,2021-11-09T14.01.29.057,0.826,0.014,-0.076,-0.998
1636459289096,2021-11-09T14.01.29.096,0.865,0.014,-0.074,-0.998
1636459289135,2021-11-09T14.01.29.135,0.904,0.014,-0.075,-0.998
1636459289175,2021-11-09T14.01.29.175,0.944,0.014,-0.075,-0.997
1636459289214,2021-11-09T14.01.29.214,0.983,0.013,-0.075,-0.997
1636459289254,2021-11-09T14.01.29.254,1.023,0.013,-0.075,-0.998
1636459289293,2021-11-09T14.01.29.293,1.062,0.014,-0.075,-0.998
1636459289331,2021-11-09T14.01.29.331,1.100,0.014,-0.074,-0.997
1636459289371,2021-11-09T14.01.29.371,1.140,0.015,-0.074,-0.997
1636459289410,2021-11-09T14.01.29.410,1.179,0.013,-0.074,-0.997
1636459289450,2021-11-09T14.01.29.450,1.219,0.014,-0.074,-0.997
1636459289490,2021-11-09T14.01.29.490,1.259,0.014,-0.073,-0.998
1636459289529,2021-11-09T14.01.29.529,1.298,0.015,-0.074,-0.999
1636459289569,2021-11-09T14.01.29.569,1.338,0.015,-0.074,-0.996
1636459289607,2021-11-09T14.01.29.607,1.376,0.014,-0.075,-0.997
1636459289646,2021-11-09T14.01.29.646,1.415,0.014,-0.075,-0.998
1636459289686,2021-11-09T14.01.29.686,1.455,0.013,-0.075,-0.997
1636459289725,2021-11-09T14.01.29.725,1.494,0.015,-0.075,-0.997
1636459289765,2021-11-09T14.01.29.765,1.534,0.014,-0.074,-0.996
1636459289805,2021-11-09T14.01.29.805,1.574,0.014,-0.074,-0.997
1636459289844,2021-11-09T14.01.29.844,1.613,0.014,-0.073,-0.997
1636459289884,2021-11-09T14.01.29.884,1.653,0.013,-0.075,-0.997
1636459289922,2021-11-09T14.01.29.922,1.691,0.013,-0.074,-0.997
1636459289961,2021-11-09T14.01.29.961,1.730,0.014,-0.074,-0.997
1636459290001,2021-11-09T14.01.30.001,1.770,0.014,-0.075,-0.997
1636459290040,2021-11-09T14.01.30.040,1.809,0.015,-0.075,-0.998
1636459290080,2021-11-09T14.01.30.080,1.849,0.014,-0.075,-0.997
1636459290119,2021-11-09T14.01.30.119,1.888,0.014,-0.075,-0.997
1636459290159,2021-11-09T14.01.30.159,1.928,0.013,-0.074,-0.997
1636459290197,2021-11-09T14.01.30.197,1.966,0.015,-0.074,-0.996
1636459290237,2021-11-09T14.01.30.237,2.006,0.014,-0.074,-0.997
1636459290276,2021-11-09T14.01.30.276,2.045,0.014,-0.074,-0.997
1636459290316,2021-11-09T14.01.30.316,2.085,0.014,-0.073,-0.997
1636459290355,2021-11-09T14.01.30.355,2.124,0.014,-0.074,-0.998
