epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636364134077,2021-11-08T11.35.34.077,0.000,-0.189,0.195,-0.969
1636364134117,2021-11-08T11.35.34.117,0.040,-0.193,0.195,-0.975
1636364134157,2021-11-08T11.35.34.157,0.080,-0.193,0.194,-0.972
1636364134197,2021-11-08T11.35.34.197,0.120,-0.192,0.195,-0.973
1636364134237,2021-11-08T11.35.34.237,0.160,-0.192,0.196,-0.974
1636364134277,2021-11-08T11.35.34.277,0.200,-0.191,0.192,-0.973
1636364134317,2021-11-08T11.35.34.317,0.240,-0.190,0.195,-0.975
1636364134357,2021-11-08T11.35.34.357,0.280,-0.193,0.195,-0.972
1636364134397,2021-11-08T11.35.34.397,0.320,-0.191,0.193,-0.973
1636364134437,2021-11-08T11.35.34.437,0.360,-0.192,0.195,-0.973
1636364134477,2021-11-08T11.35.34.477,0.400,-0.192,0.194,-0.972
1636364134517,2021-11-08T11.35.34.517,0.440,-0.192,0.195,-0.973
1636364134557,2021-11-08T11.35.34.557,0.480,-0.192,0.194,-0.972
1636364134597,2021-11-08T11.35.34.597,0.520,-0.192,0.195,-0.973
1636364134637,2021-11-08T11.35.34.637,0.560,-0.193,0.194,-0.973
1636364134677,2021-11-08T11.35.34.677,0.600,-0.192,0.194,-0.974
1636364134717,2021-11-08T11.35.34.717,0.640,-0.192,0.194,-0.973
1636364134757,2021-11-08T11.35.34.757,0.680,-0.193,0.194,-0.973
1636364134797,2021-11-08T11.35.34.797,0.720,-0.193,0.192,-0.973
1636364134837,2021-11-08T11.35.34.837,0.760,-0.193,0.196,-0.974
1636364134877,2021-11-08T11.35.34.877,0.800,-0.188,0.197,-0.974
1636364134917,2021-11-08T11.35.34.917,0.840,-0.193,0.192,-0.973
1636364134957,2021-11-08T11.35.34.957,0.880,-0.193,0.193,-0.972
1636364134997,2021-11-08T11.35.34.997,0.920,-0.191,0.194,-0.974
1636364135037,2021-11-08T11.35.35.037,0.960,-0.194,0.192,-0.973
1636364135077,2021-11-08T11.35.35.077,1.000,-0.191,0.193,-0.972
1636364135117,2021-11-08T11.35.35.117,1.040,-0.192,0.192,-0.972
1636364135157,2021-11-08T11.35.35.157,1.080,-0.193,0.194,-0.972
1636364135197,2021-11-08T11.35.35.197,1.120,-0.192,0.195,-0.974
1636364135237,2021-11-08T11.35.35.237,1.160,-0.191,0.193,-0.975
1636364135277,2021-11-08T11.35.35.277,1.200,-0.192,0.193,-0.974
1636364135317,2021-11-08T11.35.35.317,1.240,-0.193,0.195,-0.972
1636364135357,2021-11-08T11.35.35.357,1.280,-0.193,0.194,-0.972
1636364135397,2021-11-08T11.35.35.397,1.320,-0.192,0.193,-0.973
1636364135437,2021-11-08T11.35.35.437,1.360,-0.196,0.193,-0.972
1636364135477,2021-11-08T11.35.35.477,1.400,-0.190,0.196,-0.974
1636364135517,2021-11-08T11.35.35.517,1.440,-0.192,0.196,-0.974
1636364135557,2021-11-08T11.35.35.557,1.480,-0.194,0.196,-0.972
1636364135597,2021-11-08T11.35.35.597,1.520,-0.192,0.191,-0.973
