epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635351800250,2021-10-27T19.23.20.250,0.000,-0.287,0.310,-0.936
1635351800290,2021-10-27T19.23.20.290,0.040,-0.288,0.305,-0.940
1635351800330,2021-10-27T19.23.20.330,0.080,-0.292,0.303,-0.938
1635351800370,2021-10-27T19.23.20.370,0.120,-0.295,0.311,-0.933
1635351800410,2021-10-27T19.23.20.410,0.160,-0.292,0.306,-0.933
1635351800450,2021-10-27T19.23.20.450,0.200,-0.286,0.289,-0.947
1635351800490,2021-10-27T19.23.20.490,0.240,-0.288,0.312,-0.944
1635351800530,2021-10-27T19.23.20.530,0.280,-0.289,0.307,-0.943
1635351800570,2021-10-27T19.23.20.570,0.320,-0.288,0.299,-0.946
1635351800610,2021-10-27T19.23.20.610,0.360,-0.289,0.307,-0.942
1635351800650,2021-10-27T19.23.20.650,0.400,-0.296,0.304,-0.933
1635351800690,2021-10-27T19.23.20.690,0.440,-0.290,0.307,-0.934
1635351800730,2021-10-27T19.23.20.730,0.480,-0.291,0.304,-0.939
1635351800770,2021-10-27T19.23.20.770,0.520,-0.293,0.299,-0.944
1635351800810,2021-10-27T19.23.20.810,0.560,-0.291,0.308,-0.943
1635351800850,2021-10-27T19.23.20.850,0.600,-0.288,0.296,-0.944
1635351800890,2021-10-27T19.23.20.890,0.640,-0.294,0.310,-0.937
1635351800930,2021-10-27T19.23.20.930,0.680,-0.295,0.312,-0.935
1635351800970,2021-10-27T19.23.20.970,0.720,-0.295,0.303,-0.936
1635351801010,2021-10-27T19.23.21.010,0.760,-0.294,0.302,-0.937
1635351801050,2021-10-27T19.23.21.050,0.800,-0.295,0.306,-0.934
1635351801090,2021-10-27T19.23.21.090,0.840,-0.292,0.298,-0.939
1635351801130,2021-10-27T19.23.21.130,0.880,-0.293,0.330,-0.919
1635351801170,2021-10-27T19.23.21.170,0.920,-0.295,0.263,-0.951
1635351801210,2021-10-27T19.23.21.210,0.960,-0.316,0.267,-0.951
1635351801250,2021-10-27T19.23.21.250,1.000,-0.319,0.309,-0.932
1635351801290,2021-10-27T19.23.21.290,1.040,-0.297,0.287,-0.953
1635351801330,2021-10-27T19.23.21.330,1.080,-0.307,0.293,-0.937
1635351801370,2021-10-27T19.23.21.370,1.120,-0.311,0.282,-0.935
1635351801410,2021-10-27T19.23.21.410,1.160,-0.307,0.300,-0.935
1635351801450,2021-10-27T19.23.21.450,1.200,-0.302,0.284,-0.943
1635351801490,2021-10-27T19.23.21.490,1.240,-0.305,0.293,-0.941
1635351801530,2021-10-27T19.23.21.530,1.280,-0.301,0.291,-0.944
1635351801570,2021-10-27T19.23.21.570,1.320,-0.302,0.296,-0.940
1635351801610,2021-10-27T19.23.21.610,1.360,-0.305,0.291,-0.941
1635351801650,2021-10-27T19.23.21.650,1.400,-0.303,0.292,-0.942
1635351801690,2021-10-27T19.23.21.690,1.440,-0.307,0.292,-0.936
1635351801730,2021-10-27T19.23.21.730,1.480,-0.306,0.290,-0.936
1635351801770,2021-10-27T19.23.21.770,1.520,-0.304,0.293,-0.938
1635351801810,2021-10-27T19.23.21.810,1.560,-0.305,0.290,-0.941
1635351801850,2021-10-27T19.23.21.850,1.600,-0.305,0.300,-0.936
1635351801890,2021-10-27T19.23.21.890,1.640,-0.303,0.300,-0.935
1635351801930,2021-10-27T19.23.21.930,1.680,-0.303,0.299,-0.938
1635351801970,2021-10-27T19.23.21.970,1.720,-0.301,0.301,-0.939
1635351802010,2021-10-27T19.23.22.010,1.760,-0.300,0.294,-0.939
1635351802050,2021-10-27T19.23.22.050,1.800,-0.300,0.301,-0.939
1635351802090,2021-10-27T19.23.22.090,1.840,-0.301,0.295,-0.938
1635351802130,2021-10-27T19.23.22.130,1.880,-0.300,0.295,-0.940
1635351802170,2021-10-27T19.23.22.170,1.920,-0.300,0.297,-0.939
1635351802210,2021-10-27T19.23.22.210,1.960,-0.299,0.296,-0.940
1635351802250,2021-10-27T19.23.22.250,2.000,-0.302,0.301,-0.937
1635351802290,2021-10-27T19.23.22.290,2.040,-0.298,0.290,-0.941
1635351802330,2021-10-27T19.23.22.330,2.080,-0.300,0.304,-0.938
1635351802370,2021-10-27T19.23.22.370,2.120,-0.301,0.294,-0.940
1635351802410,2021-10-27T19.23.22.410,2.160,-0.301,0.304,-0.937
1635351802450,2021-10-27T19.23.22.450,2.200,-0.299,0.296,-0.937
1635351802490,2021-10-27T19.23.22.490,2.240,-0.299,0.299,-0.939
1635351802530,2021-10-27T19.23.22.530,2.280,-0.300,0.297,-0.938
1635351802570,2021-10-27T19.23.22.570,2.320,-0.298,0.301,-0.937
1635351802610,2021-10-27T19.23.22.610,2.360,-0.301,0.294,-0.939
1635351802650,2021-10-27T19.23.22.650,2.400,-0.301,0.303,-0.936
1635351802690,2021-10-27T19.23.22.690,2.440,-0.299,0.296,-0.938
1635351802730,2021-10-27T19.23.22.730,2.480,-0.302,0.300,-0.937
1635351802770,2021-10-27T19.23.22.770,2.520,-0.300,0.296,-0.938
1635351802810,2021-10-27T19.23.22.810,2.560,-0.301,0.299,-0.939
1635351802850,2021-10-27T19.23.22.850,2.600,-0.301,0.302,-0.936
1635351802890,2021-10-27T19.23.22.890,2.640,-0.301,0.299,-0.937
1635351802930,2021-10-27T19.23.22.930,2.680,-0.301,0.299,-0.937
