epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635606325010,2021-10-30T18.05.25.010,0.000,-0.115,0.172,-0.937
1635606325050,2021-10-30T18.05.25.050,0.040,-0.118,0.173,-0.944
1635606325090,2021-10-30T18.05.25.090,0.080,-0.116,0.172,-0.944
1635606325130,2021-10-30T18.05.25.130,0.120,-0.114,0.172,-0.944
1635606325170,2021-10-30T18.05.25.170,0.160,-0.114,0.173,-0.942
1635606325210,2021-10-30T18.05.25.210,0.200,-0.115,0.172,-0.941
1635606325250,2021-10-30T18.05.25.250,0.240,-0.116,0.170,-0.945
1635606325290,2021-10-30T18.05.25.290,0.280,-0.115,0.173,-0.946
1635606325330,2021-10-30T18.05.25.330,0.320,-0.114,0.175,-0.940
1635606325370,2021-10-30T18.05.25.370,0.360,-0.115,0.175,-0.940
1635606325410,2021-10-30T18.05.25.410,0.400,-0.116,0.175,-0.943
1635606325450,2021-10-30T18.05.25.450,0.440,-0.112,0.174,-0.944
1635606325490,2021-10-30T18.05.25.490,0.480,-0.116,0.174,-0.939
1635606325530,2021-10-30T18.05.25.530,0.520,-0.117,0.174,-0.940
1635606325570,2021-10-30T18.05.25.570,0.560,-0.115,0.172,-0.945
1635606325610,2021-10-30T18.05.25.610,0.600,-0.112,0.163,-0.949
1635606325650,2021-10-30T18.05.25.650,0.640,-0.123,0.092,-0.997
1635606325690,2021-10-30T18.05.25.690,0.680,-0.146,0.017,-1.178
1635606325730,2021-10-30T18.05.25.730,0.720,-0.156,0.430,-1.319
1635606325770,2021-10-30T18.05.25.770,0.760,-0.109,1.158,-1.414
1635606325810,2021-10-30T18.05.25.810,0.800,0.325,1.187,-1.284
1635606325850,2021-10-30T18.05.25.850,0.840,0.564,1.125,-0.751
1635606325890,2021-10-30T18.05.25.890,0.880,0.463,0.925,-0.299
1635606325930,2021-10-30T18.05.25.930,0.920,0.344,0.565,0.011
1635606325970,2021-10-30T18.05.25.970,0.960,0.353,0.341,0.232
1635606326010,2021-10-30T18.05.26.010,1.000,0.419,0.189,0.369
1635606326050,2021-10-30T18.05.26.050,1.040,0.469,0.102,0.495
1635606326090,2021-10-30T18.05.26.090,1.080,0.515,0.086,0.564
1635606326130,2021-10-30T18.05.26.130,1.120,0.552,0.102,0.641
1635606326170,2021-10-30T18.05.26.170,1.160,0.429,0.222,0.816
1635606326210,2021-10-30T18.05.26.210,1.200,0.345,0.361,0.712
1635606326250,2021-10-30T18.05.26.250,1.240,0.745,0.804,-0.362
