epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636561974238,2021-11-10T18:32:54.238,0.000,0.230,0.327,-0.878
1636561974278,2021-11-10T18:32:54.278,0.040,0.240,0.328,-0.887
1636561974318,2021-11-10T18:32:54.318,0.080,0.238,0.326,-0.885
1636561974358,2021-11-10T18:32:54.358,0.120,0.234,0.326,-0.885
1636561974398,2021-11-10T18:32:54.398,0.160,0.232,0.335,-0.881
1636561974438,2021-11-10T18:32:54.438,0.200,0.235,0.323,-0.887
1636561974478,2021-11-10T18:32:54.478,0.240,0.235,0.321,-0.885
1636561974518,2021-11-10T18:32:54.518,0.280,0.236,0.326,-0.882
1636561974558,2021-11-10T18:32:54.558,0.320,0.238,0.326,-0.884
1636561974598,2021-11-10T18:32:54.598,0.360,0.235,0.322,-0.886
1636561974638,2021-11-10T18:32:54.638,0.400,0.234,0.324,-0.885
1636561974678,2021-11-10T18:32:54.678,0.440,0.235,0.324,-0.885
1636561974718,2021-11-10T18:32:54.718,0.480,0.236,0.326,-0.886
1636561974758,2021-11-10T18:32:54.758,0.520,0.236,0.328,-0.885
1636561974798,2021-11-10T18:32:54.798,0.560,0.235,0.323,-0.885
1636561974838,2021-11-10T18:32:54.838,0.600,0.235,0.325,-0.884
1636561974878,2021-11-10T18:32:54.878,0.640,0.235,0.328,-0.884
1636561974918,2021-11-10T18:32:54.918,0.680,0.235,0.321,-0.888
1636561974958,2021-11-10T18:32:54.958,0.720,0.234,0.323,-0.886
1636561974998,2021-11-10T18:32:54.998,0.760,0.235,0.323,-0.886
1636561975038,2021-11-10T18:32:55.038,0.800,0.235,0.324,-0.886
1636561975078,2021-11-10T18:32:55.078,0.840,0.235,0.326,-0.883
1636561975118,2021-11-10T18:32:55.118,0.880,0.231,0.326,-0.885
1636561975158,2021-11-10T18:32:55.158,0.920,0.233,0.324,-0.884
1636561975198,2021-11-10T18:32:55.198,0.960,0.235,0.325,-0.883
1636561975238,2021-11-10T18:32:55.238,1.000,0.233,0.324,-0.885
1636561975278,2021-11-10T18:32:55.278,1.040,0.233,0.324,-0.885
1636561975318,2021-11-10T18:32:55.318,1.080,0.234,0.324,-0.885
1636561975358,2021-11-10T18:32:55.358,1.120,0.234,0.327,-0.884
1636561975398,2021-11-10T18:32:55.398,1.160,0.234,0.325,-0.885
1636561975438,2021-11-10T18:32:55.438,1.200,0.233,0.324,-0.885
1636561975478,2021-11-10T18:32:55.478,1.240,0.233,0.327,-0.884
1636561975518,2021-11-10T18:32:55.518,1.280,0.235,0.326,-0.885
1636561975558,2021-11-10T18:32:55.558,1.320,0.233,0.324,-0.885
1636561975598,2021-11-10T18:32:55.598,1.360,0.233,0.325,-0.884
1636561975638,2021-11-10T18:32:55.638,1.400,0.234,0.324,-0.885
1636561975678,2021-11-10T18:32:55.678,1.440,0.232,0.327,-0.883
1636561975718,2021-11-10T18:32:55.718,1.480,0.234,0.324,-0.884
1636561975758,2021-11-10T18:32:55.758,1.520,0.234,0.324,-0.885
1636561975798,2021-11-10T18:32:55.798,1.560,0.232,0.327,-0.883
1636561975838,2021-11-10T18:32:55.838,1.600,0.232,0.325,-0.883
1636561975878,2021-11-10T18:32:55.878,1.640,0.233,0.324,-0.885
1636561975918,2021-11-10T18:32:55.918,1.680,0.234,0.328,-0.883
1636561975958,2021-11-10T18:32:55.958,1.720,0.234,0.326,-0.884
1636561975998,2021-11-10T18:32:55.998,1.760,0.234,0.325,-0.885
1636561976038,2021-11-10T18:32:56.038,1.800,0.235,0.325,-0.884
1636561976078,2021-11-10T18:32:56.078,1.840,0.235,0.326,-0.883
1636561976118,2021-11-10T18:32:56.118,1.880,0.235,0.324,-0.884
1636561976158,2021-11-10T18:32:56.158,1.920,0.234,0.325,-0.884
1636561976198,2021-11-10T18:32:56.198,1.960,0.234,0.326,-0.883
1636561976238,2021-11-10T18:32:56.238,2.000,0.235,0.324,-0.883
1636561976278,2021-11-10T18:32:56.278,2.040,0.235,0.325,-0.884
1636561976318,2021-11-10T18:32:56.318,2.080,0.235,0.326,-0.884
1636561976358,2021-11-10T18:32:56.358,2.120,0.234,0.324,-0.884
1636561976398,2021-11-10T18:32:56.398,2.160,0.235,0.326,-0.882
1636561976438,2021-11-10T18:32:56.438,2.200,0.237,0.326,-0.884
1636561976478,2021-11-10T18:32:56.478,2.240,0.235,0.326,-0.884
1636561976518,2021-11-10T18:32:56.518,2.280,0.233,0.327,-0.882
1636561976558,2021-11-10T18:32:56.558,2.320,0.234,0.325,-0.884
1636561976598,2021-11-10T18:32:56.598,2.360,0.236,0.327,-0.883
1636561976638,2021-11-10T18:32:56.638,2.400,0.235,0.326,-0.882
1636561976678,2021-11-10T18:32:56.678,2.440,0.234,0.326,-0.884
1636561976718,2021-11-10T18:32:56.718,2.480,0.236,0.325,-0.884
1636561976758,2021-11-10T18:32:56.758,2.520,0.236,0.326,-0.884
1636561976798,2021-11-10T18:32:56.798,2.560,0.234,0.326,-0.883
1636561976838,2021-11-10T18:32:56.838,2.600,0.234,0.327,-0.883
1636561976878,2021-11-10T18:32:56.878,2.640,0.234,0.325,-0.883
1636561976918,2021-11-10T18:32:56.918,2.680,0.234,0.327,-0.883
1636561976958,2021-11-10T18:32:56.958,2.720,0.235,0.325,-0.884
1636561976998,2021-11-10T18:32:56.998,2.760,0.235,0.327,-0.884
1636561977038,2021-11-10T18:32:57.038,2.800,0.234,0.327,-0.883
1636561977078,2021-11-10T18:32:57.078,2.840,0.233,0.328,-0.882
1636561977118,2021-11-10T18:32:57.118,2.880,0.236,0.324,-0.885
1636561977158,2021-11-10T18:32:57.158,2.920,0.235,0.327,-0.884
1636561977198,2021-11-10T18:32:57.198,2.960,0.233,0.326,-0.883
1636561977238,2021-11-10T18:32:57.238,3.000,0.234,0.326,-0.882
1636561977278,2021-11-10T18:32:57.278,3.040,0.234,0.326,-0.883
1636561977318,2021-11-10T18:32:57.318,3.080,0.235,0.326,-0.882
1636561977358,2021-11-10T18:32:57.358,3.120,0.235,0.324,-0.884
1636561977398,2021-11-10T18:32:57.398,3.160,0.233,0.326,-0.884
1636561977438,2021-11-10T18:32:57.438,3.200,0.234,0.326,-0.883
1636561977478,2021-11-10T18:32:57.478,3.240,0.235,0.325,-0.883
1636561977518,2021-11-10T18:32:57.518,3.280,0.234,0.327,-0.883
1636561977558,2021-11-10T18:32:57.558,3.320,0.234,0.327,-0.884
1636561977598,2021-11-10T18:32:57.598,3.360,0.235,0.326,-0.883
1636561977638,2021-11-10T18:32:57.638,3.400,0.234,0.325,-0.883
1636561977678,2021-11-10T18:32:57.678,3.440,0.234,0.325,-0.884
1636561977718,2021-11-10T18:32:57.718,3.480,0.234,0.327,-0.884
1636561977758,2021-11-10T18:32:57.758,3.520,0.235,0.325,-0.882
1636561977798,2021-11-10T18:32:57.798,3.560,0.233,0.325,-0.883
1636561977838,2021-11-10T18:32:57.838,3.600,0.234,0.325,-0.884
1636561977878,2021-11-10T18:32:57.878,3.640,0.236,0.325,-0.885
1636561977918,2021-11-10T18:32:57.918,3.680,0.233,0.325,-0.884
1636561977958,2021-11-10T18:32:57.958,3.720,0.232,0.326,-0.883
1636561977998,2021-11-10T18:32:57.998,3.760,0.234,0.325,-0.884
1636561978038,2021-11-10T18:32:58.038,3.800,0.236,0.325,-0.884
1636561978078,2021-11-10T18:32:58.078,3.840,0.235,0.324,-0.883
1636561978118,2021-11-10T18:32:58.118,3.880,0.233,0.325,-0.883
1636561978158,2021-11-10T18:32:58.158,3.920,0.234,0.325,-0.885
1636561978198,2021-11-10T18:32:58.198,3.960,0.234,0.325,-0.885
1636561978238,2021-11-10T18:32:58.238,4.000,0.234,0.324,-0.882
1636561978278,2021-11-10T18:32:58.278,4.040,0.233,0.326,-0.883
1636561978318,2021-11-10T18:32:58.318,4.080,0.235,0.325,-0.882
1636561978358,2021-11-10T18:32:58.358,4.120,0.235,0.327,-0.882
1636561978398,2021-11-10T18:32:58.398,4.160,0.234,0.327,-0.883
1636561978438,2021-11-10T18:32:58.438,4.200,0.234,0.324,-0.885
1636561978478,2021-11-10T18:32:58.478,4.240,0.234,0.328,-0.881
1636561978518,2021-11-10T18:32:58.518,4.280,0.235,0.327,-0.881
1636561978558,2021-11-10T18:32:58.558,4.320,0.235,0.325,-0.884
1636561978598,2021-11-10T18:32:58.598,4.360,0.232,0.325,-0.882
1636561978638,2021-11-10T18:32:58.638,4.400,0.235,0.325,-0.884
1636561978678,2021-11-10T18:32:58.678,4.440,0.237,0.325,-0.884
1636561978718,2021-11-10T18:32:58.718,4.480,0.233,0.328,-0.882
1636561978758,2021-11-10T18:32:58.758,4.520,0.232,0.326,-0.885
1636561978798,2021-11-10T18:32:58.798,4.560,0.234,0.325,-0.884
1636561978838,2021-11-10T18:32:58.838,4.600,0.236,0.326,-0.884
1636561978878,2021-11-10T18:32:58.878,4.640,0.234,0.323,-0.883
1636561978918,2021-11-10T18:32:58.918,4.680,0.233,0.325,-0.884
1636561978958,2021-11-10T18:32:58.958,4.720,0.234,0.324,-0.885
1636561978998,2021-11-10T18:32:58.998,4.760,0.234,0.325,-0.885
1636561979038,2021-11-10T18:32:59.038,4.800,0.234,0.324,-0.883
1636561979078,2021-11-10T18:32:59.078,4.840,0.233,0.326,-0.884
1636561979118,2021-11-10T18:32:59.118,4.880,0.234,0.326,-0.885
1636561979158,2021-11-10T18:32:59.158,4.920,0.235,0.324,-0.884
1636561979198,2021-11-10T18:32:59.198,4.960,0.235,0.324,-0.884
1636561979238,2021-11-10T18:32:59.238,5.000,0.233,0.326,-0.883
1636561979278,2021-11-10T18:32:59.278,5.040,0.234,0.326,-0.883
1636561979318,2021-11-10T18:32:59.318,5.080,0.234,0.325,-0.884
1636561979358,2021-11-10T18:32:59.358,5.120,0.234,0.325,-0.884
1636561979398,2021-11-10T18:32:59.398,5.160,0.233,0.324,-0.884
1636561979438,2021-11-10T18:32:59.438,5.200,0.235,0.326,-0.882
1636561979478,2021-11-10T18:32:59.478,5.240,0.236,0.327,-0.884
1636561979518,2021-11-10T18:32:59.518,5.280,0.234,0.327,-0.884
1636561979558,2021-11-10T18:32:59.558,5.320,0.233,0.325,-0.882
1636561979598,2021-11-10T18:32:59.598,5.360,0.234,0.322,-0.884
1636561979638,2021-11-10T18:32:59.638,5.400,0.235,0.326,-0.885
1636561979678,2021-11-10T18:32:59.678,5.440,0.235,0.325,-0.884
1636561979718,2021-11-10T18:32:59.718,5.480,0.234,0.326,-0.883
1636561979758,2021-11-10T18:32:59.758,5.520,0.234,0.326,-0.885
1636561979798,2021-11-10T18:32:59.798,5.560,0.235,0.328,-0.883
1636561979838,2021-11-10T18:32:59.838,5.600,0.235,0.324,-0.884
1636561979878,2021-11-10T18:32:59.878,5.640,0.234,0.327,-0.883
1636561979918,2021-11-10T18:32:59.918,5.680,0.235,0.327,-0.884
1636561979958,2021-11-10T18:32:59.958,5.720,0.235,0.326,-0.884
1636561979998,2021-11-10T18:32:59.998,5.760,0.234,0.326,-0.884
1636561980038,2021-11-10T18:33:00.038,5.800,0.234,0.327,-0.883
1636561980078,2021-11-10T18:33:00.078,5.840,0.235,0.328,-0.883
1636561980118,2021-11-10T18:33:00.118,5.880,0.236,0.327,-0.883
1636561980158,2021-11-10T18:33:00.158,5.920,0.233,0.327,-0.882
1636561980198,2021-11-10T18:33:00.198,5.960,0.234,0.327,-0.883
1636561980238,2021-11-10T18:33:00.238,6.000,0.237,0.325,-0.885
1636561980278,2021-11-10T18:33:00.278,6.040,0.233,0.329,-0.882
