epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635316252615,2021-10-27T09.30.52.615,0.000,-0.215,0.201,-0.985
1635316252655,2021-10-27T09.30.52.655,0.040,-0.229,0.219,-0.988
1635316252695,2021-10-27T09.30.52.695,0.080,-0.228,0.209,-0.979
1635316252735,2021-10-27T09.30.52.735,0.120,-0.222,0.224,-0.981
1635316252775,2021-10-27T09.30.52.775,0.160,-0.224,0.202,-0.981
1635316252815,2021-10-27T09.30.52.815,0.200,-0.225,0.204,-0.990
1635316252855,2021-10-27T09.30.52.855,0.240,-0.218,0.207,-0.987
1635316252895,2021-10-27T09.30.52.895,0.280,-0.223,0.191,-0.987
1635316252935,2021-10-27T09.30.52.935,0.320,-0.228,0.188,-0.984
1635316252975,2021-10-27T09.30.52.975,0.360,-0.232,0.191,-0.979
1635316253015,2021-10-27T09.30.53.015,0.400,-0.220,0.209,-0.984
1635316253055,2021-10-27T09.30.53.055,0.440,-0.222,0.198,-0.992
1635316253095,2021-10-27T09.30.53.095,0.480,-0.253,0.164,-0.981
1635316253135,2021-10-27T09.30.53.135,0.520,-0.240,0.192,-0.984
1635316253175,2021-10-27T09.30.53.175,0.560,-0.250,0.172,-0.982
1635316253215,2021-10-27T09.30.53.215,0.600,-0.242,0.191,-0.979
1635316253255,2021-10-27T09.30.53.255,0.640,-0.250,0.186,-0.977
1635316253295,2021-10-27T09.30.53.295,0.680,-0.260,0.171,-0.978
1635316253335,2021-10-27T09.30.53.335,0.720,-0.254,0.196,-0.979
1635316253375,2021-10-27T09.30.53.375,0.760,-0.258,0.173,-0.975
1635316253415,2021-10-27T09.30.53.415,0.800,-0.258,0.176,-0.981
1635316253455,2021-10-27T09.30.53.455,0.840,-0.255,0.186,-0.979
1635316253495,2021-10-27T09.30.53.495,0.880,-0.253,0.182,-0.981
1635316253535,2021-10-27T09.30.53.535,0.920,-0.258,0.179,-0.981
1635316253575,2021-10-27T09.30.53.575,0.960,-0.248,0.181,-0.980
1635316253615,2021-10-27T09.30.53.615,1.000,-0.257,0.185,-0.979
1635316253655,2021-10-27T09.30.53.655,1.040,-0.259,0.174,-0.981
1635316253695,2021-10-27T09.30.53.695,1.080,-0.251,0.186,-0.979
1635316253735,2021-10-27T09.30.53.735,1.120,-0.257,0.181,-0.980
1635316253775,2021-10-27T09.30.53.775,1.160,-0.254,0.177,-0.975
1635316253815,2021-10-27T09.30.53.815,1.200,-0.254,0.185,-0.985
1635316253855,2021-10-27T09.30.53.855,1.240,-0.254,0.179,-0.974
1635316253895,2021-10-27T09.30.53.895,1.280,-0.259,0.178,-0.978
1635316253935,2021-10-27T09.30.53.935,1.320,-0.255,0.181,-0.978
1635316253975,2021-10-27T09.30.53.975,1.360,-0.267,0.175,-0.972
1635316254015,2021-10-27T09.30.54.015,1.400,-0.239,0.197,-0.990
