epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1.63567E+12,2021-10-31T10.13.36.968,0,0.762,0,-0.427
1.63567E+12,2021-10-31T10.13.37.008,0.04,0.518,-0.091,-0.64
1.63567E+12,2021-10-31T10.13.37.048,0.08,-0.152,-0.244,0.305
1.63567E+12,2021-10-31T10.13.37.088,0.12,-0.183,-0.274,0.671
1.63567E+12,2021-10-31T10.13.37.128,0.16,0.366,0.152,0.732
1.63567E+12,2021-10-31T10.13.37.168,0.2,0.762,-0.03,0.762
1.63567E+12,2021-10-31T10.13.37.208,0.24,0.518,-0.884,0.793
1.63567E+12,2021-10-31T10.13.37.248,0.28,-0.305,-1.098,0.61
1.63567E+12,2021-10-31T10.13.37.288,0.32,0.488,-1.25,0.152
1.63567E+12,2021-10-31T10.13.37.328,0.36,1.646,-2.043,-0.793
1.63567E+12,2021-10-31T10.13.37.368,0.4,0.671,-0.976,-1.037
1.63567E+12,2021-10-31T10.13.37.408,0.44,0.64,0.762,-0.427
1.63567E+12,2021-10-31T10.13.37.448,0.48,1.28,1.037,0
1.63567E+12,2021-10-31T10.13.37.488,0.52,0.854,0.396,0.366
1.63567E+12,2021-10-31T10.13.37.528,0.56,-0.183,0.122,0.671
1.63567E+12,2021-10-31T10.13.37.568,0.6,-0.457,0.305,0.793
1.63567E+12,2021-10-31T10.13.37.608,0.64,-0.457,0.274,0.884
1.63567E+12,2021-10-31T10.13.37.648,0.68,-1.067,0,1.189
1.63567E+12,2021-10-31T10.13.37.688,0.72,-1.037,-0.03,1.524
1.63567E+12,2021-10-31T10.13.37.728,0.76,-1.006,0.335,1.067
1.63567E+12,2021-10-31T10.13.37.768,0.8,0.03,0.427,0.549
1.63567E+12,2021-10-31T10.13.37.808,0.84,0.091,0.427,0.152
1.63567E+12,2021-10-31T10.13.37.848,0.88,0.213,0.335,-0.488
1.63567E+12,2021-10-31T10.13.37.888,0.92,0.671,-0.366,-0.183
1.63567E+12,2021-10-31T10.13.37.928,0.96,-0.488,-0.396,0.152
1.63567E+12,2021-10-31T10.13.37.968,1,-0.915,0.274,0.244
1.63567E+12,2021-10-31T10.13.38.008,1.04,-1.22,0.091,0.213
1.63567E+12,2021-10-31T10.13.38.048,1.08,-0.091,-0.244,0.732
1.63567E+12,2021-10-31T10.13.38.088,1.12,0.183,-0.762,0.579
1.63567E+12,2021-10-31T10.13.38.128,1.16,0,-1.128,-0.03
1.63567E+12,2021-10-31T10.13.38.168,1.2,0.793,-1.22,-0.335
1.63567E+12,2021-10-31T10.13.38.208,1.24,1.524,-1.25,-0.183
1.63567E+12,2021-10-31T10.13.38.248,1.28,0.061,-1.829,-0.091
1.63567E+12,2021-10-31T10.13.38.288,1.32,0.03,-1.341,0.183
1.63567E+12,2021-10-31T10.13.38.328,1.36,0.457,-0.305,0.732
1.63567E+12,2021-10-31T10.13.38.368,1.4,0.183,-0.732,0.793
1.63567E+12,2021-10-31T10.13.38.408,1.44,0.549,-0.701,1.128
1.63567E+12,2021-10-31T10.13.38.448,1.48,-0.762,0.488,0.884
1.63567E+12,2021-10-31T10.13.38.488,1.52,-1.341,1.006,0.518
1.63567E+12,2021-10-31T10.13.38.528,1.56,-0.274,0.64,1.006
1.63567E+12,2021-10-31T10.13.38.568,1.6,-1.189,0.823,0.61
1.63567E+12,2021-10-31T10.13.38.608,1.64,0.122,1.555,-0.03
1.63567E+12,2021-10-31T10.13.38.648,1.68,0.671,1.555,-0.244
1.63567E+12,2021-10-31T10.13.38.688,1.72,0.183,0.701,0.457
1.63567E+12,2021-10-31T10.13.38.728,1.76,-0.884,0.244,1.494
1.63567E+12,2021-10-31T10.13.38.768,1.8,-1.677,0.945,1.463
1.63567E+12,2021-10-31T10.13.38.808,1.84,-0.274,0.671,0.793
1.63567E+12,2021-10-31T10.13.38.848,1.88,0.152,-0.396,0.793
