epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636471037597,2021-11-09T17.17.17.597,0.000,0.640,0.122,-0.061
1636471037637,2021-11-09T17.17.17.637,0.040,0.335,0.061,-0.183
1636471037677,2021-11-09T17.17.17.677,0.080,0.366,0.091,-0.122
1636471037717,2021-11-09T17.17.17.717,0.120,0.274,0.091,-0.183
1636471037757,2021-11-09T17.17.17.757,0.160,0.610,0.122,-0.244
1636471037797,2021-11-09T17.17.17.797,0.200,0.305,0.122,-0.274
1636471037837,2021-11-09T17.17.17.837,0.240,0.671,0.030,-0.183
1636471037877,2021-11-09T17.17.17.877,0.280,0.091,0.274,-0.152
1636471037917,2021-11-09T17.17.17.917,0.320,0.701,0.000,-0.305
1636471037957,2021-11-09T17.17.17.957,0.360,1.098,0.000,-0.213
1636471037997,2021-11-09T17.17.17.997,0.400,-0.122,0.213,-0.213
1636471038037,2021-11-09T17.17.18.037,0.440,0.793,0.000,-0.213
1636471038077,2021-11-09T17.17.18.077,0.480,0.244,0.122,-0.213
1636471038117,2021-11-09T17.17.18.117,0.520,0.579,0.091,-0.213
1636471038157,2021-11-09T17.17.18.157,0.560,0.579,0.091,-0.244
1636471038197,2021-11-09T17.17.18.197,0.600,0.183,0.152,-0.244
1636471038237,2021-11-09T17.17.18.237,0.640,0.701,0.061,-0.213
1636471038277,2021-11-09T17.17.18.277,0.680,0.427,0.122,-0.183
1636471038317,2021-11-09T17.17.18.317,0.720,0.457,0.122,-0.152
1636471038357,2021-11-09T17.17.18.357,0.760,0.640,0.061,-0.213
1636471038397,2021-11-09T17.17.18.397,0.800,0.457,0.091,-0.244
1636471038437,2021-11-09T17.17.18.437,0.840,0.610,0.091,-0.213
1636471038477,2021-11-09T17.17.18.477,0.880,0.488,0.122,-0.213
1636471038517,2021-11-09T17.17.18.517,0.920,0.518,0.122,-0.213
1636471038557,2021-11-09T17.17.18.557,0.960,0.518,0.122,-0.183
1636471038597,2021-11-09T17.17.18.597,1.000,0.427,0.122,-0.183
1636471038637,2021-11-09T17.17.18.637,1.040,0.427,0.091,-0.244
1636471038677,2021-11-09T17.17.18.677,1.080,0.671,0.152,-0.244
1636471038717,2021-11-09T17.17.18.717,1.120,0.396,0.091,-0.274
1636471038757,2021-11-09T17.17.18.757,1.160,0.640,0.030,-0.244
1636471038797,2021-11-09T17.17.18.797,1.200,0.152,0.244,-0.122
1636471038837,2021-11-09T17.17.18.837,1.240,0.579,0.030,-0.274
1636471038877,2021-11-09T17.17.18.877,1.280,1.189,-0.030,-0.213
1636471038917,2021-11-09T17.17.18.917,1.320,-0.122,0.213,-0.152
1636471038957,2021-11-09T17.17.18.957,1.360,0.640,0.000,-0.152
1636471038997,2021-11-09T17.17.18.997,1.400,0.335,0.061,-0.244
1636471039037,2021-11-09T17.17.19.037,1.440,0.518,0.091,-0.213
1636471039077,2021-11-09T17.17.19.077,1.480,0.518,0.091,-0.244
1636471039117,2021-11-09T17.17.19.117,1.520,0.183,0.122,-0.213
1636471039157,2021-11-09T17.17.19.157,1.560,0.610,0.091,-0.274
1636471039197,2021-11-09T17.17.19.197,1.600,0.427,0.122,-0.183
1636471039237,2021-11-09T17.17.19.237,1.640,0.244,0.091,-0.213
1636471039277,2021-11-09T17.17.19.277,1.680,0.640,0.091,-0.244
1636471039317,2021-11-09T17.17.19.317,1.720,0.305,0.122,-0.244
1636471039357,2021-11-09T17.17.19.357,1.760,0.549,0.030,-0.244
1636471039397,2021-11-09T17.17.19.397,1.800,0.366,0.183,-0.244
1636471039437,2021-11-09T17.17.19.437,1.840,0.549,0.091,-0.244
1636471039477,2021-11-09T17.17.19.477,1.880,0.244,0.152,-0.274
1636471039517,2021-11-09T17.17.19.517,1.920,0.427,0.122,-0.244
1636471039557,2021-11-09T17.17.19.557,1.960,0.488,0.061,-0.213
1636471039597,2021-11-09T17.17.19.597,2.000,0.427,0.000,-0.244
1636471039637,2021-11-09T17.17.19.637,2.040,0.457,0.274,-0.152
1636471039677,2021-11-09T17.17.19.677,2.080,0.122,0.183,-0.274
1636471039717,2021-11-09T17.17.19.717,2.120,1.372,-0.091,-0.213
1636471039757,2021-11-09T17.17.19.757,2.160,-0.091,0.244,-0.213
1636471039797,2021-11-09T17.17.19.797,2.200,0.518,0.030,-0.183
1636471039837,2021-11-09T17.17.19.837,2.240,0.488,0.091,-0.274
1636471039877,2021-11-09T17.17.19.877,2.280,0.366,0.213,-0.213
1636471039917,2021-11-09T17.17.19.917,2.320,0.579,0.091,-0.213
1636471039957,2021-11-09T17.17.19.957,2.360,0.366,0.091,-0.183
1636471039997,2021-11-09T17.17.19.997,2.400,0.183,0.152,-0.213
1636471040037,2021-11-09T17.17.20.037,2.440,0.823,0.061,-0.213
1636471040077,2021-11-09T17.17.20.077,2.480,0.183,0.183,-0.183
1636471040117,2021-11-09T17.17.20.117,2.520,0.610,0.091,-0.183
1636471040157,2021-11-09T17.17.20.157,2.560,0.457,0.091,-0.274
1636471040197,2021-11-09T17.17.20.197,2.600,0.396,0.091,-0.183
1636471040237,2021-11-09T17.17.20.237,2.640,0.244,0.122,-0.152
1636471040277,2021-11-09T17.17.20.277,2.680,0.640,0.091,-0.183
1636471040317,2021-11-09T17.17.20.317,2.720,0.183,0.152,-0.213
1636471040357,2021-11-09T17.17.20.357,2.760,0.396,0.061,-0.213
1636471040397,2021-11-09T17.17.20.397,2.800,0.671,0.122,-0.274
1636471040437,2021-11-09T17.17.20.437,2.840,0.396,0.091,-0.305
1636471040477,2021-11-09T17.17.20.477,2.880,0.671,0.122,-0.213
1636471040517,2021-11-09T17.17.20.517,2.920,-0.122,0.244,-0.244
1636471040557,2021-11-09T17.17.20.557,2.960,1.280,-0.061,-0.396
1636471040597,2021-11-09T17.17.20.597,3.000,0.884,0.000,-0.366
1636471040637,2021-11-09T17.17.20.637,3.040,0.061,0.213,-0.305
1636471040677,2021-11-09T17.17.20.677,3.080,1.189,0.000,-0.366
1636471040717,2021-11-09T17.17.20.717,3.120,0.457,0.122,-0.305
1636471040757,2021-11-09T17.17.20.757,3.160,0.640,0.030,-0.244
1636471040797,2021-11-09T17.17.20.797,3.200,0.793,0.122,-0.244
1636471040837,2021-11-09T17.17.20.837,3.240,0.183,0.091,-0.335
1636471040877,2021-11-09T17.17.20.877,3.280,1.311,0.091,-0.488
1636471040917,2021-11-09T17.17.20.917,3.320,1.067,0.030,-0.488
1636471040957,2021-11-09T17.17.20.957,3.360,0.732,0.000,-0.427
1636471040997,2021-11-09T17.17.20.997,3.400,1.006,0.091,-0.274
1636471041037,2021-11-09T17.17.21.037,3.440,0.884,-0.061,-0.152
1636471041077,2021-11-09T17.17.21.077,3.480,0.915,-0.061,-0.183
1636471041117,2021-11-09T17.17.21.117,3.520,0.640,0.244,-0.091
1636471041157,2021-11-09T17.17.21.157,3.560,0.610,-0.030,-0.030
1636471041197,2021-11-09T17.17.21.197,3.600,0.549,0.122,-0.091
1636471041237,2021-11-09T17.17.21.237,3.640,0.213,0.427,-0.122
1636471041277,2021-11-09T17.17.21.277,3.680,0.884,-0.030,-0.183
1636471041317,2021-11-09T17.17.21.317,3.720,1.189,0.000,-0.305
1636471041357,2021-11-09T17.17.21.357,3.760,0.335,-0.061,-0.061
1636471041397,2021-11-09T17.17.21.397,3.800,1.159,0.091,-0.091
1636471041437,2021-11-09T17.17.21.437,3.840,0.640,0.305,-0.061
1636471041477,2021-11-09T17.17.21.477,3.880,-0.335,0.091,0.152
1636471041517,2021-11-09T17.17.21.517,3.920,0.762,0.000,-0.152
1636471041557,2021-11-09T17.17.21.557,3.960,1.006,-0.030,-0.335
1636471041597,2021-11-09T17.17.21.597,4.000,0.610,0.091,-0.213
1636471041637,2021-11-09T17.17.21.637,4.040,0.305,0.152,-0.152
1636471041677,2021-11-09T17.17.21.677,4.080,0.183,0.061,-0.122
1636471041717,2021-11-09T17.17.21.717,4.120,0.701,0.183,-0.213
1636471041757,2021-11-09T17.17.21.757,4.160,0.366,0.091,-0.152
1636471041797,2021-11-09T17.17.21.797,4.200,0.335,0.030,-0.152
1636471041837,2021-11-09T17.17.21.837,4.240,0.671,0.183,-0.244
1636471041877,2021-11-09T17.17.21.877,4.280,0.457,0.152,-0.213
1636471041917,2021-11-09T17.17.21.917,4.320,0.274,0.061,-0.122
1636471041957,2021-11-09T17.17.21.957,4.360,0.244,0.152,-0.091
1636471041997,2021-11-09T17.17.21.997,4.400,0.335,0.244,-0.122
1636471042037,2021-11-09T17.17.22.037,4.440,0.274,0.091,-0.305
1636471042077,2021-11-09T17.17.22.077,4.480,0.701,0.091,-0.335
1636471042117,2021-11-09T17.17.22.117,4.520,0.274,0.152,-0.213
1636471042157,2021-11-09T17.17.22.157,4.560,0.823,0.000,-0.152
1636471042197,2021-11-09T17.17.22.197,4.600,0.427,0.091,-0.091
1636471042237,2021-11-09T17.17.22.237,4.640,0.213,0.091,-0.183
1636471042277,2021-11-09T17.17.22.277,4.680,0.457,0.122,-0.305
1636471042317,2021-11-09T17.17.22.317,4.720,0.091,0.122,-0.213
1636471042357,2021-11-09T17.17.22.357,4.760,0.396,0.091,-0.213
1636471042397,2021-11-09T17.17.22.397,4.800,0.671,0.122,-0.213
1636471042437,2021-11-09T17.17.22.437,4.840,0.000,0.213,-0.152
1636471042477,2021-11-09T17.17.22.477,4.880,0.610,0.000,-0.213
1636471042517,2021-11-09T17.17.22.517,4.920,0.549,0.213,-0.244
1636471042557,2021-11-09T17.17.22.557,4.960,0.244,0.122,-0.274
1636471042597,2021-11-09T17.17.22.597,5.000,0.701,0.030,-0.244
1636471042637,2021-11-09T17.17.22.637,5.040,0.244,0.183,-0.152
1636471042677,2021-11-09T17.17.22.677,5.080,0.274,0.091,-0.152
1636471042717,2021-11-09T17.17.22.717,5.120,0.305,0.152,-0.305
1636471042757,2021-11-09T17.17.22.757,5.160,0.366,0.213,-0.274
1636471042797,2021-11-09T17.17.22.797,5.200,0.244,0.091,-0.244
1636471042837,2021-11-09T17.17.22.837,5.240,0.732,0.030,-0.274
1636471042877,2021-11-09T17.17.22.877,5.280,0.122,0.305,-0.183
1636471042917,2021-11-09T17.17.22.917,5.320,0.213,0.061,-0.244
1636471042957,2021-11-09T17.17.22.957,5.360,1.189,0.030,-0.274
1636471042997,2021-11-09T17.17.22.997,5.400,0.061,0.244,-0.244
1636471043037,2021-11-09T17.17.23.037,5.440,0.396,0.000,-0.183
1636471043077,2021-11-09T17.17.23.077,5.480,0.274,0.152,-0.122
1636471043117,2021-11-09T17.17.23.117,5.520,0.183,0.152,-0.152
1636471043157,2021-11-09T17.17.23.157,5.560,0.518,0.061,-0.244
1636471043197,2021-11-09T17.17.23.197,5.600,0.305,0.152,-0.213
1636471043237,2021-11-09T17.17.23.237,5.640,0.396,0.152,-0.183
1636471043277,2021-11-09T17.17.23.277,5.680,0.549,0.152,-0.152
1636471043317,2021-11-09T17.17.23.317,5.720,0.122,0.152,-0.183
1636471043357,2021-11-09T17.17.23.357,5.760,0.610,0.122,-0.183
1636471043397,2021-11-09T17.17.23.397,5.800,0.213,0.152,-0.244
1636471043437,2021-11-09T17.17.23.437,5.840,0.579,0.030,-0.152
1636471043477,2021-11-09T17.17.23.477,5.880,0.335,0.152,-0.183
1636471043517,2021-11-09T17.17.23.517,5.920,0.518,0.091,-0.152
1636471043557,2021-11-09T17.17.23.557,5.960,0.183,0.183,-0.091
1636471043597,2021-11-09T17.17.23.597,6.000,0.122,0.274,0.000
1636471043637,2021-11-09T17.17.23.637,6.040,0.030,0.335,0.000
1636471043677,2021-11-09T17.17.23.677,6.080,0.549,0.152,0.030
1636471043717,2021-11-09T17.17.23.717,6.120,0.213,0.183,0.000
1636471043757,2021-11-09T17.17.23.757,6.160,0.030,0.305,0.122
1636471043797,2021-11-09T17.17.23.797,6.200,-0.152,0.335,0.183
1636471043837,2021-11-09T17.17.23.837,6.240,0.610,0.091,0.030
1636471043877,2021-11-09T17.17.23.877,6.280,0.122,0.152,-0.091
1636471043917,2021-11-09T17.17.23.917,6.320,0.457,0.122,-0.152
1636471043957,2021-11-09T17.17.23.957,6.360,0.640,0.030,-0.183
1636471043997,2021-11-09T17.17.23.997,6.400,0.488,0.061,-0.152
1636471044037,2021-11-09T17.17.24.037,6.440,0.335,0.152,-0.122
1636471044077,2021-11-09T17.17.24.077,6.480,0.396,0.061,-0.122
1636471044117,2021-11-09T17.17.24.117,6.520,0.488,0.091,-0.244
1636471044157,2021-11-09T17.17.24.157,6.560,0.640,0.030,-0.183
