epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635415837800,2021-10-28T13.10.37.800,0.000,0.175,0.189,-0.988
1635415837840,2021-10-28T13.10.37.840,0.040,0.180,0.193,-0.999
1635415837880,2021-10-28T13.10.37.880,0.080,0.180,0.197,-0.992
1635415837920,2021-10-28T13.10.37.920,0.120,0.173,0.193,-0.995
1635415837960,2021-10-28T13.10.37.960,0.160,0.177,0.190,-0.996
1635415838000,2021-10-28T13.10.38.000,0.200,0.174,0.189,-0.996
1635415838040,2021-10-28T13.10.38.040,0.240,0.174,0.190,-0.996
1635415838080,2021-10-28T13.10.38.080,0.280,0.177,0.188,-0.995
1635415838120,2021-10-28T13.10.38.120,0.320,0.178,0.188,-0.996
1635415838160,2021-10-28T13.10.38.160,0.360,0.176,0.191,-0.996
1635415838200,2021-10-28T13.10.38.200,0.400,0.180,0.191,-0.993
1635415838240,2021-10-28T13.10.38.240,0.440,0.177,0.188,-0.998
1635415838280,2021-10-28T13.10.38.280,0.480,0.177,0.187,-0.996
1635415838320,2021-10-28T13.10.38.320,0.520,0.180,0.192,-0.992
1635415838360,2021-10-28T13.10.38.360,0.560,0.175,0.187,-0.995
1635415838400,2021-10-28T13.10.38.400,0.600,0.172,0.182,-0.997
1635415838440,2021-10-28T13.10.38.440,0.640,0.178,0.189,-0.997
1635415838480,2021-10-28T13.10.38.480,0.680,0.182,0.189,-0.993
1635415838520,2021-10-28T13.10.38.520,0.720,0.181,0.185,-0.996
1635415838560,2021-10-28T13.10.38.560,0.760,0.186,0.190,-0.994
1635415838600,2021-10-28T13.10.38.600,0.800,0.183,0.191,-0.993
1635415838640,2021-10-28T13.10.38.640,0.840,0.179,0.187,-0.995
1635415838680,2021-10-28T13.10.38.680,0.880,0.180,0.187,-0.994
1635415838720,2021-10-28T13.10.38.720,0.920,0.178,0.188,-0.996
1635415838760,2021-10-28T13.10.38.760,0.960,0.178,0.186,-0.993
1635415838800,2021-10-28T13.10.38.800,1.000,0.180,0.185,-0.996
1635415838840,2021-10-28T13.10.38.840,1.040,0.182,0.189,-0.993
1635415838880,2021-10-28T13.10.38.880,1.080,0.185,0.190,-0.993
1635415838920,2021-10-28T13.10.38.920,1.120,0.183,0.186,-0.994
1635415838960,2021-10-28T13.10.38.960,1.160,0.179,0.184,-0.995
1635415839000,2021-10-28T13.10.39.000,1.200,0.179,0.186,-0.994
1635415839040,2021-10-28T13.10.39.040,1.240,0.174,0.188,-0.999
1635415839080,2021-10-28T13.10.39.080,1.280,0.175,0.181,-0.996
1635415839120,2021-10-28T13.10.39.120,1.320,0.177,0.180,-0.996
1635415839160,2021-10-28T13.10.39.160,1.360,0.174,0.182,-0.998
1635415839200,2021-10-28T13.10.39.200,1.400,0.177,0.177,-0.998
1635415839240,2021-10-28T13.10.39.240,1.440,0.177,0.176,-0.994
1635415839280,2021-10-28T13.10.39.280,1.480,0.176,0.180,-0.995
1635415839320,2021-10-28T13.10.39.320,1.520,0.176,0.179,-0.997
1635415839360,2021-10-28T13.10.39.360,1.560,0.180,0.176,-0.996
1635415839400,2021-10-28T13.10.39.400,1.600,0.181,0.177,-0.996
1635415839440,2021-10-28T13.10.39.440,1.640,0.180,0.176,-0.996
1635415839480,2021-10-28T13.10.39.480,1.680,0.181,0.175,-0.997
1635415839520,2021-10-28T13.10.39.520,1.720,0.180,0.178,-0.995
1635415839560,2021-10-28T13.10.39.560,1.760,0.178,0.179,-0.996
1635415839600,2021-10-28T13.10.39.600,1.800,0.179,0.175,-0.998
1635415839640,2021-10-28T13.10.39.640,1.840,0.180,0.178,-0.997
1635415839680,2021-10-28T13.10.39.680,1.880,0.181,0.175,-0.999
1635415839720,2021-10-28T13.10.39.720,1.920,0.181,0.176,-0.998
1635415839760,2021-10-28T13.10.39.760,1.960,0.179,0.192,-0.992
1635415839800,2021-10-28T13.10.39.800,2.000,0.181,0.182,-0.997
1635415839840,2021-10-28T13.10.39.840,2.040,0.177,0.193,-0.993
1635415839880,2021-10-28T13.10.39.880,2.080,0.175,0.196,-0.995
1635415839920,2021-10-28T13.10.39.920,2.120,0.170,0.197,-0.993
1635415839960,2021-10-28T13.10.39.960,2.160,0.169,0.199,-0.989
1635415840000,2021-10-28T13.10.40.000,2.200,0.170,0.200,-0.994
1635415840040,2021-10-28T13.10.40.040,2.240,0.174,0.186,-0.998
1635415840080,2021-10-28T13.10.40.080,2.280,0.171,0.197,-0.994
1635415840120,2021-10-28T13.10.40.120,2.320,0.173,0.199,-0.994
1635415840160,2021-10-28T13.10.40.160,2.360,0.173,0.192,-0.993
1635415840200,2021-10-28T13.10.40.200,2.400,0.167,0.190,-0.994
1635415840240,2021-10-28T13.10.40.240,2.440,0.170,0.192,-0.995
1635415840280,2021-10-28T13.10.40.280,2.480,0.178,0.199,-0.992
1635415840320,2021-10-28T13.10.40.320,2.520,0.178,0.202,-0.991
1635415840360,2021-10-28T13.10.40.360,2.560,0.174,0.196,-0.994
1635415840400,2021-10-28T13.10.40.400,2.600,0.176,0.196,-0.994
1635415840440,2021-10-28T13.10.40.440,2.640,0.177,0.200,-0.993
1635415840480,2021-10-28T13.10.40.480,2.680,0.174,0.200,-0.994
1635415840520,2021-10-28T13.10.40.520,2.720,0.174,0.193,-0.989
1635415840560,2021-10-28T13.10.40.560,2.760,0.169,0.199,-0.995
1635415840600,2021-10-28T13.10.40.600,2.800,0.177,0.200,-0.992
1635415840640,2021-10-28T13.10.40.640,2.840,0.175,0.193,-0.990
1635415840680,2021-10-28T13.10.40.680,2.880,0.180,0.197,-0.997
1635415840720,2021-10-28T13.10.40.720,2.920,0.174,0.204,-0.989
1635415840760,2021-10-28T13.10.40.760,2.960,0.173,0.196,-0.992
1635415840800,2021-10-28T13.10.40.800,3.000,0.177,0.195,-0.993
1635415840840,2021-10-28T13.10.40.840,3.040,0.178,0.196,-0.993
1635415840880,2021-10-28T13.10.40.880,3.080,0.177,0.195,-0.994
1635415840920,2021-10-28T13.10.40.920,3.120,0.175,0.199,-0.990
1635415840960,2021-10-28T13.10.40.960,3.160,0.179,0.203,-0.991
1635415841000,2021-10-28T13.10.41.000,3.200,0.180,0.201,-0.992
1635415841040,2021-10-28T13.10.41.040,3.240,0.176,0.196,-0.993
1635415841080,2021-10-28T13.10.41.080,3.280,0.175,0.196,-0.991
1635415841120,2021-10-28T13.10.41.120,3.320,0.176,0.198,-0.993
1635415841160,2021-10-28T13.10.41.160,3.360,0.175,0.199,-0.992
1635415841200,2021-10-28T13.10.41.200,3.400,0.176,0.196,-0.993
1635415841240,2021-10-28T13.10.41.240,3.440,0.176,0.198,-0.994
1635415841280,2021-10-28T13.10.41.280,3.480,0.174,0.195,-0.993
1635415841320,2021-10-28T13.10.41.320,3.520,0.176,0.193,-0.996
