epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636463525398,2021-11-09T15.12.05.398,0.000,0.048,-0.083,-0.988
1636463525437,2021-11-09T15.12.05.437,0.039,0.048,-0.084,-0.998
1636463525477,2021-11-09T15.12.05.477,0.079,0.048,-0.084,-0.995
1636463525516,2021-11-09T15.12.05.516,0.118,0.049,-0.084,-0.995
1636463525554,2021-11-09T15.12.05.554,0.156,0.048,-0.084,-0.995
1636463525594,2021-11-09T15.12.05.594,0.196,0.049,-0.084,-0.995
1636463525633,2021-11-09T15.12.05.633,0.235,0.048,-0.083,-0.994
1636463525673,2021-11-09T15.12.05.673,0.275,0.047,-0.085,-0.994
1636463525712,2021-11-09T15.12.05.712,0.314,0.048,-0.085,-0.995
1636463525752,2021-11-09T15.12.05.752,0.354,0.049,-0.084,-0.994
1636463525792,2021-11-09T15.12.05.792,0.394,0.048,-0.085,-0.994
1636463525830,2021-11-09T15.12.05.830,0.432,0.049,-0.085,-0.993
1636463525869,2021-11-09T15.12.05.869,0.471,0.048,-0.084,-0.994
1636463525909,2021-11-09T15.12.05.909,0.511,0.047,-0.085,-0.995
1636463525948,2021-11-09T15.12.05.948,0.550,0.049,-0.084,-0.994
1636463525988,2021-11-09T15.12.05.988,0.590,0.047,-0.083,-0.994
1636463526027,2021-11-09T15.12.06.027,0.629,0.048,-0.085,-0.993
1636463526067,2021-11-09T15.12.06.067,0.669,0.049,-0.084,-0.994
1636463526105,2021-11-09T15.12.06.105,0.707,0.046,-0.084,-0.994
1636463526145,2021-11-09T15.12.06.145,0.747,0.048,-0.084,-0.994
1636463526184,2021-11-09T15.12.06.184,0.786,0.048,-0.084,-0.995
1636463526224,2021-11-09T15.12.06.224,0.826,0.048,-0.084,-0.993
1636463526263,2021-11-09T15.12.06.263,0.865,0.047,-0.085,-0.994
1636463526303,2021-11-09T15.12.06.303,0.905,0.048,-0.084,-0.993
1636463526342,2021-11-09T15.12.06.342,0.944,0.047,-0.085,-0.992
1636463526382,2021-11-09T15.12.06.382,0.984,0.049,-0.085,-0.994
1636463526420,2021-11-09T15.12.06.420,1.022,0.048,-0.084,-0.994
1636463526460,2021-11-09T15.12.06.460,1.062,0.048,-0.085,-0.994
1636463526499,2021-11-09T15.12.06.499,1.101,0.047,-0.085,-0.994
1636463526539,2021-11-09T15.12.06.539,1.141,0.049,-0.085,-0.994
1636463526578,2021-11-09T15.12.06.578,1.180,0.048,-0.084,-0.993
1636463526618,2021-11-09T15.12.06.618,1.220,0.047,-0.085,-0.995
1636463526657,2021-11-09T15.12.06.657,1.259,0.048,-0.084,-0.993
1636463526695,2021-11-09T15.12.06.695,1.297,0.048,-0.085,-0.993
1636463526735,2021-11-09T15.12.06.735,1.337,0.048,-0.085,-0.995
1636463526775,2021-11-09T15.12.06.775,1.377,0.048,-0.084,-0.993
1636463526814,2021-11-09T15.12.06.814,1.416,0.048,-0.085,-0.994
1636463526854,2021-11-09T15.12.06.854,1.456,0.048,-0.085,-0.995
1636463526893,2021-11-09T15.12.06.893,1.495,0.048,-0.085,-0.994
1636463526933,2021-11-09T15.12.06.933,1.535,0.048,-0.084,-0.992
1636463526972,2021-11-09T15.12.06.972,1.574,0.047,-0.084,-0.993
1636463527010,2021-11-09T15.12.07.010,1.612,0.048,-0.084,-0.993
1636463527050,2021-11-09T15.12.07.050,1.652,0.048,-0.085,-0.994
1636463527089,2021-11-09T15.12.07.089,1.691,0.048,-0.084,-0.993
1636463527129,2021-11-09T15.12.07.129,1.731,0.048,-0.085,-0.993
1636463527169,2021-11-09T15.12.07.169,1.771,0.048,-0.084,-0.995
1636463527208,2021-11-09T15.12.07.208,1.810,0.049,-0.084,-0.993
1636463527248,2021-11-09T15.12.07.248,1.850,0.048,-0.084,-0.995
1636463527286,2021-11-09T15.12.07.286,1.888,0.048,-0.084,-0.994
1636463527325,2021-11-09T15.12.07.325,1.927,0.049,-0.085,-0.994
1636463527365,2021-11-09T15.12.07.365,1.967,0.048,-0.085,-0.993
1636463527404,2021-11-09T15.12.07.404,2.006,0.048,-0.083,-0.994
1636463527444,2021-11-09T15.12.07.444,2.046,0.048,-0.084,-0.995
1636463527483,2021-11-09T15.12.07.483,2.085,0.047,-0.085,-0.994
1636463527523,2021-11-09T15.12.07.523,2.125,0.047,-0.084,-0.992
1636463527561,2021-11-09T15.12.07.561,2.163,0.048,-0.085,-0.993
1636463527601,2021-11-09T15.12.07.601,2.203,0.048,-0.085,-0.994
1636463527640,2021-11-09T15.12.07.640,2.242,0.049,-0.084,-0.994
1636463527680,2021-11-09T15.12.07.680,2.282,0.048,-0.084,-0.994
1636463527719,2021-11-09T15.12.07.719,2.321,0.049,-0.084,-0.993
1636463527759,2021-11-09T15.12.07.759,2.361,0.048,-0.084,-0.994
1636463527798,2021-11-09T15.12.07.798,2.400,0.048,-0.084,-0.992
1636463527838,2021-11-09T15.12.07.838,2.440,0.048,-0.083,-0.995
1636463527876,2021-11-09T15.12.07.876,2.478,0.048,-0.085,-0.993
1636463527916,2021-11-09T15.12.07.916,2.518,0.048,-0.085,-0.994
1636463527955,2021-11-09T15.12.07.955,2.557,0.048,-0.085,-0.994
1636463527995,2021-11-09T15.12.07.995,2.597,0.048,-0.084,-0.993
1636463528034,2021-11-09T15.12.08.034,2.636,0.047,-0.084,-0.993
1636463528074,2021-11-09T15.12.08.074,2.676,0.048,-0.085,-0.994
1636463528113,2021-11-09T15.12.08.113,2.715,0.047,-0.084,-0.995
1636463528151,2021-11-09T15.12.08.151,2.753,0.047,-0.085,-0.994
1636463528191,2021-11-09T15.12.08.191,2.793,0.049,-0.085,-0.993
1636463528231,2021-11-09T15.12.08.231,2.833,0.048,-0.084,-0.993
1636463528270,2021-11-09T15.12.08.270,2.872,0.048,-0.084,-0.993
1636463528310,2021-11-09T15.12.08.310,2.912,0.048,-0.085,-0.994
1636463528349,2021-11-09T15.12.08.349,2.951,0.048,-0.085,-0.993
1636463528389,2021-11-09T15.12.08.389,2.991,0.048,-0.085,-0.993
1636463528427,2021-11-09T15.12.08.427,3.029,0.048,-0.084,-0.994
1636463528466,2021-11-09T15.12.08.466,3.068,0.049,-0.084,-0.993
1636463528506,2021-11-09T15.12.08.506,3.108,0.047,-0.085,-0.994
1636463528546,2021-11-09T15.12.08.546,3.148,0.049,-0.085,-0.994
1636463528585,2021-11-09T15.12.08.585,3.187,0.048,-0.085,-0.993
1636463528625,2021-11-09T15.12.08.625,3.227,0.048,-0.084,-0.994
1636463528664,2021-11-09T15.12.08.664,3.266,0.048,-0.084,-0.993
1636463528702,2021-11-09T15.12.08.702,3.304,0.048,-0.085,-0.993
1636463528742,2021-11-09T15.12.08.742,3.344,0.047,-0.084,-0.994
1636463528781,2021-11-09T15.12.08.781,3.383,0.049,-0.085,-0.994
1636463528821,2021-11-09T15.12.08.821,3.423,0.048,-0.084,-0.994
1636463528860,2021-11-09T15.12.08.860,3.462,0.048,-0.084,-0.994
1636463528900,2021-11-09T15.12.08.900,3.502,0.048,-0.085,-0.993
1636463528940,2021-11-09T15.12.08.940,3.542,0.048,-0.084,-0.993
1636463528979,2021-11-09T15.12.08.979,3.581,0.049,-0.084,-0.993
1636463529017,2021-11-09T15.12.09.017,3.619,0.049,-0.086,-0.993
1636463529057,2021-11-09T15.12.09.057,3.659,0.048,-0.085,-0.993
1636463529096,2021-11-09T15.12.09.096,3.698,0.048,-0.084,-0.993
1636463529136,2021-11-09T15.12.09.136,3.738,0.048,-0.085,-0.994
1636463529175,2021-11-09T15.12.09.175,3.777,0.049,-0.084,-0.994
1636463529215,2021-11-09T15.12.09.215,3.817,0.048,-0.084,-0.994
1636463529254,2021-11-09T15.12.09.254,3.856,0.048,-0.085,-0.994
1636463529293,2021-11-09T15.12.09.293,3.895,0.048,-0.085,-0.994
1636463529332,2021-11-09T15.12.09.332,3.934,0.049,-0.084,-0.994
1636463529372,2021-11-09T15.12.09.372,3.974,0.047,-0.085,-0.994
1636463529411,2021-11-09T15.12.09.411,4.013,0.048,-0.085,-0.994
1636463529451,2021-11-09T15.12.09.451,4.053,0.047,-0.085,-0.994
1636463529490,2021-11-09T15.12.09.490,4.092,0.048,-0.085,-0.994
1636463529530,2021-11-09T15.12.09.530,4.132,0.048,-0.084,-0.994
1636463529568,2021-11-09T15.12.09.568,4.170,0.048,-0.085,-0.994
1636463529608,2021-11-09T15.12.09.608,4.210,0.049,-0.085,-0.993
1636463529647,2021-11-09T15.12.09.647,4.249,0.048,-0.084,-0.993
1636463529687,2021-11-09T15.12.09.687,4.289,0.049,-0.085,-0.993
1636463529726,2021-11-09T15.12.09.726,4.328,0.048,-0.085,-0.993
1636463529766,2021-11-09T15.12.09.766,4.368,0.049,-0.085,-0.993
1636463529805,2021-11-09T15.12.09.805,4.407,0.048,-0.085,-0.994
1636463529845,2021-11-09T15.12.09.845,4.447,0.048,-0.084,-0.993
1636463529883,2021-11-09T15.12.09.883,4.485,0.048,-0.085,-0.994
1636463529922,2021-11-09T15.12.09.922,4.524,0.048,-0.084,-0.994
1636463529962,2021-11-09T15.12.09.962,4.564,0.048,-0.084,-0.994
1636463530002,2021-11-09T15.12.10.002,4.604,0.048,-0.084,-0.994
1636463530041,2021-11-09T15.12.10.041,4.643,0.048,-0.084,-0.994
1636463530081,2021-11-09T15.12.10.081,4.683,0.048,-0.084,-0.993
1636463530120,2021-11-09T15.12.10.120,4.722,0.048,-0.084,-0.994
1636463530158,2021-11-09T15.12.10.158,4.760,0.048,-0.084,-0.994
1636463530198,2021-11-09T15.12.10.198,4.800,0.048,-0.085,-0.993
1636463530237,2021-11-09T15.12.10.237,4.839,0.048,-0.084,-0.994
1636463530277,2021-11-09T15.12.10.277,4.879,0.048,-0.084,-0.995
1636463530316,2021-11-09T15.12.10.316,4.918,0.048,-0.085,-0.994
1636463530356,2021-11-09T15.12.10.356,4.958,0.048,-0.086,-0.992
1636463530396,2021-11-09T15.12.10.396,4.998,0.048,-0.086,-0.994
1636463530434,2021-11-09T15.12.10.434,5.036,0.048,-0.085,-0.995
1636463530473,2021-11-09T15.12.10.473,5.075,0.049,-0.085,-0.993
1636463530513,2021-11-09T15.12.10.513,5.115,0.047,-0.085,-0.993
1636463530552,2021-11-09T15.12.10.552,5.154,0.049,-0.085,-0.993
1636463530592,2021-11-09T15.12.10.592,5.194,0.048,-0.085,-0.994
1636463530631,2021-11-09T15.12.10.631,5.233,0.048,-0.084,-0.992
1636463530671,2021-11-09T15.12.10.671,5.273,0.047,-0.084,-0.992
1636463530711,2021-11-09T15.12.10.711,5.313,0.049,-0.086,-0.994
1636463530749,2021-11-09T15.12.10.749,5.351,0.047,-0.085,-0.993
1636463530788,2021-11-09T15.12.10.788,5.390,0.048,-0.085,-0.994
1636463530828,2021-11-09T15.12.10.828,5.430,0.048,-0.085,-0.994
1636463530867,2021-11-09T15.12.10.867,5.469,0.049,-0.084,-0.993
1636463530907,2021-11-09T15.12.10.907,5.509,0.048,-0.084,-0.993
1636463530946,2021-11-09T15.12.10.946,5.548,0.048,-0.085,-0.993
1636463530986,2021-11-09T15.12.10.986,5.588,0.048,-0.085,-0.995
1636463531024,2021-11-09T15.12.11.024,5.626,0.049,-0.085,-0.993
1636463531064,2021-11-09T15.12.11.064,5.666,0.048,-0.085,-0.993
1636463531103,2021-11-09T15.12.11.103,5.705,0.049,-0.085,-0.994
1636463531143,2021-11-09T15.12.11.143,5.745,0.048,-0.084,-0.993
1636463531182,2021-11-09T15.12.11.182,5.784,0.048,-0.084,-0.994
1636463531222,2021-11-09T15.12.11.222,5.824,0.047,-0.084,-0.993
1636463531261,2021-11-09T15.12.11.261,5.863,0.050,-0.085,-0.993
1636463531301,2021-11-09T15.12.11.301,5.903,0.048,-0.085,-0.993
1636463531339,2021-11-09T15.12.11.339,5.941,0.048,-0.085,-0.993
1636463531379,2021-11-09T15.12.11.379,5.981,0.048,-0.084,-0.994
1636463531418,2021-11-09T15.12.11.418,6.020,0.049,-0.085,-0.994
1636463531458,2021-11-09T15.12.11.458,6.060,0.048,-0.084,-0.992
1636463531497,2021-11-09T15.12.11.497,6.099,0.049,-0.084,-0.993
1636463531537,2021-11-09T15.12.11.537,6.139,0.049,-0.085,-0.994
1636463531576,2021-11-09T15.12.11.576,6.178,0.048,-0.086,-0.993
1636463531616,2021-11-09T15.12.11.616,6.218,0.049,-0.085,-0.992
1636463531654,2021-11-09T15.12.11.654,6.256,0.048,-0.084,-0.993
1636463531693,2021-11-09T15.12.11.693,6.295,0.048,-0.084,-0.994
1636463531733,2021-11-09T15.12.11.733,6.335,0.048,-0.084,-0.993
1636463531773,2021-11-09T15.12.11.773,6.375,0.048,-0.084,-0.994
1636463531812,2021-11-09T15.12.11.812,6.414,0.048,-0.085,-0.994
1636463531852,2021-11-09T15.12.11.852,6.454,0.048,-0.084,-0.992
1636463531891,2021-11-09T15.12.11.891,6.493,0.048,-0.084,-0.994
1636463531931,2021-11-09T15.12.11.931,6.533,0.049,-0.085,-0.994
1636463531969,2021-11-09T15.12.11.969,6.571,0.048,-0.084,-0.994
1636463532008,2021-11-09T15.12.12.008,6.610,0.047,-0.086,-0.993
1636463532048,2021-11-09T15.12.12.048,6.650,0.049,-0.085,-0.993
1636463532087,2021-11-09T15.12.12.087,6.689,0.048,-0.083,-0.993
1636463532127,2021-11-09T15.12.12.127,6.729,0.048,-0.085,-0.993
1636463532167,2021-11-09T15.12.12.167,6.769,0.048,-0.084,-0.993
1636463532206,2021-11-09T15.12.12.206,6.808,0.047,-0.084,-0.992
1636463532244,2021-11-09T15.12.12.244,6.846,0.048,-0.085,-0.994
1636463532284,2021-11-09T15.12.12.284,6.886,0.048,-0.084,-0.992
1636463532323,2021-11-09T15.12.12.323,6.925,0.048,-0.085,-0.993
