epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1633954236818,2021-10-11T15.10.36.818,0.000,-0.030,0.488,0.915
1633954236828,2021-10-11T15.10.36.828,0.010,0.579,0.152,0.976
1633954236838,2021-10-11T15.10.36.838,0.020,2.104,0.762,0.762
1633954236848,2021-10-11T15.10.36.848,0.030,1.585,0.732,0.732
1633954236858,2021-10-11T15.10.36.858,0.040,-2.012,-0.030,0.488
1633954236868,2021-10-11T15.10.36.868,0.050,-4.482,-0.488,0.122
1633954236878,2021-10-11T15.10.36.878,0.060,-4.146,-0.732,0.000
1633954236888,2021-10-11T15.10.36.888,0.070,-3.537,-1.280,0.183
1633954236898,2021-10-11T15.10.36.898,0.080,-2.835,-1.402,0.366
1633954236908,2021-10-11T15.10.36.908,0.090,0.366,-0.457,0.152
1633954236918,2021-10-11T15.10.36.918,0.100,2.927,0.732,-0.122
1633954236928,2021-10-11T15.10.36.928,0.110,1.707,0.701,-0.213
1633954236938,2021-10-11T15.10.36.938,0.120,-1.128,0.122,-0.122
1633954236948,2021-10-11T15.10.36.948,0.130,-1.616,0.091,-0.183
1633954236958,2021-10-11T15.10.36.958,0.140,-0.274,0.457,-0.518
1633954236968,2021-10-11T15.10.36.968,0.150,0.091,-0.061,-0.579
1633954236978,2021-10-11T15.10.36.978,0.160,-0.762,-1.067,-0.335
1633954236988,2021-10-11T15.10.36.988,0.170,-2.439,-1.372,-0.183
1633954236998,2021-10-11T15.10.36.998,0.180,-4.177,-1.372,-0.183
1633954237008,2021-10-11T15.10.37.008,0.190,-5.183,-1.067,0.305
1633954237018,2021-10-11T15.10.37.018,0.200,-0.305,0.976,1.067
1633954237028,2021-10-11T15.10.37.028,0.210,8.933,3.415,1.128
1633954237038,2021-10-11T15.10.37.038,0.220,11.768,3.628,1.159
1633954237048,2021-10-11T15.10.37.048,0.230,6.494,2.622,1.159
1633954237058,2021-10-11T15.10.37.058,0.240,0.183,1.463,0.640
1633954237068,2021-10-11T15.10.37.068,0.250,-1.799,0.640,0.396
1633954237078,2021-10-11T15.10.37.078,0.260,-0.640,-0.091,0.457
1633954237088,2021-10-11T15.10.37.088,0.270,0.000,-1.372,0.579
1633954237098,2021-10-11T15.10.37.098,0.280,-0.061,-1.829,0.671
1633954237108,2021-10-11T15.10.37.108,0.290,0.000,-1.280,0.610
1633954237118,2021-10-11T15.10.37.118,0.300,0.579,-0.976,0.732
1633954237128,2021-10-11T15.10.37.128,0.310,0.701,-0.610,1.037
1633954237138,2021-10-11T15.10.37.138,0.320,0.396,0.305,1.128
1633954237148,2021-10-11T15.10.37.148,0.330,0.427,1.067,0.884
1633954237158,2021-10-11T15.10.37.158,0.340,0.945,1.220,1.037
1633954237168,2021-10-11T15.10.37.168,0.350,1.707,0.823,1.159
1633954237178,2021-10-11T15.10.37.178,0.360,2.287,0.518,1.159
1633954237188,2021-10-11T15.10.37.188,0.370,1.616,0.122,1.006
1633954237198,2021-10-11T15.10.37.198,0.380,-0.793,-0.701,0.854
1633954237208,2021-10-11T15.10.37.208,0.390,-3.110,-1.585,0.701
1633954237218,2021-10-11T15.10.37.218,0.400,-3.750,-1.677,0.976
1633954237228,2021-10-11T15.10.37.228,0.410,0.366,-0.244,1.250
