epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1633957670804,2021-10-11T16.07.50.804,0.000,0.854,-1.128,1.433
1633957670814,2021-10-11T16.07.50.814,0.010,0.854,-1.128,1.006
1633957670824,2021-10-11T16.07.50.824,0.020,0.701,-0.793,1.494
1633957670834,2021-10-11T16.07.50.834,0.030,1.067,-0.305,1.707
1633957670844,2021-10-11T16.07.50.844,0.040,1.616,0.335,1.738
1633957670854,2021-10-11T16.07.50.854,0.050,1.555,0.823,1.524
1633957670864,2021-10-11T16.07.50.864,0.060,0.640,1.067,1.220
1633957670874,2021-10-11T16.07.50.874,0.070,-0.183,0.976,0.945
1633957670884,2021-10-11T16.07.50.884,0.080,-0.793,0.762,0.854
1633957670894,2021-10-11T16.07.50.894,0.090,-1.006,0.732,0.884
1633957670904,2021-10-11T16.07.50.904,0.100,-0.915,0.671,0.823
1633957670914,2021-10-11T16.07.50.914,0.110,-0.671,0.518,0.823
1633957670924,2021-10-11T16.07.50.924,0.120,-0.244,0.183,0.732
1633957670934,2021-10-11T16.07.50.934,0.130,0.366,0.091,0.793
1633957670944,2021-10-11T16.07.50.944,0.140,0.640,-0.122,0.854
1633957670954,2021-10-11T16.07.50.954,0.150,0.366,-0.366,0.762
1633957670964,2021-10-11T16.07.50.964,0.160,-0.457,-0.701,0.549
1633957670974,2021-10-11T16.07.50.974,0.170,-0.732,-0.976,0.396
1633957670984,2021-10-11T16.07.50.984,0.180,-0.549,-1.128,0.335
1633957670994,2021-10-11T16.07.50.994,0.190,-0.335,-0.884,0.274
1633957671004,2021-10-11T16.07.51.004,0.200,-0.213,-0.579,0.183
1633957671014,2021-10-11T16.07.51.014,0.210,0.000,-0.274,0.274
1633957671024,2021-10-11T16.07.51.024,0.220,0.000,-0.122,0.366
1633957671034,2021-10-11T16.07.51.034,0.230,0.122,0.000,0.396
1633957671044,2021-10-11T16.07.51.044,0.240,0.244,0.030,0.488
1633957671054,2021-10-11T16.07.51.054,0.250,0.518,0.000,0.518
1633957671064,2021-10-11T16.07.51.064,0.260,1.006,0.122,0.701
1633957671074,2021-10-11T16.07.51.074,0.270,1.189,0.000,0.671
1633957671084,2021-10-11T16.07.51.084,0.280,1.128,-0.122,0.640
1633957671094,2021-10-11T16.07.51.094,0.290,0.701,-0.335,0.488
1633957671104,2021-10-11T16.07.51.104,0.300,0.244,-0.366,0.427
1633957671114,2021-10-11T16.07.51.114,0.310,0.122,-0.457,0.518
1633957671124,2021-10-11T16.07.51.124,0.320,0.366,-0.488,0.671
1633957671134,2021-10-11T16.07.51.134,0.330,0.305,-0.518,0.518
1633957671144,2021-10-11T16.07.51.144,0.340,0.122,-0.488,0.457
1633957671154,2021-10-11T16.07.51.154,0.350,0.030,-0.579,0.579
1633957671164,2021-10-11T16.07.51.164,0.360,0.152,-0.579,0.701
1633957671174,2021-10-11T16.07.51.174,0.370,0.122,-0.396,0.793
1633957671184,2021-10-11T16.07.51.184,0.380,-0.274,-0.305,0.732
1633957671194,2021-10-11T16.07.51.194,0.390,-0.579,-0.366,0.701
1633957671204,2021-10-11T16.07.51.204,0.400,-0.366,-0.396,0.671
1633957671214,2021-10-11T16.07.51.214,0.410,0.579,-0.427,0.579
1633957671224,2021-10-11T16.07.51.224,0.420,1.738,-0.427,0.640
1633957671234,2021-10-11T16.07.51.234,0.430,2.348,-0.244,0.640
1633957671244,2021-10-11T16.07.51.244,0.440,1.829,-0.030,0.671
1633957671254,2021-10-11T16.07.51.254,0.450,0.823,0.000,0.549
1633957671264,2021-10-11T16.07.51.264,0.460,0.000,-0.335,0.488
1633957671274,2021-10-11T16.07.51.274,0.470,0.061,-0.488,0.579
1633957671284,2021-10-11T16.07.51.284,0.480,0.518,-0.396,0.732
1633957671294,2021-10-11T16.07.51.294,0.490,0.762,-0.305,0.823
1633957671304,2021-10-11T16.07.51.304,0.500,0.518,-0.152,0.793
1633957671314,2021-10-11T16.07.51.314,0.510,-0.488,-0.122,0.793
